ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,z}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,5.657107304134704e+61,,,,,107039864.30281194,24090620.007060908,,7672558069.601988,,,,,,,,1.1266194449056988e-05,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.3033462776409782e-10,,356015.0710319256,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.8088698523392712e-06,,89940.9875091933,274697716.5560959,,,,,2.8606949904540467e-16,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.6403651713493236e-09,9.50693689903363e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.1118401383993979e-05,,10518635083.205915,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,,9.629740761028501e-15,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,9.821102027411453e+38,,,,,,,88761.11667713163,,3495654039794298.5,,,,103844955416348.64,47832307270.69587,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,2.0906371803073003e-11,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,0.4556690251972494,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.194575327052615,,,4.7643372916784375e-55,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.0989278020820145e+54,1.083479752002344e+27,,2.7284956556731443,,,4.8556179689183444e-91,,,,,,,1.658737980887437e-65,,,,,
"$\hat{S}_{x,z}$",,,,,9.229521808339585e-28,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,0.3665023244295,,,,2.053234491256705e-54,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,2.0594700950552e+90,4.870364316683278e+53,3.617061421525656e+60,4.438546237739761e+31,,,1.3823265214252741e+22,,,,,974175940.6264601,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,6.305553469752516e-42,2.764675197520438e-61,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.5859036082985569e+41,,2.2529899350766468e-32,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,7.234180814015858e-23,1.0716116681736437e+51,,5.011844069552181e+21,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,9.331738629762291e-52,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.9952735682164833e-22,,,24017575.818182427,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,4.1636175422956435e-08,327729.6485872245,,323880272.1205592,3.413221133993112e-10,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.3537402729391494e-07,3.08756070091162e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,3.0512954940475955e-06,2981745.5098382453,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,6.028679704223042e+64,,,,1.0265086195384103e-09,,,,,2929783804.6317983,,,,310032.63339302293,,929992.4267686127,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.0752775734686768e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.2254669099053118e-06,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.331167844507846e-69,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.308846103177585e+68,,6.895968983769161e-87,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.4501225315161227e+86,,3.125405655445371e+60,5.40194758818745e+47,,,,,,,,2.3085522551997543e-05,,,,7.353831094468101e-05,2.345247812395149e-22,,
"$\hat{S}_{y,z}$",,,,3.199584662738763e-61,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.8511841954681688e-48,,,,1.1508707371951974e-27,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.4709210736095594e-19,8.113063290043857e-21,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.1379608793166414e-21,6.798461303882574e+18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,8.689073131159053e+26,8.787648311781259e+20,,1.232580055460894e+20,,,,,,,,,,1.2986514458426464e-31,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,4.263941723833109e+21,,,,7.700295588945634e+30,,,155904386311.0285,2.524391791267564e+17,,3.210498340079509,,,,4.110362735326752e+33,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,6.4141877189074384e-12,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,2.2951671643559755e-08,,,,,3.961350228832242e-18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,43317.191445314376,,,,,,,,43569811.18979193,3737493892.6667714,,17906745750937.402,,,0.9212282622392158,0.31147812397723734,8.321031604381784e+28,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,2.675589656379295e-10,386434792520.9794,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.5877587095000263e-12,5.584487622200426e-14,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,1.5257776795969406e-16,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.2017740678612596e-29,,6554034794008564.0,,1.498840542638792e-05,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,13598.354206860247,,,,,,,,,,1.0855072960628833,,,,,2.4328753066133113e-34,66718.23796809262,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.8305183936177785e-26,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.462933360771272e+25,,,4.633630761815934e-62,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.158134843718313e+61,1.4340337868567572,,8.220617993062482e+39,,,4.6387334807202756e-05,6.588736033113266e-28,,,,2.5320076108340486e+17,,,,435.9213165039532,,,
"$\hat{S}_{x,z}$",,,,,0.6973336396709934,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.2164535571947471e-40,,,,6.838662804938284e-38,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,21557.608432479414,1.462274173363084e+37,4.7079726451687586e+33,9.842462579518167e+25,,3351.6794930679243,,,,405732023367713.4,,,,91.50816285007392,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1237121729915133e+17,,1.0160058947858905e-26,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,8.899075973679537e-18,2.124056521496961e-34,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,1.5177417868529885e+27,,,,0.000298357883582914,,30061034154.92559,924364.032747689,,2.411406069299964e+21,,,,5.0584323654093114e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,3.32656552947014e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.081824870476063e-06,,,,13.657840851401822,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,32167692.086848453,0.00015828474367207123,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,3.949435205965269e-18,,,,2.4646809776060094e-15,4.1469581284180065e-22,,0.07321801526903583,152455435801884.34,,6317.7282712209135,,,116491.91750348975,,1.705272165335711e-05,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,6.559293833901067e-15,3.108709189643242e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,4.276808088150185e-16,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,58641.66555507774,,2338192360725080.5,,2.6943754374087715e-06,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,0.0022939919708903048,,,,0.01092798684679519,1.976897045887621e-18,,,,8.584286544772886e-06,,,,,,371143.5259229195,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.7643908818940526e-43,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.66767834872572e+42,,1.1633013333360596e-101,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,8.596224996426748e+100,,1.601699190222363e+23,1.1914110074979976e+65,,,1.1123877492575861e-41,,1.6691840566632735e-37,,,,,,,2.0978143163775407e-07,,3.1908273356174236e-15,
"$\hat{S}_{y,z}$",,,,6.2433695796597775e-24,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,8.393409106568798e-66,,,,,9.41325978637874e-53,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.3407049826764813e+17,,5.619395562932716e-38,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,4.272217162782082e-18,3.1942476847167687e-49,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,8.989671098656072e+40,,1.0623312462352617e+52,3.130627611580062e+48,1.7795508232172008e+37,,,0.004296928923619582,,,,,,,1.13293920182314e+24,,7.4717911561822815e+22,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,5.990951063833047e+36,,,,,232.72435215373196,1518323073557.4905,,2.24103268160724e+27,,,,,,209496505.5140996,,322269932856471.5,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,6.586213549774758e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.462228544042529e-28,,,1001308.317999062,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,9.98693391460408e-07,2057542624.1419747,,7569.052572523548,,,,,1.258421674515418e-11,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,4.860166629194448e-10,54448093.51294019,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.836611597359858e-08,0.00013211693146776446,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,6.61287351823632e-10,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,313398343068444.5,,,,,1.3383671720703593e-23,,3.1029888241090346e-15,,,79464619868.77898,,1512201915.3130634,,1280.7899339070832,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,4766866.124389779,,,,,8.826598977163005e-25,,4.7733493097940844e-09,,,,,,,,,0.000780768159966306,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3361264006.3095427,,6.10439919629535e-60,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.975071277123326e-10,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.638162852466926e+59,,,,11.639043744741132,,,,,1.6973490297304976e-91,,,,,1.317932366106871e-81,,,,,2.632490268808238e+87
"$\hat{S}_{x,y}$",,,,,3.798684507398817e-88,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,0.08591771127691052,,,,2.8792299363173758e-71,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.473150884500149e+70,1.1982388554837421e+35,9.989460933284438e+31,,,2.1462625376559053e-21,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.3865938292021906e-07,8.34558147921425e-36,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,7211917.282044833,,1.001055018562658e-32,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,7.538024650898515e-20,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,5.891540175203556e+90,,,,4.6592622405466535e+20,1.3266074950826836e+19,,1.4134119622890801e+38,,,,4.644596452088596e+20,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,7.075078085376169e-39,,,1.8518877160509398e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1.9476679679416493e-14,2.986087691199051e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,539989.5422020786,51343453630693.96,,227.96142807570237,3.236726758036284e-12,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,33488634.742620505,0.004386707033910649,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.4157935866071242e-10,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,7.587642778316214e+80,,,,,,2.1530395811897007e-21,,,308954099235.33307,,,,6936715605.347434,,7063176507.222695,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.441604437738678e-10,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,153.45948256015254,,1.862767144119724e-74,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,0.006516378025763402,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,8.81509332446055e-36,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.368357516701658e+73,,,,4.730889679863306e-18,,,,,,,,,,,,,,,1.1344179388607848e+35
"$\hat{S}_{x,y,z}$",,,,,2.1137673200379805e+17,,,,2.7278757819261125e-33,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4813913620225548.0,,0.0012459843691498506,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.6658560724268566e+32,7.592420911974958e+30,802.5782865015485,,,5.537354252937325e-05,,,0.153722765141031,,,,948585225913620.6,,102.72783594201486,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.0773118898488808e-16,1.3171029525283229e-31,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,18059.166062376153,174.21597940950662,,3.239514532883489e+26,,904784.5068387388,,,,4886155726446089.0,,169584820223.46948,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.005740001596807784,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,3.0868822777278945e-27,,,8.369261848674885e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,6.5052173572506495,,1.1052355477371494e-06,119484850406.29134,1.731875192696465e+18,,147977333.1367421,,,4007438797016.642,,0.00023749457685474115,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6.957261657922471e-07,6.757791742847031e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,5.774088134163048e-19,1437347.1189792983,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,0.009734459903978256,,5.896754194639918e-12,,,4210.6224623883945,,37145.65165244799,,69.79346527492905,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,2.69210514694012e-05,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,1.0542015336965213e-15,,2.046598708648492e-16,,,2.4953593820183977e-13,,,,,,0.014327988960869325,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.329893041198514e-30,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.003099461837592e+29,,4.391588701791703e-78,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.0195635283784696e-69,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.277080273004653e+77,,9.80811859355558e+68,3.9428227853005943e+31,,,8.13895685250287e-25,1.5122688964395864e-32,,,,1.4557942678863655e-23,,,,1.2141931788953242,,9.77577195174711e-06,
"$\hat{S}_{x,y,z}$",,,,2.5362539846531846e-32,,,,,1.2752555823976298e-31,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5.127198943286553e+32,,1.4711393726482569e-21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.228658682092021e+24,,7.841565359940499e+30,7.390212430600391e+42,6.797452495611344e+20,,0.01138777638346517,,,,46756125321363.93,,,,1.5079492029665984e+51,,1.3192900549225872e+16,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.9503826768988146e-33,1.3531410759714232e-43,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,5.112920093028522e-09,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,6.612580622099365e+31,,,,,87.81345596599355,,195582950.99575335,2248390230521552.0,,7.321836919335553e+17,,,,2.724232061172051e+41,,33126000458.831955,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.447626512627361e-16,,,,0.0002771398642164479,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,34484425074.775314,0.0023090438186666733,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,9.66277973999627e-12,2.8998598579840628e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,6.8691024690726195e+22,,,,,2.1387572069473373e-14,1.3657774831875779e-18,,3608.2863893553545,103489888718.12843,,433.0796981485768,,,1.0863382064836864e+21,,5642.351701818663,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,3.072384236661411e-09,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,102293.71193763186,,,,,7.579834292457223e-17,3.018776749830609e-11,,,,0.0001772310647841531,,325480123.24351865,,2606.757178625782,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,0.8235921741133502,,,,,6.631523117839072e-52,3.670759236163487e-42,,,,9.20523639904786e-22,,,,,,0.0003836183930745614,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.8014810405605736e-20,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.5509882007352476e+19,,2.195335840784639e-95,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,4.555111711940111e+94,,4.781714883281264e+23,1.0817780886800477e+44,,,2.0536697468394162e-44,2.38398758951337e-41,,,,,,2.0815958579095532e-37,,,,,
"$\hat{S}_{y,z}$",,,,2.091299929856523e-24,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,9.244040071288273e-45,,,,,9.769323438479015e-58,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,0.0048816723382807846,1.6319201156671167e-36,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,4.869332089733479e+43,,1.0236123374329491e+57,6.1277509260384815e+35,7.542396543461838e+25,,0.00011901797664993961,,,,,,47898.97421129946,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,204.8478330178501,,1.3258385371780204e-26,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,7.124188528260787e-17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,4.1946527087589594e+40,,,,,8402.092088502224,,1.403668636832282e+16,5.755691550609804e+24,,,,50490834.10154962,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.7374106850705926e-25,,,,22563138.47658908,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,23777.082456050943,3.714437484354052e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,3.978421924161325e-17,4.2057304627192124e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,4.4320075464571284e-08,2.5135594440773296e+16,,269219768.59543294,2.004031891110112e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,7.920204401325209e-19,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,4.804006484737398e+36,,,,,2.087727381360284e-05,1.9805574968097208e-08,,,,498994.0551525159,,,1.2625936772953485e+18,290204767.6314861,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.4458427687509286e-09,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.869606298515582e-45,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.5842422273904443e+44,,3.144826580424908e-77,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.6145451138085156e-27,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,3.1798255783785915e+76,,6.193695000823616e+26,6.443167970545978e+59,,,2.597758511233519e-46,,,1.5888190173342545e-48,,,,,,1.8681446072964797e-60,,,
"$\hat{S}_{x,y,z}$",,,,1.5520315543089316e-60,,,,,1.4763337567453098e-92,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2344135969.529447,1.4167847672959562e-16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,3.849472519003163e+45,,6.77353610205714e+91,7058235118581756.0,1.2158118018162237e+33,,1.4664126665564553e+25,,37237518.85688631,,,,,,8513679152346.169,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.265964146272352e-10,,8.224957172698634e-34,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,6.819362808344244e-26,,1601.4093211346633,1.4945197750406628e-06,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.0006244499684137342,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,6.293983072268456e+47,,,,,2.6854635612089676e-08,669111.2534611943,,,,1976235608158366.0,,,,5421784860391.876,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,7.431157549285393e-05,0.0004371401134703166,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,0.3115807581955013,13456.85370506192,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,5.060125401403378e-16,3.2094408069080766,,2287.5960571573205,,,,,2987952.930614671,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,2.7646832878293948e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,3.34677293525599e-07,,361705.08368975564,,1.2978843757018278e-09,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,5.352904673943677e+59,,,,,1.1745803219803315e-13,,,1.844411067110697e-13,,,,,,,,770484658.5114737,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,9.41221725881986e-81,,,,,,,,,,,,,,,,,
