ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,0.00023472064004407539,,,4.5795474430068275e-28,,,3.441299823267558e-32,,5.0682999210327885e+17,203738043484.54745,,,,,208242.97691360032,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.3159153075056457e-14,1.9730481928469336e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,0.08959633838230312,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,5.23947620463382e+17,,,3.249858041053598e-28,,,1.7835112888529758e-06,,,,4.802082715206758e-06,,11.161170401105565,6.473816577923156e+23,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.544683863009302e-24,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.12317271175054e-55,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.231046089360447e+54,,,1.9790391496585075e-141,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.0529571391882505e+140,1.1473572613345748e+73,,,4.8583190714111086e-11,,,,,1.2388913081711432e+39,,,,,1256248.1041657946,,,3.200652526668692e+30,
"$S_{y,z}$",,,,,8.715681102125306e-74,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,3.933906084105469e-42,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,20583250817.850216,2.5420027286375598e+41,,5.432338089934904e+28,4.350998664648706e+16,,,3.698521648529451e+23,,,,,6.488257073786206e+32,,,6.271086308102346e+30,
"$S_{x,y,z}HF_{x}$",,,,,,,2.2983229301467477e-17,1.4395492687909364e-22,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.840827988693876e-29,,6.946618790198757e+21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,3.124362896839731e-31,,1.5946200560307768e-31,,,,20123922.796177402,2.211215877047137e-11,,,,,1.5428443569188579e-18,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,4.9692100796071076e-08,
"$S_{x,y,z}HF_{x,y,z}$",,,,,8.071733116573433e-40,,2.703783011240733e-24,,,,,,,6.089681788003854e+31,,,142258.9809640567,,,45223987869.30756,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.0815368224815307e+40,5.5798757949662775e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,1.6421219282260585e-32,2.82265356536062e+21,,17921545.868496228,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.5427656169780115e-22,9.246102205799627e-41,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,2.6904859850729777e-30,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,7.96021101790275e-07,,1.5412459596278798e-33,,,,,7.029433173380181e-06,,,,3.71680062839233e+29,,2.2613041876102257e+21,,6.481535195144721e+17,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.422226808224383e-22,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.8812556320961765e+57,2.4623347556410232e-113,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.0486532060001253e-58,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,1.1432317185348818e-17,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,4.06118622867616e+112,,,,,5.593652540016707e-75,,,,,,,,,,,5.098176939172017e-34,1.2271430776715273e-40,6.242872010141241e-65,8.747133094606213e+16
"$S_{x,y,z}$",,,,,,,2.1781395542376663e-88,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,4.0631721772783704e-17,,8.98728775525358e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,9.4219551565202e-31,1112682743.9295502,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.7877406450365851e+74,,4.591074057006384e+87,,2.4611312451687164e+16,1.0613508378969284e+30,,,,,,,,,3.743020572615685e+37,6.593947955757363e+56,32574808147213.418,
"$S_{x,y,z}HF_{x,z}$",,,,1.6018268488854952e+64,,,3.069856913602557e-14,,,,32765733653.055927,2.8345671948172917e+38,,,,,,3.4111720458719328e+25,2.0023302516459263e+45,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,3.0519688971064256e-11,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,3.527875443659953e-39,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5.351938663119867e-05,,3.447976792468963e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,18684.818024746543,30.737146279464046,,,,9.051403664986279e-19,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.03253392461707205,29002515393496.56,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,8.149009012848562e+39,,,1.5165421485119118e-57,,,,,,1.1048010198333321e+18,,,136762890736.0136,,5.40171998893531e+16,,4.994181150576907e-46,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,7.311925001133888e-12,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.9614854720252368e+33,,,2.6716390695688414e-38,,,,,,,,,,,,1.8512621943535838e-17,2.931543723249494e-26,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.1821261964102804e-42,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.582686380123459e+41,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,4.590578366747543e-43,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,2.1783747495601672e+42,,,8.460149266966065e-32,,,,,,,3.92520521653465e+19,,,,8.734588003653535e-11,,2.579666025294521e-28,
"$S_{x,y,z}$",,,,,,,8.502211210647917e-81,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,4.994348033500961e-08,1.0488304319605544e+20,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.182012241680713e+31,1.17616461791449e+80,,2.2313547634893747e+42,20022633.450697176,,,,,2.6615347470117184e+40,,,,1.8297589949786443e+49,,3.217701214087825e+16,
"$S_{x,y,z}HF_{y}$",,,,,,,4.48158229414048e-43,,9.534429680217452e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,2.0803566041936514e-51,
"$S_{x,y,z}HF_{x,z}$",,,,,3.8764707919345093e+27,,3.1078087537207417e-17,,,,4.806868197424264e+50,3.9172726354106014e+36,,3.6114981124216746e+32,,,,9.814601771596292e+38,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,2.5527965323638543e-37,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.5476374987671232e-20,,3.757230677235254e-41,,,,,,6.310500942346937e+24,,1.610165846237579,,108237729.29341297,1.3542659631230139e-15,,2.7689340236964826e-33,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4546462067.904386,0.621054037592877,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.5846602498534611e-25,2.1995124671983308e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,9.238922569127261e-09,,14.946590433024221,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.0669048907495664,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,11448736901.863216,,5.465200623384127e-50,,,,,,,738407393547677.6,,,,,,1.0188900408511995e-39,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.8646282758908335e-11,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,34908543227.6208,,,7.806625575116013e-60,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.2809631900209831e+59,1.5826147792635812e+19,,,7.617975229615483e-28,,,,,2.006720421326527e-33,,,,,,1438909.6897754406,2.958471349515179e-06,,
"$S_{y,z}$",,,,,6.318657029509845e-20,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,9.423680497659908e-27,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.3417865078597607e-17,2.7616025509641755e-40,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,4.1512054821427694e-18,,3.6210858787440787e+39,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.3126847618412052e+27,1.0611565197359146e+26,,2.408938811392733e+17,4.270244092036957e+16,,,7.719961500414742e+16,,,,,,1.6445013446857299e+37,4.90354380752178e+31,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,8.234093095615734e-17,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.214462829588911e+16,1.952736553111601e-30,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,4.9832552126965335e+32,,1.2953432474323565e-17,,,,,,,,,,,8.928423927772265e+26,4.865209826803796e+19,5.121018492773864e+29,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.188002959784505e-13,18577822672367.703,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.456462357575019e+31,8417487446170.948,,,,9.048028411045863e-08,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.8931314637593186e-32,,5.382762111769862e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,338012.39960085315,,2.0393414217408483e-32,,,,,2.0554098088241157e-20,11052131.520489002,,,2.1736982255982912e+33,,673.4143548170363,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.600454599555827e-34,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,6.949706483358676e-07,,6.080870673846142e-38,,,,,1.120018502805915e-27,,,,,,,0.001484969830011562,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.796161372080642e-82,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.7252797770898347e+81,,9.107359496825744e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,1.1701357702401188e-60,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.0980130962750922e+159,,8.546016842086573e+59,,4.666673355270571e-27,,,,2.441431918801941e-22,,7.67122674403288e+35,,,,,,19145070.520490907,,
"$S_{x,y,z}$",,,,,,,6.302679001613661e-64,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.2875500410652815e-21,,5.06693332514108e+21,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.1428540715638338e+26,,1.5866268926974898e+63,,7.766688424572834e+20,3.703548393793448e+37,,13771.667377751563,,9.985574114999554e+42,,,,,,1.6364365483255323e+38,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.700113225672545e-38,1.9735803410678522e-22,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.606979246292831e-30,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,4.0959569353493164e+21,,,7.26128487256033e-05,,,,,2.283375594619289e+37,2.63183561565062e+37,,,,,,1.0609684158711824e+23,2.1706197196453304e+29,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.3794809857671783e-38,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.303572470697542e-36,,,1.0014446725680776e-43,,,,3.7996294071458886e-38,,,12315343373476.863,45683.127206038545,,,,4.926548369885137,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.1889920002407732e-05,0.33200066613038376,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,8.119952239039197e-14,,3.0120421493590577,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.0398774926000297e-21,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,5.223276659804952e-08,,,6.110838828570776e-39,,,,9.42535126438123e-24,,0.2029818698447723,,,4.902255177713634e+20,,3602657.8072236665,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,2.77572851352939e-07,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.0036849880175401444,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,271.3713030381939,,,1.3303360656849243e-158,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,2.9001966785682694e-38,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,7.516897615529572e+157,3.448042015183835e+37,,,,2.742522361149546e-23,,1.3398087473740288e-15,,,,,1.0259172662682572e-18,,40.053382936746395,,,,
"$S_{x,y,z}$",,,,,,,,4.4421946186652305e-64,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6634073772320.84,1.782335942329818e-28,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,3.6462783828710276e+22,2.2511395511538287e+63,3.32866187865757e+26,,5.610614566257521e+27,437792.24733374576,,,,,6.859473621151634e+26,,1170323701464.034,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.004210209549112e-27,1.507369429885257e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,4.08288681606024e-20,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,746375183741679.4,,,2.284188461742361e-06,,,2.4492474199050777e+19,1.5498813799608809e+38,,,1.540342493139982e+36,,1.046025780600748e+20,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,6.452106676868652e-39,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.7148511306705773e+30,,1.9599378888203662e-16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,9.747374694622984e+17,,,1.4578378097649283e-27,,6.492062670825266e-37,,,1.426732422892529e+52,5102202501947003.0,,,397570.5353693403,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.1209577403089147e-31,7.009022742839333e-53,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,3.568026147699052e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,0.02496668013234319,,,8.544644517999893e-13,,9.559993821812741e-21,,,,,2.515276940910641e-06,,,760407258492551.1,280267004.3897744,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.3150847638966822e-15,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1.6191343152513057e-88,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,1.5668715022782386e-26,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,6.176139870426933e+87,,6.382144282705986e+25,,1.2573080137352701e-29,,,,,,,6.621840610977474e-20,,,,1.3574824384986718e+16,,3.258193781415609e-12,
"$S_{x,y,z}$",,,,,,,4.0330123117909184e-35,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.310675751190278e-45,9920.551333486887,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,7.953500566890945e+28,,2.4795361945124716e+34,,2.0720216802156333e+58,4.327738322803963e+44,,,,,0.0005506928769445664,,,,1.5394460618423562e+57,,767167.9225524853,
"$S_{x,y,z}HF_{y}$",,,,,,,4.826204327630061e-59,,0.0001008008493060757,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,306918515928.6393,,,1.303495584998975e-06,,,,2.4932914676078962e+30,2.293697225904381e+25,,3.4167839801338934e-12,,,,1.892762949902374e+69,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,4.010762532145574e-31,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,4.3597733332293255e-26,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,7644982.247999215,5.381017119203437e-33,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.5101541380235463e+19,,,1815.894197775617,,,,,,2.828457966807566e+34,,1.858384721414958e+32,4.4342605356918106e+29,,3.045884812484501e+39,,292672877716.0835,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.535495353776402e-35,1.3080475108515946e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,3.789893713207025e-06,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,2.2551674443819866e-30,,,263859.6424261712,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,7.366577803437112e-17,,,6.495843048916143e-58,,,,,,,3.2831182449880923e-40,,,,,,5.283281776260353e-70,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.4466100096319719,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.2390899855201365,,,7.925245430954859e-154,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.2617905763449863e+153,8935.738756700728,,,5.128778435586476e-44,,,,,,,,,,1.559543076613588e-27,3.727279634838989e-21,,2.2199743179987339e-38,
"$S_{y,z}$",,,,,0.00011191016515004095,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.610127445181784e-46,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.940743241322293e-11,,3372014.899047308,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.0003317942578608855,2.9655859476852515e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.9497820242368297e+43,6.210688495450742e+45,,34005008868.1103,3013.915932262093,,,,,,,,61443368383.97767,1.2675540152986531e+26,,2771367.816605334,
"$S_{x,y,z}HF_{x,z}$",,,,,4.504556615328242e+37,,3.6083265238495347e-07,,,,6081544106.095567,1.1374951082668675e+40,,,,,1.1997195115848612e+16,2.931094612003764e+28,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,1.6443192428674394e-10,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,8.791246597303082e-41,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.2111224831909545e-15,1.0469308959223948e+45,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,452258980496124.4,,1.4076082713551123e+36,,2.5527807485477217e-23,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,9.551728809368583e-46,7.10424924568889e-37,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,6.412134521935828e+26,,1.6275149398560088e-11,,,,,,,3.917296855865513e+22,,1075238165608.1781,,2951189237.089982,,8.33528162494393e-17,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,9.30026511321218e-13,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.6829218571447432e+20,,7.88921014750118e-27,,,,,,,,,,3.3884645126520225e-10,,,3.411694716044587e-29,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.027777724390947e-37,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.9889502973625142e+36,,,2.5148850414783963e-155,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.976324895598972e+154,1.3823305309927648e+54,,,0.004271721086709837,,,,,6.0280917947543055e-15,,,,4029397223536146.0,,,,1.4853719777924665e-07,
"$S_{y,z}$",,,,,7.234159830657998e-55,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.18436238251485e-33,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,234.09768093502083,4.577994970086891e+32,,8.018815006393819e+23,995.7380337672023,,,5.181685035311047e-05,,,,0.19050573914621985,,,,0.0003515230231209983,
"$S_{x,y,z}HF_{x}$",,,,,,,0.001004280208336196,7.348584939788905e-11,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.2470670531776178e-24,,13608062071.726234,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,9.980634078869003e-67,
"$S_{x,y,z}HF_{x,z}$",,,,,6732320.3544352725,,2844.763882381008,,,,1.0019403497791786e+66,1.1735833896433053e-16,,,,1647663.808656455,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,165889975476187.7,,19298.74149403934,,,,,,,70674364.07371964,,1.8401273510154293e+36,,,,8520911328712112.0,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.93599059039307e-12,1.6378551944549156e-42,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.8714990606647038e-28,254065648032.9986,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,1.4149402164509203e-08,5.343310189238503e+27,,6.105545858910951e+41,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,8.401413456829978e-22,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,2.4817607808902325e-16,,5.249185691106476,,,,,5.4344064797915995e-37,,,,,1.190275904332555e+21,3.304503418311336e+41,,6.069199279283947e-07,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.026173295686948e-42,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,7.380313277054629e-121,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,1.8554200711864372e-31,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.3549560329762653e+120,,,,,3.1807086511361112e-55,,,1.1443775370211956e-26,,,8.393408772075434e-53,,,,,5.809799549450545e-11,,,5.389615082478633e+30
"$S_{x,y,z}$",,,,,,,5.2198802655183345e-46,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.696794685201184e-10,,1047232402584.466,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.143953469748988e+54,,1.9157527551078796e+45,,2705046087.636806,485496836.7567547,4.151645914186624e-18,,,3.8983319126217064e-13,,,,,7.519238333385333e+46,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.059745654946509e-09,9.548978789541833e-13,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,8.738374947510688e+25,,,2.4086832563993274e+17,,,,3758023344.830234,1.2438292889945377e+19,563.3326801109048,,,,,6.179158732170545e+46,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.660973358176875e-10,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,8.039688475324137e-20,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,9.22706878683049e-25,653804264.9628406,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.1914110549780009e+52,,,2565199737770.6094,,,0.0017751499873984364,,,,2.430798338112868e+18,1.0837677957134872e+24,,,5.211754109814936e+43,3.1638065545289705e+37,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.1138747888742696e-19,,1.5295097532850075e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,8.534442204608296e-40,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,3.160749504638663e-38,,,1.1717227394896827e+39,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,17212297799.406418,,,1.3299219357897082e-47,,,1.6183432783393336e-47,,,1.9187397926482549e-44,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,285839453.7933971,2.1729878773623282e-54,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.4984673624614236e-09,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,4.601958484986329e+53,,,,,2.386115059259066e-48,,,,,6.575147488339843e-78,,,2.151935171182831e-51,,,6.379481565357862e-47,,,5.7584779940915585e+29
"$S_{x,y}$",,,,1.736569977389932e-30,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.0476467637703178e-14,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,4.190912739599904e+47,,95452020144762.88,,41547821631361.85,3272.291491042712,,,2.797937593315405e-19,,,5.8217737047136475e-06,,,14.019699844524524,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.0003055962473811742,36982424.58295943,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.4068650550987313e-14,,2.7039871270656896e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.823169809790271e-37,,,,,,,,2032.5079472688296,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.0004920029962705651,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.5208784316600779e+77,,,3.57406113127439e+18,,,,3.542117787361464e+36,,,,3.382272761926552e+27,,,2.5107337688492757e+34,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,4.646980138580758e+50,,,171768.95748976668,,,,,2.956591825640926e-28,19695610156824.523,1.422224770801487e+22,,,594490000504.3372,4.5926637055634856e+16,,,
