ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}$",,,,3.518991216724444e-08,,,329.5641441838688,,,,7.552922704964383e-06,,25005207.425450332,,,,,2.3513548136804123e+19,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,3.9991669854423954e-08,,1.4389872055041847e+23,6.536023412621687e+42,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.949332114802406e-24,,263348308745.85532,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.52998227954463e-43,3.797252409792582e-12,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,96.26127198188468,,8.9442912740242e-21,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.010388393789230097,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.2633288933153525e-13,,,4.9758123376190673e-23,,,,5.249209590310748e-08,4.252867300936048e-20,,,,,,,1.118031568252005e+20,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,4.387394689986127e-61,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.2792569865720515e+60,,,,,,2.3786966266140034e-49,,,2.0745717778296995e-33,,,1.4110095038158747e-41,,,,19.119984789005976,,,1.8144356635484436e+46
"$S_{x,y}$",,,,5.511355514498247e-47,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,7.248985679072853e-31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.1732944782771331e-53,2.5412564455956e-40,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.020757062645786528,8.523009513079794e+52,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,4.203982924142232e+48,,1.3795033460845522e+30,48.17637336576569,,3.935061342325992e+39,,130328890.17054956,,,43135980766.886375,,,,1.583655480173175e+56,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.0578547840077216e-13,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,4.820271878209699e+32,,,,7.672895845973913e-09,,4859429381370.03,,7.944205225793314e+32,,395495481.0624639,,,,1.4241881245540276e+57,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.258779162392723e-33,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.06141541906940908,24.850175042167674,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,7.087124482830499e+40,,,,2.3182502918020047e-11,,,2.528473896373197e-09,,16.28255599574828,,6212022218580.52,316424196267.4917,,3.1916047646359907e+39,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.040241165235380585,1.6097817503114233e-13,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.605567171668126e-19,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,3.1603145770642713e-12,,,,,6.228328640782038e+18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.05230129683863565,,,,6.314504717216958e-57,,,7.021544294319555e-58,,,3.1332200373941107e-40,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,187783224370172.66,7.586735111169648e-133,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.325289324187572e-15,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.3180900418254221e+132,,,,,,1.3996429191652127e-59,,7.365756981543979e-74,,,,,8.034243617592772e-37,,,7.02229482094607e-09,,,2.3982614994472502e+67
"$S_{x,y}$",,,,4.169687084708984e-68,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,4.4184260797901624e-39,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.531905789930469e-09,0.0021418038680923973,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,466.8961593064319,1.0275341708696754e-16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,7.14467944864415e+58,,2.2632493606127988e+38,652781657.0530676,,9732036445597024.0,3.810400616566718e-15,,,,,1.064792065035882e+24,,,8.580540184131644e+17,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,5.281936067708093e-20,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,1.357633713012324e+73,,,,262439596417299.88,,,1.8932451797621137e+19,5.55672366922931e+25,,,1.9052888157727957e+29,,,2.611285359637017e+33,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.799621610730006e-26,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.2446722399732522e+36,,,,9.39150499742221e-25,,5.248548103161958e-30,,,1.5293690347180874e+27,2.528188850454346e+16,,,7.206500156493818e+24,5.610706238620984e+16,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.004440384877746084,6.538644220584292e-28,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,225.20570345415527,,3.9554007202440116e-17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.3876361316649586e-25,,,,9.380043087851456e+16,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.0660931838310508e-17,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,142403591.06217024,,,,1.1654277918881403e-18,,3.8295316760746724e-34,,,,,1.782306821049649e-17,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,160776588829953.53,1e-160,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.219811026452719e-15,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,,,,,,6.663081651381269e+21,1042.0411677095067,,,,,2.2996029060804636e+21,,,8.051149045671879e+61,,,1.4336428443088107e+107
"$S_{x,y}$",,,,6.9752379678784e-108,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.1688620997365854e-49,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.770468292368114e+29,,0.21825669579489165,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.5008070624388914e-22,,8.55532915495643e+48,8.283206359883337e+20,4.581760923109353,,146532.606375773,,,,,2.2585199309193356,,,5.072945564868854e+42,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.609498086495802e-30,1.207261966625789e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.6404797757564402e-21,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,0.0009596549838794597,,,,,6.824419661488634e-06,,,84325508498.84074,,,293624448.1672338,,,3.8468198101527416e+37,,6.09577767905667e+20,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.1858807824606802e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.447476713090511e+38,,5.631854401417375e-23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.2484659606123248e-39,1.3047283505027616e-72,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,4.348576866709742e-22,,,,,0.44276784380333,3.4057109557527373e-09,,,7.664430681027678e+71,1.7756140850309071e+22,,,6.937676628421602e+18,3.072433056478182e+39,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.441404743344907e-19,,,,1129697893418038.0,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,8.85192409250564e-16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.242058735128718e-62,,,,,1.9712413374296715e-43,2.599549886274226e-38,,,,,3.2547495148560326e-40,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.217438887028374e-104,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0849000598282152e+103,,,1.2094882618697537e-138,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,1.3043842304386493e-49,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,8.267959529049875e+137,7.666452695949196e+48,,,9.839229515104382e-08,,,,8.570296381919021e-19,,,,0.03206169607017486,,,5.032238121024365e+33,,,
"$S_{x,y,z}$",,,,,,,8.476761099697124e-30,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,9.533023240870204e-05,,6.705730551055271e+32,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.9748974465937646e-18,1.4912618280533677e-33,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,10163397.433354732,1.1796958628876896e+29,,10489.851694819921,3.361460413181613e+17,,0.003056444611986074,,,,1231.3502029785272,,,1.0212538664483848e+20,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1.1668207905968412e+18,,327.17753041505347,,,,,5.845819045512677e+41,,,6333.795640864803,,,8.355954833642616e+18,,445.8998760026145,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.002242655927525166,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.7106242807286558e-42,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.250763393935468e-19,,4.1451339528734785e-27,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.3525186121313935e+18,4.665787470431282e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,31.18986587020398,,0.0008121166485221576,,,,0.00015788321201084128,,2143260.9314876595,2.412467272153612e+26,,,,3815780002.352983,294292.5033523951,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,3.397979862241236e-06,,156403918077633.94,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,6.393701719822848e-15,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.98718736266089e-34,,9.791884592591072e-21,,,,1.1967513227498734e-19,,,,2.6206961601123615e-10,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.1160006925697525e+59,6.594479767756901e-97,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.2092419054480513e-60,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.5164198469292567e+96,,,,1.674622488539881e-84,1.1620578255398598e-89,,,,,7.38534736957421e-69,,,,,6.988052286017704e-91,,,,2.4617177198413907e+17
"$S_{x,y}$",,,,4.062204175320436e-18,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,5.971495109156867e+83,,,0.00014327901748841174,,,,,0.03208239213475768,,,,,1.3805897462407484e-20,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.1566307730445305e-27,,1.6839328945752792e+25,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,8.60542374072846e+88,,6979.389009844927,,8.645801437288059e+26,4.1784200475673066e+29,,,2136.31728205472,,,,,2450024349967267.5,,,2.0670636424405063e+23,
"$S_{x,y,z}HF_{x}$",,,,,,,2.3932490956293494e-30,5.938478921704415e-26,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,2.435440575481511e-18,
"$S_{x,y,z}HF_{x,z}$",,,,,,,4.8377804121180164e-24,,,,4.106033257667517e+17,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.3540324509578936e+68,,31.16974556634173,0.00046809526300241094,,,,,,,,2.6227362455924656e+27,,1.1643790792205994e+16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,3.812811912293926e-28,233935698.9187412,2498738280.22348,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.00018170400769465173,4.274678916565681e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5503.455937419228,,4.002019770996436e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.4310139064083506e+90,,7.243281378287299e+19,4.081592087088278e-16,,,,,8.588268355606064e-17,,,,,,3.2523475148498184e+36,3088.8044048067495,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.0003237498620643688,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.074702181836729e-37,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.6509147878760784e+30,1.1256057629428366e-57,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.057247820079872e-31,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,8.884105189596338e+56,,,,,,,4.231515894627735e-25,,,,3.395216058213949e-27,,,,,,5.122674998592499e-05,5.8909185068838414e-46,5427.013626967307
"$S_{x,y}$",,,,0.00018426340317829906,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,5.198515185280591e-42,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.363219292806117e+24,,1.9236261977871375e+41,524.0436843544852,32.84927931934995,,,,,98999.76568404268,,,,,,60401307623426.99,0.14752217866049805,
"$S_{x,y,z}HF_{y}$",,,,,,,4451688114211.767,,0.030442068158583545,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,2.246338859201649e-13,0.0019082378623297327,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,8.846450437768169e-13,
"$S_{x,y,z}HF_{x,z}$",,,,1.6975281508841933e+45,,,,,6.77864175461618,1130396882947.1965,,20666407.86522431,30964995.139177788,,,,,,5.505272584080746e+27,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,4.83877027164801e-08,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,2.94532065958138e+26,,,,,1.0101034008418723e-05,,,,,5.376585459246194e+33,7489.125989687767,,,,10.291262314975773,3.2294531147359094e-08,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.859916498268032e-34,,1.03141448577482e-34,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.00013352692976149164,9.695423263798543e+33,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.4261080379630817e-05,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,19521.051018750146,,,,,1.6555932964804628e-14,,,,0.0971698096301371,,,70120.91464180412,,250410008.20000246,,1.816440484512316e-28,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.9934506100143575e-09,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.561332936269677e+20,1.4748868924746012e-105,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.807937415274213e-21,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,6.780180942025837e+104,,,,,,2.650200553443609e-36,,1.1916610588106885e-23,,,,,,,5.672992343272966e-08,5.3600721954587134e+23,,,4.0467444445907274e+95
"$S_{x,y}$",,,,2.47112219141166e-96,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.2413192683651575e-20,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,3.773299340310767e+35,,8.055945198667706e+19,1.1796928958301747,,1.1017274090064096e+63,2.3086607084008395e-15,,,,,,,37142.252311649885,2.7520200608155248e+29,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.103773943995872e-75,9.076655367064416e-64,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.8476782419684565,1.9593344277647906e+74,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,8.391647881806495e+22,,,,433151565477405.7,,,1.3473112067251525e+17,1.1335390794624933e+33,,,,,2.103199038401982e+20,342238506389980.3,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,7.4221901740924e-18,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,8.821927872783923e-34,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.800473427257161e+55,,1738082316902126.2,,7.618838207536205e-17,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.5708248122154823e-56,3.4172617840471557e-41,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.926319559912887e+40,5.753467429450358e-16,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,2.662489945398221e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,17627381.450387463,,,,2.6923515343369313e-05,,4.7546617402402554e-21,,,,1.3125360753964376e+16,,375588272822.72906,,5.98644503613897e+21,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.8656465128347405e-24,,,,3.6336944422696656e-30,,2.9219388856860582e-15,,,,,,,1.6704404600112423e-22,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.6070316607154741e-52,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.222652760648072e+51,,,4.287467601765756e-99,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,8.39303935303335e-40,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.332379140516791e+98,1.1914634948525381e+39,,,1.1610097892139536e-11,,,,1.3302543153021517e+17,2.5688758043998585,,,,,7.58716367577395e-05,,,,
"$S_{x,y,z}$",,,,,,,1.4846331935534743e-62,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.008369349443256588,56793212264574.65,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.985859250470416e-17,,1.7607737969485488e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,86131918032.92519,6.735670496538588e+61,,3.3491196875487416e+16,119.48359986399268,,67006.17243344864,888312037.9839984,,,,,0.009331474666432344,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.659076464406491e-14,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,7.517359564233864e-18,,1.492399824797055e-05,,,,,50.14085654046888,,,,,30.314654902143424,,,21463481177860.164,
"$S_{x,y,z}HF_{x,y,z}$",,,,,0.38927533915312046,,1.125730551022898e-09,,,,0.01994381566244079,,,1060633.8856871047,,,2.087587827890405,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,9.428324075768855e-07,4.942190249022225e+21,,7.108595916482191e+31,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.0233943851065678e-22,7.256934192700613e+20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.3779923772849559e-21,1.4067475655514077e-32,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,2.8855822536925915e-15,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,13180.155888728632,,107.16419813014666,,,,0.032987345665917316,0.47902176216966247,,,,346550509423299.44,,1.376106717349699e+19,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.266878268903021e-20,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.5252395973077468e-40,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.556346961914276e+39,,,4.395185013300984e-132,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.2752170772646373e+131,2.8919300244697476e+62,,,2.8614756160210416e+16,,,,,7.205193189925747e-08,,2.950620139064357e+22,,3.703639017338287e+19,,,,,
"$S_{y,z}$",,,,,3.457898329277023e-63,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,6.31798845293736e-94,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.010007972845666e-44,9.889492085650487e-49,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.9603959916846933e-08,,1.011174276028782e+48,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,3.494700407024704e-17,1.5827822533215929e+93,,51010102.25697494,3.3222503362826594e+43,,,510.23189287076656,,4.055381034775259e+29,,998439839723440.4,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.157380835861524e-26,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,3.934639926385852e-10,,,,,,,,2.4053605851405537e+25,
"$S_{x,y,z}HF_{x,y,z}$",,,,,13878878.381751003,,0.0019598931661711783,,,,2541528624.4974036,,,48415474.89751353,,0.024621016353666605,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,7.745765958335007e-13,7.690045698901274e-52,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,3.3891180594907096e-23,,2.465859536810252e-30,,,,,2.0654553159228786e-08,5.6042776105553455e+29,,1.3003823893307635e+51,9.090043981449523e+17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.7843512928705665e-30,1291027905282.7917,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.0507298473185332e-13,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,2.7000471571840042e-20,,1.0015625981801685e-15,,,,,40.615707557948895,,1.100104688206951e-18,,,4876312700610.308,2.7916236332477773e+45,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.582144770842906e-46,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.337183340830273e-06,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,427865.4492055188,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,1.287574712598847e-29,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,7.7665396051588745e+28,,0.002827021974747225,,,,9.350729454060019e-19,,,,,,,0.4423362171832015,9.466864229942366e+32,,,
"$S_{x,y,z}$",,,,,353.7291216455485,,,,5.603050686727595e+34,7.877359435951494e-08,,,,,,,1386841205.4407668,2.6982138883858287e+50,,,
"$S_{x,y,z}HF_{x}$",,,,,,1.7847420198585422e-35,223549.07922646188,712331936812139.6,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,2847867.791651378,4.47329062351883e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.511398959360172e-07,,1.403839907101801e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.4580075317800555e-44,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1.0694352830043727e+18,12694609.254924921,,,,,,1.2579635020209485e+57,,,,,302.5203287503836,2.7788918719339325e+57,,6.858675131664908e+43,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,7.949356228487362e-58,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,759981687.2378002,,616355813119671.0,,1.871047315609528e-27,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.3158211793688885e-09,102085815781263.78,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,9.795680157394932e-15,1.6224394719967394e-15,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,2.9112213273350345e-50,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,2.260723768829067,7.210630864419545e-10,,,,0.0033055629819347537,,,,5.344600276312263e+26,,3.4349844534678905e+49,,3.281046028606631e+43,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.0563159835303648e-33,3.7061554100821745e-51,,,,3.5985567128384286e-58,,,,,,,3.047808507656542e-44,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.443664041076119e-18,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.343424413678175e+17,,,2.016761945188599e-124,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,2.251621620262293e-51,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,4.9584434215734084e+123,4.441243550874722e+50,,,,2.9330673846293544e-18,,,5.265909053647324e-16,,,,4260.3837473015665,,,,1.9085877308033097e-18,,
"$S_{x,y,z}$",,,,,,,,2.105173126139703e-65,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,3.409400020062505e+17,4.750203142834715e+64,5370461.560936963,,8.973726382692314e+31,,99392426624.3947,,,,2.1836218806446573e+27,,,,3.077057481796349e+27,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.8620373475413795e-07,8.020457159287112e+19,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.246811721750888e-20,1.1143642644695593e-32,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1899007350511248.5,,,1.0061128739506615e-11,,9.664973884302613e+16,,1.3476512969525836e+20,,,2.9058787416275956e+31,,,,560691.7131671911,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.0346639442287083e-17,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.420317126999244e-21,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,30157585681892.37,,4.908263488236772e-12,,,,,,
