ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7.008030484484509e-11,4.299243109849384e-40,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,,,0.9557710500514585
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,1109194.7065928476,,,1.046275674437053,4.355926041496956e-12,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,589950.3250432495,0.09914463502514317,229572309188.32135
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.637790272405714e+53,1.5779261636391156e-57,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.5065254534436699e-54,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,6.780022556579012e-16,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.337432150144055e+56,,,1474921346728629.2,7124450704.412117,,3.5612724711284997e-104,,,,5.8687293935166745e-68,,,5.618518779192414e-88,,,5.652815445754221e-77,,,
"$\hat{S}_{x,y,z}$",,,,1.4036169825425387e-10,,,,4.007812178543045e-59,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,2.8079850898999562e+103,,2.4951269057811209e+58,65006399.424430385,,1.0836742557323592e+35,8.91511965074035e+22,,1.0263179299288416e+16,,,0.2053507069410641,,,4.5298654019686575e+33,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.1428936148658707e-16,9.227865243732202e-36,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.5383100877052806e-08,3181781258105604.0,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,5.287736127233773e-27,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,1.1216899370688264e-23,,,,5.638485027271233e-07,,,,,,,,1.891168499974185e+26,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.703946345020992e+67,,,,9.743569422677179e-17,,1773526.0360954686,,,,,3.1819677399926748e-12,,,4.5048871173189037e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0162001116421177e-15,7.459953485760998e-45,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,1.7798285265208929e+87,,,,4.869717834898913,,,,314270942295.06616,1.3404909318921697e+44,7.644453072557773e+17,,,1.9050610993400922e+36,1.3877844314479168e+22,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,984058148137831.5,,1.3081380584175763e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,5.249175474457996e-37,2.630324643462062,,1.0573232644908239e-13,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.3801812078541716,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.769029980894018e+76,,,,2.207571111418465e-34,,,,2.219811449116072e-18,,,7.205730063974491e-23,,9457845425179.129,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.4315115200661578e-16,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6985623140174133.0,,,,,,,,,,,,,,,,,1e-160,,
"$\hat{S}_{x,z}$",,,1e+160,2.6747338063911405e+46,,3.9229511542032394e+58,,,,,1.3510103918243443e-06,,12742916025206.623,,,,,3.118980294697235e+19,,,2367015290756.7104
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,3.738689800123477e-47,,
"$\hat{S}_{x,y,z}$",,,,,,,4.4216014966756784e-27,,,,,,,,,,,,2.549101328800772e-59,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.2513302465446687e-31,1.7504329075092167e-34,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.261623985679932e+26,,9080855329.427547,3.075664187182289e+30,,1.1177973253288758e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.101217851978531e-10,,5.712872488343199e+33,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,894616561.8224057,,,307.3306374125109,,4.281921314130529e+35,2209492132645784.0,,,,,4.757976114984124e+38,740186.7565575454,,2.3889908036730307e+23
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.0032538246379184184,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.3354002248942687e-36,,2.8738532626924335e-05,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.35492676102841e-10,80643677892499.78,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.43050682562925463,,1.2400228091444778e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,4.5259269549991e-16,34796.48780199472,,2.322843542697238,2980690999.3273973,,,60822249280556.984,7.847497370475572e-14,,2198.237840455451
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,4.18586793411895e-24,,0.00045490982895318136,,,1.6552941152397494e+28,,0.00032728379079543325,4.224729784826655e-13,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,6.041222467918713e-29
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,2.1017339638396582e-39,,1.6441351837997044e-14,,,,,,3.2061760752389485e-20,,3055.4522653553713
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.830979712953175e+155,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.461556962786369e-156,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.3700026213702204e-51,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,4.219404615771473e+50,0.028912762059773358,2.810765218560546e-48,,,,8.501393037717532e-46,,,,1.661973886104455e-41,,,1.6339519331386604e-05,,,
"$\hat{S}_{x,y,z}$",,,,34.586802808138174,,,1.3479108508634058e-67,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.291019183049538e-30,,871962344914.0334,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.221492026691188e-26,1.1468385141087598e-12,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,3.557750015535349e+47,,7.418888269646682e+66,,1.2061243351654963e+29,4.501479131975345e+25,,69.15152744641084,,,,7083.555978115684,,,4.71649612589283e+53,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,3.009801534341631e-47,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,1.176277811840213e+45,,,0.014460996552461587,,,3.3224782052572833e+46,,7.279934734465398e+35,,,15.377360031817256,,,2.2224655413608103e+53,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.3736386883603496e-36,,,,2.2650485340983805e-41,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.0993515038864192e-13,,7.921504564426712e-39,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,6.016941712266771e+40,,,0.00014117203324000733,,,,0.06503066832869248,4.414916435325115e+40,2.06360477266793e+19,1.2623864467499314e+38,,,1969505732791705.2,1.6603304773317446e+30,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,9096271724419.42,4.845889160777385e-20,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,2.921572842094206e-10,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,5.077416040736957e-16,3422813854.2087226,,64389.71796284578,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,61201.31074352344,,,2.120218003594142e-54,,,,4.4995073326882825e-54,,,,6.022897330699265e-31,,1.553042988287386e-05,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.0986265082841728e-70,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.765021293939508e+69,,2.1666814454260263e-70,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,0.0018021033104185583,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,4.615353134218463e+69,,,4.396678409908997e-18,,,,,,,,,,,,,554.9071433467036,,
"$\hat{S}_{x,y,z}$",,,,2.2744442662584867e+17,,,,3.309555549995277e-39,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,3.082190182860501e-29,1.173651712713746e-15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,3.021553755160348e+38,3.244446126526579e+28,,2.05993027756987,,,,,,,,,,,2.509307391545408e-18,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,852041529158404.0,0.485453323779344,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,8.485815393907776e-60,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,3.985163409510103e+17,,1.1784371372466226e+59,,3196052.154934936,,,2.546295502022812e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,3.524358186968339e-26,,,,,3.128860079632704e-07,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.0621336265541098e+16,,3.5025634288156722e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.8373960504286946e+25,1.8544182320254507e+20,285505179370.3367,,2.306209219255716e+16,,,,3927273952318.5205,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,9.415011209505809e-17,5.39252679212375e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,3.0750057814014643e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,4.336120034776075e-17,,325202.64060909837,13502543396.374035,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.4060121167138e-11,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.1879008616526793e-28,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.5705910058677336e+27,,,,,,,,,,,,,,,,,6.435518235649604e-121,,
"$\hat{S}_{x,z}$",,,1.553876414273045e+120,1.0221347488344331e+35,,616.5368120197643,,5.467343069458319e-34,,,,,1.0369708337570514e-16,,,,,1.29840274342262e-37,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,9.783445882652224e-36,,
"$\hat{S}_{x,y,z}$",,,,,,,,3.1003400580496922e-18,,,,,,,,,,,0.001621963166682646,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,5.320324189103783e-27,4.5043848465359966e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,3.2254526318931046e+17,1.879584710360388e+26,,6739543908541665.0,,,,10780.025497879555,,,,,1.0122504198490808e+23,1.8290419812617973e+33,443869062.91759026,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,22200589737.997837,1.4837799316547295e-16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.4344246208915646e-11,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,2.252916644892781e-09,,29116958745.200336,,26463179677614.668,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,2.7623768493578443e-27,,,,,,,3.7788353938657825e-14,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,9.276415906406728e-05,,,,3.620070882915432e+26,,1.8474533739096682e+19,6.183856132237344e+25,,,6.3997349962383745e+19,9643472771330488.0,,1.0269964048402194e+17
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.4128564981521165e-20,,1626.028175523691,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.6171139473747685e-26,0.0006149954933455764,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,9.737132430912264e-18,,,1.2799022015095454e+20,,7.5144173253907575e-31,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,7.81309696022538e-21
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,9.87897836732034e-24,,,,,1.5625647008630487e-20,,,,,,7.701770541272707e+36,,1.330775170845331e+30
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.046057860942731e-05,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,12428.446542178273,,,,,,,,,,,,,,,,,3.188150524447405e-102,,
"$\hat{S}_{x,z}$",,,3.13661476248311e+101,8.116528334118768e+66,,3.1470309576172893e+44,,1.0475613645271505e-31,,,,,,,,,,,,5.274432892546951e-11,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.2320538521332873e-67,,
"$\hat{S}_{x,y,z}$",,,,,,,,1.3190289364396772e-64,,,,,,,,,,,3.177598229783954e-45,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.00017404253746797354,14018291976114.182,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,7.133536679817367e-14,1.718498545947697e-16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,7.581334816650801e+63,5745.721790479038,,5819033145870554.0,,,,,,,,,,9.545980157939303e+30,5.679882058467187,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.616187539298262e-12,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,0.1760599938002704,,382235594726.6033,,756665.7433165456,,,,,,,18959384266.94275,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,3.079038532307773e+24,,,,,1.3215875157991092e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.2477670854300385e-25,4.314488058740711e+18,6.264591139030276e+18,,,3728114964663.0195,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0491598081619417e-10,2.3177720887976556e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9531436414.362207,,1.5962733685358984e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,2.682320715639167e-13,8.625850527102752e+35,,8.044209475558402e+33,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.159305968562708e-36,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.2431302330432952e-34,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.092405116733391e+27,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,9.15411310952379e-28,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,2.618780487243169e+25,2038409650.7361295,5.893468093610232e-55,,,,,,,,,,9.785104276872578e-60,,,3.1718599599017936e-46,
"$\hat{S}_{x,y}$",,,,3.818571296339219e-26,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,4.905785250962046e-10,,,2.1935242657062162e-37,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.39817245675704e-14,25.51344386752594,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.696793779343969e+54,,4.558873661140215e+36,,1899598.683879958,41698419026639.27,,,,,,,,2.0683408302236013e-06,,,0.09663167524353922,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.264269808597074e-07,,0.039195022247577545,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,3.152724308897174e+45,,,10.34857356534197,,,,2.1994851239657378e+32,8.945937508784771e+30,,,,,0.1569235452736133,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,4.54651858793648e-33,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,655694.5161184659,,,,,1.1178258276653683e-31,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.133451912220378e-27,,9.573667111877885e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.4018458557026106e+26,4.814177960108122e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.5251004475677628e-06,2.0771978275135076e+30,1.0445318270564443e+26,,,1.9346706730272597e-28,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,1.0219615158967018e+59,,,483479.31123706215,,,,,,,,5.168838365835455e+27,4.353957174167542e+36,,5.1544314003407195e+44,,6.372530000239231,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,2.2967612220283167e-37,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.9400782013199316e-45,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.625811477199668e+20,4.5515738783208174e-97,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.808346519478479e-21,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.197042224807133e+96,,,1263286502967058.8,2.4965241594290757e+37,,,,,3.2719196989565538e-46,,,1.8680358030022678e-28,,,,,,,
"$\hat{S}_{x,y}$",,,,7.915860714503936e-16,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,4.005569087818031e-38,,,1.538694584499758e-60,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.4990155296160225e+59,,1556940028495522.5,7945676417004.291,,4.6685024838995206e-14,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.2585460916328427e-13,4.351366345964501e+19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.422854969990746e-16,,2.2981287266869855e-20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,3.056309726424244e+45,,,21420144970442.793,,,5.815477005022996e+19,,2.4622124891806436e+26,,1.2575250057694374e+34,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.7195494009111738e-20,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.061387895618921e-27,,,19638.41564723572,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.1475179279376702e-27,0.0003094695159113227,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,5.3532164554492e+27,,,,,,,7.952128151822584e-35,5.0920604694542086e-05,4.656538541498146e+26,,18363.99191318771,,1781577355.8072238,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3231.336039852617,5.4454391219910706e-05,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.7746482751701582e-33,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,5.613003537232909e-10,,,,158689657977089.38,,,5.634919403418783e+32
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,6.301607885148847e-15,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.031668250966011e+22,5.483570729073063e-122,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.2450713460179643e-23,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,8.336399684049355e-81,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.8236292543800906e+121,,,1.199558607912446e+80,9.080391279267735e+78,,,,,,,,6.166739328973688e-34,,,,3.073023496933243e-15,,2.738260505212063e-56,
"$\hat{S}_{x,y,z}$",,,,1.1012741293243504e-79,,,,2.998140592219077e-111,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,6.18068796695568e-16,3.938570698722741e+19,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.538992128094324e-20,1.1111602992701698e-30,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,3.3354006232904804e+110,1617942865497145.5,,8.999601593548816e+29,,,,,,,,,,,2.1348810797598738e-17,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,5.280418057833573e-24,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,3.6519534868818316e+55,,,,4.684101655500538e+16,,1.893789448198114e+23,,7.979707394140187e+36,,4.77629908969257e+37,,,,2.854491373057765e+27,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,0.10446404166830535,,,,,,1.2531787828891312e-37,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,1.621602514154635e+33,,,,,,,,9.572671936006497,1.0176263544519026e+30,,1.524812316503147e+17,,,310962.93226084096,,2.0936712321010987e-38,0.00042721111837170793
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,9.826789524713163e-31,6.770450995716587e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,14770064.810049772,6.55818417241868e-18,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,,,0.12119127527375606
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,2340.763048984881,,,8.251419070730332,8.16226144582e-11,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,325412415817178.4,,,,,,,,,,3.2158173732462206e-06,,,,,,3.5032510850743546e-28,12251506603.137701
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.445964221110839e-79,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.2492308760643753e+78,,,,,,,,,,,,,,,,,1.4560981639230822e-65,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.4599941940947262e-44,,
"$\hat{S}_{x,z}$",,,6.867668847996875e+64,6.84934230591275e+43,,5.165284411160654e+73,,3.33475620977645e-20,,,,,,,107774231340.2127,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,4.485629794608916e-78,,,,,,,,,,,1.936001815968343e-74,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.3563089637228087e-48,2.674536492377e-37,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.6714566897167844e-06,4.243925628581694e+47,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,2.2293413540320615e+77,598280.5334725379,,3.738965622081484e+36,,,,,,2.4713496655904454e+31,,,,2.9987199576038466e+19,5.225097103676701e+25,
