ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,7.482432557108703e-23,2047976.6972132097,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.882868058805322e-07,5.738873009964933e-26,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,5.97498351865968e-29,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,7.057379237981958e+17,,,,,,,,,,0.0036587455621169204,,,,0.11527114226831,,7.191313373278265e-48,1.6736447839178675e+28
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,753.8905070796901,,,,,,,,,,8.000739082913603e-07,,,8.675198148660291,,,2.6116506103976105e-46,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.4750043281787176e-23,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.7796411230519174e+22,,2.191709245642184e-84,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,4.5626490009490013e+83,,,3.8662007654272666e-14,,,,,,,,,,,,,1075.1234108376705,,
"$\hat{S}_{x,z}$",,,,0.0009301257789753281,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,25865185505685.625,,,1.0900265164789068e-09,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.133386760177358e-05,,4.302821619579562e+44,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,917408874.81369,,16304.205801805383,5.4617925999703775e+44,6.003209341952037e-25,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.8309007193085722e-45,2.3240563714042886e-45,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.2644500970740566e-57,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,1.665775659382277e+24,,,,7.90857624444021e+56,891158709.7021859,,,,8.532185670431759e+22,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.1221345750345496e-09,,,,,5.2494147432195464e+16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0860429855740385e-07,3.7941008867005694e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9207738.674095301,,9.926889371792515e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.9049742664963917e-17,2635670.557694688,100736.4908126732,,1.175415763111241e-22,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,1.1720326287149309e-23,,,,,8.507627950752268e+21,,4.195567220528346e+22,360387.1590514747,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,2.3834679494756622e-23,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.774793648674836e-06,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.4000726865559995e+36,8.733702726282372e-61,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.2726897286388114e-37,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,5.315297510478573e-68,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.1449897384195313e+60,,,1.8813622342467206e+67,4.491151447336597e+19,1.057561045283582e-87,,,,,2.194336732097157e-83,6.433775668792125e-74,,,,,1.085693207072387e-56,,,
"$\hat{S}_{x,y,z}$",,,,2.226600487037758e-20,,,8.367167681102376e-60,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,9.45571893423753e+86,,1.1951475554368833e+59,,1.1075160803907842e+16,4.5615478007380507e+110,9.515851595508978e+45,,1.1055343607781215e+22,4.859549202341021e+42,,,,,5.992389485489091e+25,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.192238344708789e-111,5.928618748643414e-108,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.029214272420791e-17,,1.686733524952705e+107,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,1.0508780953161897e-46,,,,17.81046889881296,8.434394249376788e-25,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.05614675310803571,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,4.557185710710346e+82,,,9.045399541414144e-23,,,1.1856215994099272e+24,,,1552.151477377007,,,,,8292254254598305.0,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,6.077772203370157e-19,,6.051053201505137e-28,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.974262336540023e-32,1.6526048717457324e+27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,1.5542972765597526e+73,,,2.057804043877699e-43,,,,,0.0006442670155427793,,1.64533971747986e+18,1.6738468176794983e+31,,,0.01528764860587887,,,21297764720.87591
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,1.5833906795283972e-33
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,4.695328421108002e-11,,,6.315560732603552e+32,,1.89734326661281e-06,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,9.210705137379813e+55,,,1.668783383359103e-26,,,,,1.2059446916325195e-16,65.41228319543201,,,,,,,,527052.757187806
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.1345614402716745e+43,1.289829394366346e-85,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.684803075392976e-44,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.2452346045735795e-45,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,7.752963332730292e+84,,,8.030615245730679e+44,3.255305138690063e-07,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3071908.6457203845,,,2.593947324279813e-20,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.855128400796039e+19,,1.8287296395909306e+66,542529.2843008356,2.1552337323099726e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.468276875655007e-67,,4.656667773420107e-46,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.8432184749044705e-06,2.147458329984203e+45,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,4639867.987441915,,,,3270472.9930776968,566662782136.3533,11501490.89024556,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,3.0576616963864436e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.7647179795890934e-12,,,1.240374185239121e-18,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,8.69452499282595e-08,,8.062083296317705e+17,,18.975754375623122,1.0067877708863441e+47,3731811502.809169,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,9.932579923171212e-48,2.7150156111285722e-27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.05269882715622799,,3.683220073951332e+26,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,2.679663748416117e-10,,,,,202307837606.24368,,,367548148467763.4
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,2.72073197530393e-15,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.9429622294037e-12,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.216021265931622e-66,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.9171700976978133e+65,,,,,,,,,,,,,,,,,1.4325776836929303e-152,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,3.69039871121057e-63,,
"$\hat{S}_{x,z}$",,,6.980424247725107e+151,2.709734308551088e+62,,5.600104056064532e+88,,5.557566735133621e+19,,,,,,14667.415163907457,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,1.394479045167235e-60,,,,,,,,,,,1.7856811051878008e-89,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.3516507864209308e-05,7602968.411126557,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,7.171136801701265e+59,73983.60656807847,,1.2867317291733026e+22,900652305363164.6,,,,1221450.13784524,,,,,1.7993486136266017e-20,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.3152757527396154e-07,7.771627739703586e-23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,4.597166156021237e-30,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,1.1103063791046158e-15,,,,9.855332744388147e+37,,,,,,,,2.175253114769908e+29,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.0146790838385676e-38,,,,8.543759758606675e-47,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,8.186989947572479e-07,,,,1.1704448957528753e+46,8.114810025176278e+17,,2.0624032023415123e+30,,8373271089386343.0,,6.817833877510535e-05,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.2323147392206228e-18,1.3494561743919229e+17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7.41039256388307e-18,4.848712409215948e-31,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.194276393687485e-16,,,,121172971.25593095,,,252089923034.65372
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,3.966838451779504e-12,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,8.252665504816974e-09,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.6493265508457069e+19,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.06308071307796e-20,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.5048311982798545e-45,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,2.2198390039161613e+44,5.873276014010554e+36,,4.752191884582064e-53,,,,,1.18256673077346e-40,,,,,1.3948484509279316e-15,,9.211569598536461e-46,
"$\hat{S}_{x,y,z}$",,,,1.7026272860572615e-37,,,,3.958368725441655e-75,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,2.1042921335823668e+52,,2.5262932014713335e+74,7317279898.42051,,6.543421734842982e+46,,,,9.664826968325254,,,,,1.0833028338289682e+19,,0.0004484951851565349,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1401681272887826e-62,1.5282524045104916e-47,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.3666280556192166e-10,8.77063633043234e+61,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,1.0855913200274583e+45,,,,2229.678340138652,,3.5966690658075754e+19,,355026674383617.3,543203.3714530173,,,,,3.214055950442916e+21,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.780350323321909e-20,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,0.010554898263229482,,,,,,,2.816689764892057e-15,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.692117083999513e-30,,5.885427186410477e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,8.456182420639789e+39,,,,0.10346796722562354,,,,94.74274171677615,,5.909756537865483e+29,8.559273685575379e+19,1.4141117783639094e+29,,5.32887871327209e+16,,1.8409311365743094e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.1683234310935311e-20,1.6991120072116636e+26,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,2.4671829188296334e-20,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,7.071576768542117e-30,,,,,4.673417002117929e-12,,,4.053205752876944e+19
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,716923762817920.2,,,,9.23102911551951e-20,,,,,1.8765673865111678e-17,,,213976197618.7474,,,,3.1113335157161596e-22,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.0437348955103312e-46,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.285437248411655e+45,,,,,,,,,,,,,,,,,1e-160,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.739222707003382e-31,,
"$\hat{S}_{x,z}$",,,1e+160,3.650670671805165e+30,,6.205967870887416e-06,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,4.640846462966572e-10,,,,,,,,,,,,161135.22029191654,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.0368684481398897e-13,6.474496223292628e+17,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2154779323.0823007,,6081297601693.735,4909497228027.763,,,,,,,,,,,1.2813361579765487e-28,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.6443858950785184e-13,,1.5445217133688378e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,7.804353243095652e+27,,,,6.999959047263174e+19,2.4886962404301024e+16,,166600073438659.34,,,,2.861787845384941e+25,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,1.428579786321718e-20,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,1.5840934606861392e-16,,,,,,4.018168162729163e-17,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.432160913684996e+24,5.181957808885026e-75,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,6312758841683854.0,2.69196399629587e+79,,1.9297725625735353e+74,,,3.3896517880579317e+44,,6.0023983144772804e-15,2.8504358580354e+58
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.714759935036261e-80,2.9136163051467585e-25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,,,0.8202343992491747
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,3.5082354061081307e-59,,,1.2191636938360289,0.00022008003566629093,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,2.950155539643027e-45,,,,,,3.4943191250624984e-26,4543.80151735484
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e+160,6.210668643119271e-97,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,6.889597063477092e-43,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.610132591935795e+96,,,1.4514636934301536e+42,75408266851.49232,,,,,,,,,,,2.4218066059289332e-89,,,3.87453405908608e-86,
"$\hat{S}_{x,y,z}$",,,,1.3261145518294193e-11,,,,5.985248175317672e-46,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.6707744954066574e+45,58.560737175483474,,428001810006772.94,,,,,,,,,,,4.770967784159358e-19,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.01707628776945539,5.964392029055737e-16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1676616820504866.5,2.33643871736004e-15,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,4.9001453680620466e-36,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,2.5809555026492106e+85,,,,2.0960107995703004e+18,,2.0407557835278854e+35,,5.235473805224818e+30,,,,,3.366515251385056e+21,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,6.9727261632368e-11,,,,,,1.9100468022627396e-31,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.5696926315897244e-21,7.750295676870641e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1290273354324.1707,0.008610846706783528,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,14341592894.790972,6.370673977027199e+20,,116.13259811165972,,6.902095196390538e-16,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,4.129148865775885e+88,,,,,,,,,,1448835421051497.0,,,,10687547102.884628,,2.9704306243335116e-22,1.9615287092495183e+39
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,5.098064562015004e-40,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,9.356683908603261e-11,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,3.8448138932701555e-96,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,0.010622237186289725,,
"$\hat{S}_{x,z}$",,,2.6009061238318175e+95,94.14212679139894,,1.8647616546042255e+24,,,,,3.414860934980957e-67,,2.1686011805230142e-36,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,2.459208876409324e-77,,,,,,,,,,5.362615632571223e-25,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.927116542035513e+24,,7.133945133761444e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.0073418557801622e-25,1.151450785772906e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,4.066348367529049e+76,8.684695970994145e+23,1401748935.8973246,,,5.696584790376722e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,5.726341392959178e-26,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,175543775.22639644,,,1.5212309123743404e+42,286571647517.6691,,,,,,2.928376935518097e+66,1.7463157212902985e+25,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,6.5736239769095794e-43,,1.3605573680843635e-30,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,6.808211247954239e-31,,1.0220749423070514e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,3.489528739713663e-12,7.349928958952898e+29,,1.4688145881203148e+30,7.709983638397005e+26,,,,4.611267433502107e+35,,3.97430945704267e+25
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.2970196136601811e-27,97840183591.89754,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,3.210888850454349e-14
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,2.5161603815927097e-26,,,31144024180671.887,,2008845.853088292,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,,4.977982747967713e-07
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.875112165413162e-85,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.7020951631987707e+84,,,,,,,,,,,,,,,,,2.349687262760044e-112,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,3.162745578944887e-23,,
"$\hat{S}_{x,z}$",,,4.255885520804828e+111,3.161809810619059e+22,,1.7645000584436617e+21,,,,,,,,,5.11333591778006e-41,,,2.3317056189211075e+18,,4.640949426076915e-26,
"$\hat{S}_{x,y,z}$",,,,,,,,5.691780558708548e-48,,,,,,,,,,,5.667327667203525e-22,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,9.238225364087031e-08,1.0393808732873734e-17,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.7569194554944292e+47,37691875430577.21,,9.621112199584558e+16,,,,,,,,,,,5.293153471406551e-25,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,2.6530916505915186e-14,10824589.794999283,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.1246597256483034e-80,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,1.8892329599018215e+24,,8.891578289811667e+79,,2.0761866678841538e+68,,,1.5331923439775996e-09,,,2102729154623789.5,2.1547315176095756e+25,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,4.8614340454091614e-82,,,,,4.8165225962996e-69,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1033110314335.4608,7.75954509498228e-25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.679508433165158e-13,,3.117804114925071e-59,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.0570062056983746e+81,1.2887353417749338e+24,3.2073855929978225e+58,,8.988153141512116e+28,,5.254232127092034e+31,1.9556704587367438e+40,652233885.6752146,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.1125756139839932e-29,,541065695.9522024,5.20234677602598e-07,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.8482044000962493e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,1.9032276759219852e-32,1922209.4240397597,,,4.2887060522790407e-19,4.755724234864263e-16,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.866741511159817e+108,1.0975823404827946e-69,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.4562948064592234e-109,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,9.110933759740787e+68,,,9.041597357672154e+35,66189.28500651957,,1.2261206782202804e-55,,,,4.6053577923240367e-54,,,,,,,,,1.9178511007504563e-38
"$\hat{S}_{x,y}$",,,,1.1059992614595478e-36,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.5108185560570736e-05,,,,3.1899785628689506e-32,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.7406496082678738e-38,9.84518670012311e-54,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.4345386154327954e-33,5.744981616346688e+37,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,8.155804055531503e+54,,3.134817304542123e+31,6.97088240945193e+32,,1.0157247703464023e+53,6.32587541585475e+19,,211116645777.91846,,,,,,,,,1.5551787160672277
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,1.1461310830030271e-07,,,,,,,,,,,
