ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.5349529773429671e-10,,1.297748917965975,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,4.744479715070047e-08,,,,,23174.46522214004,,,6.530000321549232e-36,,6514857554.3403225,34844.747128972376,,,,,3.0378326072335304,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.869873029351186e-05,0.7705650809305614,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,3.39155715500359e+19,,,,,22353.59574883832,,,3.275399886340839e-39,0.32918206145356776,,,,164.5175690395399,1300852565137.5884,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,0.00607837816859342,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,7.687266234465488e-13,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.494514762425557e+90,,6.424898345943167e-152,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0532397126364894e-91,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.5564448589780783e+151,,,,,,2.941908455790885e-110,,,,4.970081560858876e-135,1e-160,,,1.5478835548346158e-134,,,,,1.3272451537744004e+55
"$S_{x,y}$",,,,,7.534403099202996e-56,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.2024672343282237e-31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,17903313737.886566,5.69260707683657e-16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,7.112935827330848e-16,5.585558152197399e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,3.3991540356450896e+109,8.316234916443814e+30,1405889247809020.5,,1756664365733298.8,,,4.800424692432364e-23,3.3098699899462994e-29,,,1.1401144655980697e-17,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,1.587011844534087e-29,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,6.301150198999168e+28,,3.4370195164555626e-19,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.0120394157620036e+134,,,2.0831490213281574e+22,,,,,2.2145790457065194e-07,,,8.162637721356784e-11,,,2.909497590026062e+18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1e+160,,,3.021266705452151e+28,,,,4515530.849705881,,13396924750017.842,2.8302469991429685e+20,0.0023391906142742527,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,7.464399619014567e-14,,109150999997.31943,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.533260525681368e-21,9.161620141130713e-12,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.0009084542900733185,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,6.460434293501138e+133,,,8.771049137381395e+16,,,,12250941841.796957,427.49829530683877,,,,1100.7708488220064,66593560734939.43,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.5016466892050917e-14,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,8.273230626991319e-69,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,1.2087176643396252e+68,,,,1.1321864465578813e+17,0.8667336635919836,,,2.2217431813702306e-61,,,,,3.260805025602805e-10,,,
"$S_{x,y,z}$",,,,,,,,,8.996487390848962e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.740610504091765e+27,6.169136971284967e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,8.832467506038782e-18,,111154493587.92844,1620972276.437737,1.7756022609663786e+29,,6.764000708527853e-24,,,2.4635696924490056e-44,,,,,8.252712542119051e-05,,,
"$S_{x,y,z}HF_{y}$",,,,,,,5.7451106818512e-28,,5.631891904979587e-30,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.9279445621201044e-14,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,1.1537569636510066,,,,,1.4784149841073043e+23,,25458607782902.387,551024671864092.94,7.167188835947757e-23,,,,,14166.250799142314,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.8148007721996235e-15,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.4651984117229862e-05,,5667867.39233169,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,4.500970266884147e+60,,,,,4.0591504395636227e+43,1.3952471783419454e+22,,,,68250.14223323239,6648365.65640916,8.717020269277964e+18,,2.1973797038044444e+24,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.5041290622094162e-07,1.7643320331610872e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,9.064492489519427e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,1.1471809966123098e-19,,,,110320572.40449178,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3066727363.789977,,,,,12117.228061638383,7.059030749762982e-05,,,4.550874836372817e-25,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.1574521011286726e-149,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.635097110507572e+148,,7.721652174004493e-119,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.2950596290345389e+118,,1.7807833243052943e+37,,4.214601341887696e-71,,,,,2.2948023207025613e-84,7.625618507680424e-91,,,,3.0453781391617477e-66,,,,
"$S_{y,z}$",,,,5.615506313156388e-38,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.2836962105215435e-78,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.372703653038998e+70,,7.790005079112272e+77,,1.386791902937199e+21,711002236188360.4,,,8.680067133359238e-34,3.6885406642699436e-29,,,,9.961074412711293e-20,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.4064653373819736e-15,6746148929.8881645,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,7.210887213013135e-22,,1.482327191991858e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,16862.97997238639,8.973749539732515e-56,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,5.930149959482419e-05,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.35767382217849e+83,,,1.1520648223523521e+33,,,,,,1.58622436205193e+17,,,,5242902710.191605,,1.1143613888178648e+55,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.662621467965869e-53,3.3401212252664224e-16,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.7170053183210895e-18,,2993903312357280.5,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.311369037138185e+90,,,2.711099296496235e+28,,,,,6.304278410567382e-18,,2.6903378240300275e+17,3.755697203042376e+52,,0.29715312355305984,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.0006118147136427124,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,3.2836644722065744e+65,,,1.0039077699529114e+19,,,,,1.907340370928711e-10,3.365268343953448,,,1634.4817764287702,,210022944.7899656,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.7613845287240144e-09,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.172430528356367e-157,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0902235747749979e+156,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,1.7501226246240403e+58,,1.850133468395896e-19,,,,,7.734929465574163e-60,2.7907937689610092e-74,,,,,2.6403477008070925e-11,,,
"$S_{y,z}$",,,,5.713885335405107e-59,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,5.916397873902316e-43,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,5.40501546013878e+18,,1.6902176312568103e+42,,107292.87016140974,390034.843222991,,,1.3140458439580124e-57,1.8536810978269595e-43,,,,,765517488014560.9,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.5638735035481928e-06,6.1143907199688126e-15,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,9.320283803533407e-06,,163548593113967.8,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,9.357789338153382e+45,3.8678654576086046e-43,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,1.0686284589917204e-46,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.2928366114399598e+59,,,7.6100845689517125e+56,,,,,,2.667452787219394e-11,,,,,4.645274834835745e+31,2.5854053378016737e+42,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.100994950081092e-17,,9.82946715242766e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,3.583209949520176e+73,,,5.394671182504282e+42,,,,,37488948437.67488,,3.2247714559285228e+16,261770391347995.38,,4.9130160046498324e+19,7.315963412513221e+30,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.820141746553025e-15,101734914.466144,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,4.486400949372443e-11,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,2.0354096120459788e-20,,,22289581588.553288,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,37873799715.63303,,,1.3063058854391305e-15,,,,,2.152725157402575e-32,1.3668739762826047e-31,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.797419011869223e-131,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.6333675501028393e+130,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,3.440680841158049e+99,162244347633.1746,,,,,,4.66349446134787e-38,,,1.6542940407638557e-50,,,148.04467842964587,,,
"$S_{y,z}$",,,,2.9064015122757635e-100,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,6.16354291898627e-12,,,,,28221753052.644394,,,1.505683280879913e-34,,,2.829216536973973e-31,,,0.03673952373529425,,,
"$S_{x,y,z}HF_{x}$",,,,,,3.543365991951728e-11,1687.9667822886777,1727731737434.392,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,151244738.50114787,,5.787935582435717e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,6.6118002511036806e-09,0.0005924287198614902,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.6305588550146326e-19,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.754396884707629e+18,7.731025689054827e-09,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.144314758574784e+37,,6.641502982058786e+33,,,,129348942.84671006,,,,,4.0854328439918035,,,1.6940177596150258e+37,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,8678666800.27452,1.7866678335201663e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,6.044874583107722e+49,,3.534547415976734e+30,,,,,,0.24477210571962746,5.597011270023029e+17,2878484337.2624826,,,,7.547627972492662e+21,,1.3828259359434756e+36,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.152250712019925e-10,,3.474050516985016e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,0.004492969246909183,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,7.2315681533534385e-37,222.56996321261784,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.006754717633941988,,27.218643529647565,,,,,,5.903125833977415e-38,,,1.3249195689619322e-22,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,1.2880860767424207e-83,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,7.763456325286952e+82,2.2243547273602884e+16,,,,,9.836853365373967e-58,,,7.128091692270424e-126,,,,,,2.0216680660682507e-77,,2.380364004248697e-95,
"$S_{x,z}$",,,,,4.495685817103153e-17,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.450115118698609e-83,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,1.0165852461723496e+57,2.8984540097815696e+82,302890143700.603,7.631238499484703,,,,2.427000312266793e-61,,,,,,5.285749154770154e-05,,2.6500593004187457e-31,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.00024268460844787586,3.3015270413964584e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,4120.574462450021,,0.13104032852171044,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,6.535658253567736e+23,8.714233343648075e-40,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.5300677624233368e-24,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.4029000231357605e+125,,,,4.1203126136642744e+60,1.1475478800770395e+39,,,,,,,,3.7973086751789884e+54,,2.7170793943649e+40,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,173049898.90077117,,2.5259603032814715e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1380346647487.425,3958890.40180442,,,,,,1.4397267352804468e-16,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,5.77868005905864e-09,7.244557023558171e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,2.085936904278772e-06,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,4.201038153051828e+94,,,,3.77350046409145e+30,,,3.6804224494652413e-41,,,6945762522116451.0,479400.88597538735,,0.434771213621008,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,4.9464104260438986e+76,,,,18918.794114502092,,,2.6334440666793156e-55,,,,,,,,2.3000602815247664,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,5.90756640663101e-119,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,4.535465285556209e-59,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.6927444080485316e+118,,2.204845450332588e+58,,,,0.6084451064578598,,,1.5180487922433728e-74,,2.5059893796228492e-28,,,,9.465148815941239e-15,,,
"$S_{x,y,z}$",,,,,,,,,8.57844825773265e-48,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.592012799434567e+50,8.597619895687584e-28,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.6435336390847592,,1.1657119912084282e+47,1.163112596430999e+27,7.837348525156239e+36,,,,3.3785091388791615e-36,,9896140.583757991,,,,780482.7900141437,,,
"$S_{x,y,z}HF_{y}$",,,,,,,6.28135653403772e-51,,1.2759417254320266e-37,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.2812354408823189,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,3.5557396210900865,1.5391969969859683e-34,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,6.587403547959744e+73,,,,,2.959885437313795e+35,6.49689417246905e+33,,,,2.2557570886573975e+20,,,,8.802352399367529e+43,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,9.670503740157433e-05,2.6220740593663385e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,38137748109.28355,2.9246791054537827e-06,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,3.990439896239703e+27,,,,,1.0104949414736961e-07,,,4.433101440878944e-21,10340.722953732298,,341917.8528458915,,9738125.415157134,2.635571125127746e+25,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.8374748949560354e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,1.0268916833249308e-07,,,,,,544225122609.8665,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,105650742470714.9,,,,,1.2812582324613183e-06,,,1.1360599469658276e-44,,3.7942440272847125e-26,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,4.4032902508846023e+89,26160509.04067639,,,,,,4.548423658445341,,,7.0698612332058686e-12,,,16067.25855801562,,,
"$S_{y,z}$",,,,2.271029032889904e-90,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,3.8225555872981e-08,,,,,1016362227644779.5,,,2.817774257777336e-11,,,5.308755348943122e-32,,,0.035485696005036885,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,8.322017503016818e+22,2.079998425432971e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,9.839011848337813e-16,48076.959471343864,1.7055403603592525e+31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.2016316952439593e-23,,5.863244419436439e-32,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.4842156846899896,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.0651953904389364,3.8921910052012484e-22,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,0.219856388738819,,35489003323.80782,,,,2.56924698367493e+21,,,,,4.333278982042337e-14,,,1367846894654.0437,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,28693633678.256416,,0.20451194584257995,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,3.485093631615518e-11,2.5910167277529813e-23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,141445491928.91928,,1.883680701539735e+31,,,,,,23077212525298.465,3.8594887840312565e+22,4.8896899194814525,,,,8.7841747620718e+18,,1759286816.812619,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,0.000591683510694737,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,5.684121488568567e-10,1690.0927301925822,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,6.223837105684223e-05,,28.180368784595874,,,,,,7.31075973420929e-13,,,1.1384108662293327e-19,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,3.4275457504293955e-134,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.917539466467288e+133,,7.128000575979078e+58,,,7.344617856346405,,,,2.9126786188654543e-09,,,1.4267676447673255e-27,,,10010.88330323796,,,
"$S_{y,z}$",,,,1.4029179562217466e-59,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,8.883570325745541e-19,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.0879088256210785e-41,8.081076773578323e-57,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,0.13615412259140355,,1.1256735336488444e+18,5.625646491128898e+16,,1.2374588535893803e+56,,,1.7045819470913299e-18,,,1.9421438834583535e-16,,,3.670743668335855e-11,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.777573478136075e-17,4.789481167610543e+40,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,6.957310296745032e-18,,,,,,,463064.309741313,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.1595272599579995e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,343326583.8266495,,,,5.86654107012211e+17,,1.4373370704305781e+17,,,,,1.0381488328969811e-13,,,92819.10668318886,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.3188428798016447e-06,3.0357413070997025e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,758240.4358511615,,3.417875095584792e-16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,7.008849714720564e+26,,,,5148949099586336.0,,,,9632530214472.95,3.294088325844153e+19,2925794454255508.0,,,,0.0008766643187889446,,250875.15103582919,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,9.199796602773209e-12,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,3.986046429353951e-06,108698055313.37047,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,9.989128528514121e-05,,,,27242436147.914234,,,,1.077364387284194e-05,,,1140.6874656213176,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,2.7600881159200945e-07,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,6.341338345880751e-80,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3623072.7353667947,,1.5769541782131632e+79,,,,5.2672898548423115e-17,,,4.6584482981668434e-62,9.439409529133547e-64,,,,3.983373215967893e-31,,,,
"$S_{x,y,z}$",,,,,,,,,2.8704908334723516e-58,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.8985095325268316e+16,,3.483724763511362e+57,3.3321267366411665e+20,4.321982721067971e+37,,,,2.228232565512561e-63,1.1040603639373294e-44,,,,9.658968390158749e-23,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.82008622210539e-18,,2.3137528873620714e-38,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,2.617741961459873e+17,3.0010863302516967e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.2023799947934088e+31,4.662368208363226e-37,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,8.316838306776874e-32,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.146637541074594e+61,,,,,4.487861884246224e+62,2.144832744454262e+36,,,2634.8154367947623,,,,149037758881.64285,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.0615488370054445e-12,0.885084390398477,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.0593882985091664e+63,,,,,9.057475774547085e+43,,,0.0003795332249975331,,1487773883879.3174,485072185557.6197,,11647.010986754378,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.721451497673394e-13,,1.1298357657734608,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,2.5104351156235224e+30,,,,,1.0353072498082423e+22,,,6.709709052953098e-12,8.585893849823402e-05,,,3.453881677737499e+23,,1.0069349041452947e+17,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,2.8952931608678046e-24,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,9.931128575275864e-18,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.45786629288044e-150,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.068569567419687e+149,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,4.1103392574294563e+96,,1.3429701776118111e-11,,,,,1.107978286359503e-46,1.4941503396337066e-38,,,,,0.1821732232440002,,,
"$S_{y,z}$",,,,2.4328892029836605e-97,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.5973005017888453e-151,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.1444172850166422e-05,,0.07114728943362242,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.6022578535479492e-05,14.055349233409096,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,74461817296.51576,,6.260562736191983e+150,,87380.71445551942,62411.92688091099,,,7.859514005537592e-22,1.946944397104861e-30,,,,,2.525815451772396e-15,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,0.00029427554541837164,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3398.175674360911,7.285430088579768e-28,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,9.025447631159917e+45,,,1.2723433017555896e+21,,,,,,0.2997856119595557,,,,,814154101793727.5,1.3726025613333988e+27,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,7.676531984023346e-26,2.5827546497309884e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,8.354579871493448e-09,,38718350.58371328,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,6.692766942348998e+37,,,5.136253513387525e+29,,,,,3.3357171261938703,,119694827.91254254,1.3026715736757604e+25,40795191.53715362,,12328035.31924011,,,
