ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
"$R_{x,y,z}HF_{x,z}$",,,,,,,,2.2558243081805476e+39,,,1.7638483978129692e+83,,,9.390580571736278e-147,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.0648968850869508e+146,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,5.480895218638881e-25,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1.8245194628047258e+24,,1.0994096080351855e+56,,,,,,,1.0718202831503869e-129,,,,,,,
"$R_{x,y,z}$",,,,,,9.09579098355484e-57,,,,1.1459494733692597e-144,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.3712859248999518e-08,4.3772588933171564e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,72924251.7437025,,2.577754455003214e-16,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,8.726388232980754e+143,22845347.38227887,3879345443702290.5,,,,4.462369813035851e-26,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.2995715312801155e-26,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2.2409617353512827e+25,,7.6948438460711055e+25,,1.2618823733617087e-15,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,9.329922336053517e+128,,,,,,,792466890028709.4,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,inf,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,0.0,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.0525478299004297e-72,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,9.500755895288857e+71,,,5.056354991727982e+34,,,2.0126604448108043e-159,,,,2.183408111866423e-157,,,,,,,
"$R_{x,y,z}$",,,,,,1.9777092424008295e-35,,,,1.398942863283628e-157,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.5522567541593724e-113,1.7155834045094732e-28,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6.442233202209849e+112,,4.770759463891389e-29,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,4.968547986215344e+158,7.148254773270575e+156,5.828920922010925e+27,2.0961023241031837e+28,,,,0.8212152609740553,1.2638609632414312e-15,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,5.6256734062721505e-12,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,1.2177075214285296,,177756497361.73532,,1.339044782484428e-52,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,4.579995808228353e+156,,,,791226273367360.2,,,7.468010129912359e+51,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.0437820727754392e+38,,,9.287993113967129e-126,,,,,,,,,,,,,,,
$R_{z}$,1e+160,4.89288957624532e-39,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,6.497017735609464e-39,,,,,,,,,,,,,,,
"$R_{y,z}$",,1.0766588516266413e+125,,1.539167723860605e+38,,,1.6186165101826327e-31,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,6.178115654381701e+30,,,,1.0168010444775956e-88,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.5189823489437357e+26,1.8410029593889938e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.969857114796068e-27,,4.633349764300701e-15,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,9.834765664641627e+87,54318217.952886276,215826572754091.94,,,5.18442208999282e-13,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1928855295039.0366,,,9.694318754295966e+18,1.0702619287837786e+24,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.0315319986325572e-19,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,9.343507164983223e-25,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.197407633384007e+20,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,8.35137485447532e-21,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.3809639864636286e-78,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,7.241318454370408e+77,,,2.8865728021134038e-05,,3.7818954969636125e-100,,,,,1e-160,,,,,,,
"$R_{x,y,z}$",,,,,,34643.158809916386,,,2.539751031558775e-134,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.4509751309802815e-56,2.072035119808182e-11,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,2.644176711923623e+99,3.9373938137009e+133,4.0800087579837836e+55,,11713074428.42821,,,12929769.858259866,4.094341321131436e-31,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,48261730240.00552,8.537468160988977e-11,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,4.100802653787528e-65,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,7.734089708960864e-08,,2.4385469978088157e+64,,,4.993075447888224e-76,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1e+160,,,2.442395300164322e+30,,,,2.002773662118286e+75,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.059129876299663e+42,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,4.856420236090397e-43,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,5.2987084659567614e-67,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.887252349180594e+66,,,1.8227039051688452e+84,,,,,,,5.594583405936171e-144,,,,,,,
"$R_{x,y,z}$",,,,,,5.486354624929415e-85,,,,5.47083484518474e-132,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.0302548158900787e+31,1.3189786540635615e-20,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,9.706336573986889e-32,,1.0476731374316155e-47,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.827874590073157e+131,7.581623833859331e+19,9.544961727772396e+46,,,1.0794816411535782e-35,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,9.263705484896985e+34,,,9.683369031982426e+28,1.1437484264763568e-55,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.0326984303677572e-29,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1.7874431882433697e+143,,,,,,8.743181427412191e+54,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,3.7166813862195846e+72,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.6905723038507427e-73,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.3710731808788126e-89,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,7.293556711240118e+88,,,3.9040942350434684e-40,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.561413582243785e+39,,,,4.811187916822931e-130,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,5.746371733067722e-33,2.2612044494896772e-29,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.740228524105847e+32,,1.498476023461817e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.0784887584693433e+129,4.422421865593296e+28,66734467.842186406,,,8.975825151392618e-36,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.1141036986943178e+35,,,2.4150288342389586e+41,1.8230002080615677e-09,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,4.140737310555247e-42,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,548546289.5603944,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,3.837457914876754e+22,,,1.6860096574135937e-130,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.60589177049546e-23,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.743015487003817e-56,,,,,,,,,,,,,,,
"$R_{y,z}$",,5.931164128288802e+129,,5.737183676543031e+55,,,8.816546820100356e+34,,,,,2.1451775317489673e-106,,1.9342089975693349e-78,,,,,,,
"$R_{x,y,z}$",,,,,,1.1342309187539905e-35,,,,4.268302099033809e-118,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.2921864785389707e-25,7.004949861771084e-114,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,4.3626467975563466e+24,,1.8381294056640283e-14,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.3428519743866403e+117,1.4275619665137286e+113,54403133801058.35,,,1.7417253262949357e-19,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,4.661618841330573e+105,,,,5.741433421808466e+18,,,485347657670158.2,2.3256422610146597e-139,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.0603787495346253e-15,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,5.170072113492758e+77,,,,,,4.299887462329257e+138,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.8688081628442463e+51,,,6.52184669756256e-151,,,,,,,,,,,,,,,
$R_{z}$,1e+160,5.351004024287023e-52,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,2.7998071971035635e-61,,,,,,,,,,,,,,,
"$R_{y,z}$",,1.5333080435235232e+150,,3.571674510425264e+60,,,5.6292818797916145e+79,,,1.9033978179520413e-99,,,,1.1415060894559609e-138,,,,,,,
"$R_{x,y,z}$",,,,,,1.7764255216813163e-80,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.5810642854955455e+64,4.312023365612996e-39,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.874370761005696e-65,,1.674972558035628e-06,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,5.253762458737863e+98,1e+160,2.3190968953802044e+38,597024.7065855089,,,742.3045492939308,,7.472347579457264e-28,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,0.0013471559630763214,,,4774.178484859147,1.843527753259082e-23,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.00020946012034770063,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,8.760356245463374e+137,,,,1.3382675114701136e+27,,5.424382671929669e+22,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,inf,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,0.0,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,8.6644095175828e-140,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.1541467401450576e+139,,,9.318154219311825e+193,,1.0494345854381673e-134,,,,,9.05393190666375e-124,,,,,,,
"$R_{x,y,z}$",,,,,,1.0731739102659466e-194,,,1e-160,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,7.622175137645383e-63,1.5059658483748805e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,9.528940763682502e+133,1e+160,1.3119614571188096e+62,,5.316946660877647e+24,,,0.00657756316052636,6.019906097865884e+50,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,66402568.230821505,1.8807786945805733e-25,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,3.5720280561557654e-140,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,152.03198746934973,,2.799530082852163e+139,,,1e-160,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1.1044925125447363e+123,,,1.6611554794094046e-51,,,,1e+160,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,6.1763160213235e+162,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.6190881369210018e-163,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,5.696589079205426e-107,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.7554364306359315e+106,,,4.386610912587501e+23,,2.1999668719798264e-128,,,,,1e-160,,,,,,,
"$R_{x,y,z}$",,,,,,2.279664232655038e-24,,,1e-160,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.511269083228467e-24,199713301024838.5,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,4.545522992807911e+127,1e+160,6.616955319854343e+23,,1.429011346484346e+50,,,3.4970734545092154e+25,1.895302204129774e-20,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,5.007177763666473e-15,6.997845065822607e-51,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,4.035879566113784e-17,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,2.859533873132046e-26,,2.477774630333969e+16,,,2.894598466951172e-45,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1e+160,,,5.276203435109437e+19,,,,3.454710597747541e+44,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,8.551820628644236e-13,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1169341644807.7854,,,,1.078175605626038e-142,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,5.916666532977048e-07,,,,,,,,,,,,,,,
"$R_{y,z}$",,,9.274926967201733e+141,,1690140.8832598801,,1.0785750846400317e-07,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,9271491.750931224,,,,1.686701095033936e-120,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,9.158526501103346e-25,2.403094261178921e-10,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.091878698914643e+24,,2.1550184307713e-17,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,5.92873273720072e+119,4161301602.4990025,4.640331542974745e+16,,,1.8880253122437684e+20,,0.396745610067814,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,5.296539159274191e-21,,,4.1156432111734316e+57,1.1096653748769672e-34,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.4297538651677365e-58,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.520506779719817,,9.01172572056575e+33,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.0473094551732844e+278,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,9.54827625264343e-279,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,2.113940109951058e-143,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,4.7305029848889717e+142,,,6.222326912484345e+84,,,,,4.063562104547039e-112,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.607115817064547e-85,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,0.8842116407672436,1.2158965357349319e-27,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.1309509555113808,,1.6570479526338747e-29,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,8.22438398835937e+26,6.034828373014201e+28,,,3.064500655376795e-30,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,2.460895082373717e+111,,,,3.263174371476991e+29,,,27.392133676769998,7.501739263821283e+52,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.036506831187380406,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.3330242025642114e-53,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,3.5668469654892494e-14,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,28035965929444.754,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,4.011374778090564e-16,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2492910922863222.0,,1.96924478808064e+67,,,,1e-160,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.078088849353604e-68,,,3.979177686345127e-147,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.338415211867339e-23,0.1931086379704442,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,2.513082045648732e+146,4.27640050802377e+22,,2960485233.2220826,2.914445653520434e-46,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,5.178432257147672,3.377824651101661e-10,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,1e+160,,,3.431184241819964e+45,,,,4.205135790540056e+19,145359129201815.8,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.3780444908571483e-20,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,6.87951286920277e-15,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,8.107589156288809e+47,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.2334122767238774e-48,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,3.312549423597768e-19,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,3.0188228826904494e+18,,,3.82082394136722e+119,,,,1.4517755879407746e-147,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.6172365315585994e-120,,,1.1180775742999651e-117,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,5.721582009700963e-32,1.4590600944521153e-49,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,8.943923239191215e+116,1.747768359003675e+31,,1141755203127817.8,4.4743325187684495e-08,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,6.853727298843748e+48,8.75844486857181e-16,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,6.888116925966627e+146,,,22349702.347898986,,,,3.677580530103975e+54,6.208749764762304e+101,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.7191790684505483e-55,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.6106302200734355e-102,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,89169.90857287364,6.78848864325912e-125,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.1214545534525868e-05,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,1.4730819370125734e+124,,,,6512036.711896868,2.5136223269128234e-44,,,,,,,,,,,,,,
"$R_{y,z}$",,,,1.5356178784635776e-07,,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,3.9783223966990234e+43,,,,,,6.74249542224615e-134,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,34746400539942.582,3.39601942414428e-20,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.877995949106884e-14,,4.232597010149073e-35,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.4831304099971738e+133,2.9446239114252927e+19,2.3626156650448037e+34,,,,16976054.763023548,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,2.523616177781452e-28,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,5.890650177320077e-08,,3.962567718515399e+27,,7.21146529649518e+44,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,1.386680735309101e-45,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,60746461.97678709,,,9.34113236880937e-131,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.6461864073369867e-08,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.6679741752888197e-48,,,,,,,,,,,,,,,
"$R_{y,z}$",,1.0705340214844433e+130,,5.995296658755787e+47,,,2.8682099643644545e-12,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,348649510469.706,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.388475507212734e-51,2.9265135685642483e-50,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.951179661388706e+50,,2.0735269698789106e-32,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,3.4170352420084676e+49,4.822700714900264e+31,,,1.2236214093703546e-35,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,8.172462432759944e+34,,,94730.78915592207,1.1522199616939175e-63,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.0556230016769424e-05,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,8.678898415627744e+62,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,inf,,,8.809541651135604e-137,,,,,,,,,,,,,,,
$R_{z}$,1e+160,0.0,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.0948288064453063e-83,,,,,,,,,,,,,,,
"$R_{y,z}$",,1.1351328361914197e+136,,9.133848087600136e+82,,,52.86698021784911,,,1.7376273388320486e-129,,,,2.7982735584870794e-124,,,,,,,
"$R_{x,y,z}$",,,,,,0.01891539853192479,,,,5.846846729215976e-97,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.2639198399061542e+37,0.00026488425139026907,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.911894159951234e-38,,6.015563307287079e-18,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,5.754973909838188e+128,1.7103236091398166e+96,3775.2338795206174,1.6623547104701382e+17,,,3714029013745735.0,,3.852022008283129e-35,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.6924937750862186e-16,,,1.8811686732672584e+132,5.00839521475756e-24,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,5.315844422728857e-133,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,3.573632023813505e+123,,,,2.5960391655334975e+34,,1.9966475430162447e+23,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,inf,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,0.0,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,4.4842657325135656e-69,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,2.230019494048739e+68,,,5.435190261078491e+234,,,,,,,1.9266800564696515e-78,,,,,,,
"$R_{x,y,z}$",,,,,,1.8398619955607083e-235,,,,2.3260155115891007e-118,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,4.9224547738082804e+23,1.4503976655658832e-38,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.031506729774066e-24,,0.002364893105985217,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,4.2991974688802234e+117,6.894660848822055e+37,422.85209317458725,,,2.4008170980595036e-28,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,4.165248576446181e+27,,,2.2558743706085415e+30,2.1538993330162953e-16,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,4.432870965816422e-31,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,5.190275347700169e+77,,,,,,4642742512017086.0,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,4.9768588630906286e+23,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.0092994949408716e-24,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,8.413631880404232e-102,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.188547364817624e+101,,,2.006027752150372e+30,,,,,,,2.334615070140398e-145,,,,,,,
"$R_{x,y,z}$",,,,,,4.9849759003984105e-31,,1.0086918652254732e-131,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,9.913830322964583e+130,,468178632.75287426,3.1800801063790156e+57,,1e-160,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.1359368626458547e-09,,12305412373.766447,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3.1445748740544956e-58,8.126505391496437e-11,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,2.255327411374535e-38,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,1e+160,,,4.433946020238979e+37,,,3.3716191453405207e-118,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,4.283361367747285e+144,,,,,,2.965934042052083e+117,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,4.664529527958847e-31,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.143838931678047e+30,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,351.5618097517193,1.3276504000991646e-21,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,0.002844450029160511,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,7.53210333025402e+20,,,1.6982927549028735e-97,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,5.888266302220613e+96,,8.371101283322658e+16,10655309.995044196,,1.499335293198599e-38,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.1945859524985702e-17,,2228613510041.1777,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,9.384992088124154e-08,4.487094758666895e-13,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,9.868995442666999e-28,,,,,,,,,
