ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
"$R_{x,y,z}HF_{x,y,z}$",,,,,8.68303192367834e+128,,,,,,,,9.110219626218723e+26,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.1192886795770394e-49,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,8.934245635164321e+48,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,0.038513855041333485,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,25.96468203265524,,5.4760071965052756e-17,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.8261480748933064e+16,,,,4.980080835897056e-126,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,9.463345541958784e+19,1.4965345997033249e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0567087459357567e-20,,4.008275077098034e-31,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.007999534449065e+125,6.682104110377678e+21,2.4948387542403746e+30,,,1.7676817529721967e+19,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,5.657126902614628e-20,,,48.58677291871338,4942632.69563708,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.020581733256353936,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,2.0232132581543268e-07,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,3.944651342974388e-23,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.5350782947675404e+22,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,811.4148036395219,2.1735100136756432e-08,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,0.0012324152770131845,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,46008529.691974625,,,,4.225238566190604e-150,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1e-160,4.9881603687206484e-17,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,2.366730267023907e+149,1e+160,,2.698696754794693e+21,,,3.445683127752192e+38,1e-160,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.004747093278554e+16,3.705492283352438e-22,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,1.2049373381378251e-113,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,2.9021821302887905e-39,,8.299186757258711e+112,,,1.2603320185054096e-13,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,1e+160,,,,7934417164025.32,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.9696958714356834e-20,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,5.076925907709367e+19,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,2.2774783240625987e-08,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,43908211.52651787,,1002565957.5690124,,,,,,,6.31750901739181e-136,,,,,,,
"$R_{x,y,z}$",,,,,,9.974406097178541e-10,,,,4.579106784653791e-111,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.144560551004595e-114,1.605023064460826e-20,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,4.662959968799022e+113,,1.250215675887553e-38,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.1838320157794842e+110,6.2304400612207346e+19,7.998619912440948e+37,,,,5.681163057858112e-35,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.623338942679891e-12,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,1.7602029545989052e+34,,616014298498.3461,,1.2769160693206962e-06,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1.5829023706132375e+135,,,,,,,783136.8278824997,,,,,,,,
