ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,y}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{z}\hat{T}_{xz}$"
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,5.56805626939293e-19,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.2252750002694895e-36,,,,3.703938997767893e+30,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,157037703.6683863,0.00011529013912092525,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.699828481523672e-31,8673.768698909475,1326981238.6912966,,,,,2088199609858.48,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6.367897496206911e-09,,7.535901569989236e-10,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,4.78881422675762e-13,1.1870134652692064e+45,,5.332000801179417e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,8.424504264348902e-46,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,3.0242594326526337e-05,,,,,,1.432820705154149e-47,,,,,,,,1875468.5854113216,,,
$\hat{S}_{x}$,,9.999999999999992e-161,2.7309558782240477e-138,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,8.97922129410343e+101,,6.431482387017821e-60,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.6617215531519466e+137,1.1136823197092718e-102,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.5548514942970778e+59,,2.8534876247743373e+54,,0.0017708303287449802,,8.004558555967328e-38,,,,,,,1.6793079587671682e-30,,,,,,,
"$\hat{S}_{x,y}$",,,,,3.5044833953996304e-55,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,564.7068404959601,,,2.3807047066096964e-60,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.2492881312667874e+37,4.2004369429927145e+59,1.2163411265079856e+45,,876700342146.1406,,2978509.447807272,,,,2.3876752073511013e+46,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3426291836282774.5,1.1406405951114662e-12,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,8.221377853685806e-46,2.9186071933817286e-16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,3.357384012114459e-07,,6.2823808156084905e+62,,372826282989.6216,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.591753237109589e-63,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.6822143331237115e-12,,,,1.820869721458704e-07,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.3250319756622294e+21,,1.7004392501331239e-29,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,7.54698768307245e-22,4.568645344988298e-30,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,5.9548339229817664e+29,,,4.18817432505573e-47,,,,5491881.0951444525,2.1888326286849512e+29,5.8808334371352105e+28,,9266835979.714613,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,9.353824997932328e-32,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.0791169738938192e-10,,,1.4382340940529117e+24,1.0690813653463165e+31,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,6.952971036738686e-25,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,3.215034610758311e+63,,5.425346990100693e-64,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000006e+160,3.1103864221360156e-64,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,4.213461480642721e-34,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.843200078860652e+63,,2.373345536903924e+33,,8.541871963504692e-20,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.1707035697473794e+19,,,1.210493502053457e-18,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.6953075307312683e-07,8043109190757.001,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.261093498673226e+17,3710151.767834405,,1.4340664197154712e+16,,1.656611693090627e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.2433002913216477e-13,6.973177715146603e-17,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,603641.7611748041,,6.460507264467705e+21,,2899799769.1147194,,,,,,5.545269557065154e+72,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.5478660716007909e-22,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,3.448513965173845e-10,,5.304402220149954e+26,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.458497737245445e-21,44.995539287138975,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.885226569360214e-27,,5.234310245845236e+17,2.891428810927776e+20,1.879481453215395e+29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.9104713955267658e-18,,0.02222442526176876,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,5.320616483281661e-30,,,,6.368266544831082e+24,7.252125589850347e-27,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.5702860314659222e-25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,1.8033388453153067e-73,,,,,1.3789060705175071e+26,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,4.010266124782969e+131,,8.022675304627463e-79,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000006e+160,2.4936000975599078e-132,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.2464669976400535e+78,,2.3097560328053228e+67,,8.381260815174393e-16,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,4.329461578612898e-68,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1193137908546510.8,,,9.155132776025543e-50,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.4938838008747013e-35,1.5209367367860747e-19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.0922834484920745e+49,4.009809918366131e+34,,3.1029213883565485e+27,9.342789601791124e+17,,,,,,,9.615538125363604e+21,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.574895429990877e+18,3.2227693674497067e-28,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,8.073601529282936e-31,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,1.0703441291327892e-18,,,1.2386046008996137e+30,13191615902944.707,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,7.5805724435683e-14,,,,1.1158540655131811e+70,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,8.570844543598726e-41,1.391204918527662e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,8.961745365332343e-71,1.166746164760235e+40,,2.5939121062983193e+34,,3.215680463510253e-69,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,718801.3690020004,3.855180742523558e-35,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,1.039983396625746e-22,,,,,,3.1097617171464696e+68,,,,3.592565280537673e+58,6.904984509991165e+71,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.4482291720612116e-72,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.7835263159096636e-59,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,1.8737037919286024e-77,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.7039955600215433e+139,,2.846248702128127e-16,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,5.3370228758020513e+76,5.868559892182801e-140,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3513396419829035.0,,3253652694650261.0,,1.6014704828184167e-22,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,3.0734687867707126e-16,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,6.244261200744123e+21,,,5.3705479484530025e-43,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.745273450381764e-29,1.1584276087979468,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.8632390944460132,7.070263364126007e-41,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.8620073958897467e+42,2.670032010341108e+28,,1.4143744702268452e+40,,168133560.88241842,,,,,4.457437494992519e+42,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,5.9476525373737495e-09,,1.2473580988253802e+34,,51972194931296.84,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,8.016943978971926e-35,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.9241057671740084e-14,,,,1.2258571666454858e+42,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6.258991418691744e-07,,3.268505247775687e-20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,8.157557235941805e-43,49179129964459.02,3.0595025070880006e+19,,7.798001780804441e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1597701.5034940252,2.033382861231348e-14,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,2.243441441687964e-43,,,,,,,12823798046078.926,,,3.132047690073534e+20,37666.07886696927,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.6549086872882212e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.192799404585446e-21,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,2.3988132079614763e+61,,6.630354616544757e-80,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000006e+160,4.1687280888777705e-62,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.5082149565646075e+79,,2.4994099737583567e+79,,1.473253492775237e+36,,1.8432140722390788e-52,,,3.3171307521883986e-49,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,4.000944264843044e-80,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,6.7876981449828615e-37,,,7.142178468829997e-38,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.8700026043321775e-06,7.190189234774529e-24,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,5.425305801757639e+51,1.4001330327493425e+37,6.47752264903147e+28,,1.3907839798758206e+23,,0.01024128854384491,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.5438000825045694e-29,145560.35238900874,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.0010122631164353603,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,3.0146535506334e+48,,,97.64396303441792,,987.8854457539217,,37265741.257064,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.683429783676831e-08,,,,3.8503383843126936e+20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,11062105168.051348,,5.1111898234564045e-34,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.5971743264806724e-21,1.3660638060222348e+42,1.9564916086872256e+33,,1.8285399826877808e+17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,9.039870664836171e-11,7.320302284501956e-43,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.1214699296961816e-28,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,5.468844047534003e-18,,,4.815518608775968e+43,4.71371281771225e+27,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.0766195320636188e-44,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,2.0787720805835514e-111,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,2.773538647425724e+89,8.566774297647057e-105,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.81053218551637e+110,3.6055023099395257e-90,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.3231817641897215e-07,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,1.1673005092181069e+104,,,7557540.6725195525,1.3221854065506237e-08,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,75632357.99197365,,,,5.175055720042673e-53,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.7354198632609e-41,8.093161333764757e-56,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.988222672811631e-34,2.111745164897334e+40,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.9323463438800494e+52,2.5073825662171874e+33,,1.235611102707157e+55,3806469.785557783,,408534.4566221839,,,,,,7.820726727813814e+43,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,2.6271061018115096e-07,,,81843667548033.39,3.802368545040649e-10,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.2218416280197952e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,2.4477739485382226e-06,,2629939702.463295,,,,,1.7181273109964038e+30,,,8.94957983956341e+26,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,5.820290461596028e-31,1.8046808764637525e+20,220246418517.2844,,4.0125113841237297e+27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,46861592.14005383,,4.5403689500699995e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,2.133943714527091e-08,5.54114587815374e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,3.727033300478089e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,2.4922047672106095e-28,,,7.540118316340255e-07,26830.99182053791,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,1.2786535507545307e-44,,,,1.1173708910660806e-27,,,,1326239.1358407354,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,1.7318953641252155e-145,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,7.356732449121186e+99,,2.1410009001965964e-21,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,5.774020883213707e+144,1.359299127589528e-100,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,2.560934969601778e-13,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.6707126555069415e+20,,3904823870461.2583,,3.485260345626645e-12,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,286922611464.2524,,,1.3695067657849509e-40,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.301898938971922e+39,4.1033829390534416e+57,,3.897255188813635e+42,,1.2967020094445964e+20,1.604882664314428e+16,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.43701359305909e-58,2.9084471794657226e-31,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.438260825433654e+30,2.565908444667208e-43,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.6546150831490742e-33,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,7.711872062481959e-21,,3.767024478794628e+32,,4.5865802120161725e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,6.230985119570588e-17,,,218027365.43888307,,,,1.3190398473013887e+40,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,7.581272105205091e-41,5.550449750988716e+24,1.23616695972619e+18,,1493097938206.8865,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1.198845865551633e-27,1.8016558024363115e-25,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,8.341355871798109e+26,,8.08952214854132e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,3.9483938041501816e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,6.697484300332868e-13,,,1984933.8033009944,2532675436.1454372,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.037951383250037e-07,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,1.556522932909441e+102,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.0000000000000006e+160,,1.1769233022655124e-27,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,6.424576078238739e-103,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,8.496730399296669e+26,,9.8668154783773e+81,,6.5284158731525074e-09,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,1.0134982276616571e-82,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,153176516.23763818,,,3.4438438298674278e-84,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,9.067241224199849e-20,1.349242878979254e-50,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,6.097817703986688e-37,1.1028712871684364e+19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.903732135956046e+83,1.6399309532428474e+36,,7.411564037725603e+49,,517157454631.4082,,,,2.6539935195383605e+20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,1.933647076039397e-12,,384207998.7797653,,2.0044081107392017e+30,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.602756848311264e-09,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.989003959035128e-31,,,,2.407410675870234e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,5.275554304965613e-24,2.0001282874066517e-49,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.8955354114329755e+23,,3.326844109721418e-23,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,3.7679067135549806e-21,,,,4.153840514304933e+18,4.999679302054124e+48,3.0058516931343e+22,,,,,8.538604705660846e+50,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.1711515340873303e-51,9.071176367626204e+21,,535158.5099566146,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,1.1023928534438645e-22,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.8686052475949048e-06,,,
$\hat{S}_{x}$,,9.999999999999992e-161,1.8818456388994903e-43,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.0000000000000006e+160,,2.24485246329842e-43,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,5.313932127742439e+42,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.454635733747391e+42,,1.172144244644767e+28,,2.002555482729784e-13,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,8.531373204012639e-29,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,4993619445873.479,,,3.8625694447307453e-35,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.5889502164528957e+34,2.2160716100932928e+33,,2.2715627017520047e+23,,0.2513370247602452,,,,1.062692226740174e+69,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,4.5124895578527885e-34,5.995758171138562e+27,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.6678457860652932e-28,4.402255765287583e-24,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.4790695891867596e-12,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,3.978721403875603,,676100710413.3838,,9.125583007332752e+67,,,1.3507264268018906e+67,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.0958203976627704e-68,,,,4.629534991044398e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,45067396503967.08,0.0007675135751298649,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,9.410062244150562e-70,,,7.403423670089105e-68,2.1600441554809487e+20,1302.9085509410015,1.9525577529909925e+23,,4.608571621350258e+16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.218898977028714e-14,,5.121487435996026e-24,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.0027830469018714e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,2.1698697170448048e-17,,,5405952256005.501,997224.6769523378,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.8498128593146467e-13,,,,,,
$\hat{S}_{x}$,,3.11653488459562e-127,1.1818307201909501e+96,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,3.208691822904953e+126,,1.0000000000000006e+160,,3.5264346664499554e-38,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,8.46144869070952e-97,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.8357252993054733e+37,,2.7532942976813567e+26,,15844286265295.992,,5.7742058007976056e-67,,,,8.849653600467245e-51,,,,,2.3455313585905046e-06,,,,,
"$\hat{S}_{x,y}$",,,,,3.632012752295075e-27,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,6.311423457365301e-14,,,2.6140927689371034e-50,,,,,,,,,,,,,,
