ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,y}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{z}\hat{T}_{xz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.5068165428385187e-05,1.4244922354694486e-32,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,6.202963136808558e-36,66365.0797273711,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.380957249813514e+47,1.6121327467931763e+35,,7.020045284209253e+31,882290678668783.1,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,1.1334133117090378e-15,,,25.16658595025683,902106790.7262268,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.03973522677953045,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.1085162092560746e-09,,,,,1532177728828.2268,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,6.526657979585543e-13,9.530025012713154e+36,6.6552254374861565e+44,,5.253725442632051e+29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,3.618047070074482e-17,1.049315189273889e-37,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.7639220292935924e+16,,1.5025787020938613e-45,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,3.0682836663182245e-20,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.903411228697577e-30,,,6.850972717210056e+32,3.259151071908375e+19,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.4596467410940636e-33,,,,,,
$\hat{S}_{x}$,,9.162103063765091e-111,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0914524678890244e+110,,1.3561420527133032e+43,,9.999999999999992e-161,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000006e+160,7.373858793031661e-44,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,6.542739585816807e-36,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.0000000000000006e+160,,1.528411740806215e+35,,1.4584161362136385e-07,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,6856753.536725222,,,2.0060294940496753e-42,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.984971571785062e+41,1.7729368290683388e+33,,8.516459657325346e+38,2.7043763612475207e-20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,5.6403588870421874e-34,1.0567195332864367e-11,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,94632489369.24287,1.1741968379311938e-39,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,3.697710179431916e+19,,,3.824174272713065e+26,322162246917.7283,,,,1.0140843374767946e+51,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,2.6149435896145728e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.1040260290193887e-12,,,,,3.207805747695301e+44,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.11739574853766e-45,34339.57843306108,1365162.6728254228,,408.2953642968199,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,270758379.5304071,,7.32513435875257e-07,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,3.693329830583126e-09,2.9120916610823358e-05,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,9.861112759991552e-52,,,,,0.002449207332349301,,,2.4684251338721598e+39,1.3554860895453944e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,7.377427239665602e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.051166009768033e-40,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,2.967540923572295e-111,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,6.167596245134068e+119,,4.256607840901966e-64,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.369793461167201e+110,1.6213772112416588e-120,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.34928853532371e+63,,1.294362010554046e+69,,1.6291355172534284e-15,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,7.725813890133828e-70,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,613822477878272.1,,,2.0870559715064427e-39,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.7914383401907365e+38,2.7007192797168345e+36,,3.9777350169513055e+21,,1257259076.8917108,,,,746739287254868.4,,,2.0578373172010755e+91,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.7027173002032563e-37,6.778256266638618,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.14753056843274334,2.51399350569722e-22,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.5826093070158419,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,7.953810144463417e-10,,1.7164161093169916,,1.5530170231657958e+36,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,6.4390794504075605e-37,,,,1.8510394286463127e-41,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,1.3391554684047198e-15,,,,5.402370065835453e+40,2.2267692716011015e+34,1.418883752233318e+63,,,,1.130805836631904e+72,5.156598588052933e+45,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.222721015175335e-16,,7.047793721127636e-64,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1914710736212717.2,4.490811027228589e-35,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.9392628356158074e-46,6.6685490303948844,,244.59425711090492,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,0.14995765877135409,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,4.859470627931508e-92,,,,,,,8.84325113653898e-73,,,,0.004088403431101721,,,
$\hat{S}_{x}$,,9.912314098452273e-129,2.4000985228807374e-108,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0088461584930423e+128,,0.08097286939895121,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.166495627020104e+107,12.34981552985391,,,4.65739506411006e-151,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.1471229866369103e+150,,,172358.99047600047,,7.241153338785775e-52,,,,6.923712001677161e-41,,,,,,219320828.59067288,,1.2054057689619925e+102,,
"$\hat{S}_{x,z}$",,,,,8.295961623455039e-103,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,5.80184414655899e-06,,,2.1305794136092623e-55,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.3809954757396195e+51,4.6935589145957776e+54,1352779074.0334616,,5.951821476210218e+24,7905408.133415737,,3.2185259448695405,,,,,,9.746018018033239e+41,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,7.290367265626942e-28,1.6801579213977753e-25,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,7.392190041928935e-10,1.3716730084571454e+27,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,7.64050871908432e-12,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,1.2649568284438767e-07,,,130881337456.2637,5.345435761401527e-16,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.44431195254477e+40,,,0.31070123936519456,,1870754873196359.2,,,,23784112494.0532,,,,1.0018885701535472e+43,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.650889845589679e+23,1.7501618584449846e-58,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,4.2044873452815715e-11,3.286789567615568e+83,,5.7137572457926704e+57,,3.400109900153042e+80,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,3.042482578905893e-84,1.5035582053176199e-24,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,3.2507992573136267e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,2.941081404324574e-81,,,,1.3800800437359507e-25,307616.6569652699,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,4.5595304669687335e-09,,,1.0260600772024851e-42,,,,9.98114989820417e-44,,,,,7.245956526499336e+24,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,2.476308830481734e+64,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.0000000000000006e+160,,4.329051107015607e-28,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.038268521642606e-65,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.309975039055123e+27,,6.534133320324435e+29,,0.0006489000237162872,,2.413662741860034e-60,,,,,,3.5289174002150146e-35,,,,,,,,
"$\hat{S}_{x,y}$",,,,,1.5304248489841767e-30,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1541.069445910856,,,6.677581900523747e-37,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,4.894734458760313e-31,4.109891767616156e-14,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,4.1430808979939465e+59,1.49754808686295e+36,2.0430117474713208e+30,,8175875541121882.0,1.4201837716324626e+17,,,,3.106302718204083e+22,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,24331540988000.906,1.2231105952755018e-16,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.022369246745905458,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,7.041342254252963e-18,,,44.70423217013525,2.9225771278689117e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,342163.76719856873,,,,4.919872471228072e-11,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.095706008502999e+40,0.0012429487766105706,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,2.833730253757344e+34,,,3.2192612591800213e-23,,,,20325730104.75586,5.586990220983294e+31,,804.538383896178,,9.23417450139644e+18,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1.789872472381029e-32,2.4415814951657263e-41,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,7.978374606663039e-18,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,1.0829338343657839e-19,,,,2.1152599490436244e+16,1.2533881264046723e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.7275513369036816e-17,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,6.419812944440195e-140,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,4.715820136409106e+137,,1.5874845828831006e-56,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.557677783845771e+139,2.1205219263545882e-138,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,3.5410862987748334e-107,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.299273774261514e+55,,2.823992175355867e+106,,2791.7192366690065,,3.785402648342216e-78,,,,,,,,,3.0667767243484724e+31,167498.41142128033,,,,
"$\hat{S}_{x,y,z}$",,,,,0.0003582022099017268,,,5.825168242124006e-54,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,2.641726899086789e+77,1.7166886147057854e+53,5.186249767660629e+20,,8.304504397721868e+42,1632003.8978956747,,,,,,,4.8114034043396854e+60,1.0921517192045232e+55,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.9281755503477648e-21,4.8375196519423744e+23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.067175064805116e-24,1.204165778121961e-43,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,9.367613740299169e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,6.127436345522285e-07,,,10675077215.21472,57662788.46905812,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.7342206760198574e-08,,,1.9817722611366053e+77,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.265625573793494e-12,6728675.383369965,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.0446343371925195e-16,,1.4861766143028935e-07,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,5.045988480162045e-78,,9572727646379350.0,159600982890.29333,,1.0323894910711354e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,4.782126218038869e-36,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,3.260752542109001e-32,,,2.0783956695421568e-61,,,,,968626674.9601158,,,2.0911200466182925e+35,,86574.89976575921,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,5.9702058754746614e-06,,,9.156237017402282e-56,,,,,,,,,1.1550691975452967e-05,,,,,
$\hat{S}_{x}$,,7.824276744563045e-156,1.0235801213652575e-139,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.278073402368957e+155,,5.763108114971865e+33,,5.736770788884418e-32,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,9.769630917276846e+138,1.7351748050711031e-34,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,3.6578843831768006e-33,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.743140935554899e+31,,2.7338206877154485e+32,,3.573110265206177e-67,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.798682172609352e+66,,,9.649056144603399e-43,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.0363707962869382e+42,1.1130208935944922e+28,,1.1639159902673483e+28,,767162198082225.5,,1.1314698107442161e+30,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,8.984557304854428e-29,6.49097981737276e+23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.5405994597665416e-24,8.591685382467361e-29,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,4.968323385870998e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,1.3035053115232074e-15,,201275.14300776328,,489202343371022.9,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.044143928479868e-15,,0.06497858930195143,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,8.838061700844296e-31,,,,15.38968467525607,,5.120721368486521e+41,13933439755.254135,6.419194395408943e+37,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.9528498585260063e-42,,3.686583121184594e-41,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7.176978675512711e-11,2.7125388662840557e+40,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.0012027180808983956,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,1.557827880575182e-38,,,,831.4500429336101,27215404.99828439,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.674389560115082e-08,,,,,,
$\hat{S}_{x}$,,9.832993198850982e-61,2.0758983843511228e+29,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0169843299768096e+60,,1.0000000000000006e+160,,2.5688310672821215e-126,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.817191474969892e-30,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,2.8810556237366378e-95,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.89282118523279e+125,,3.470949994026952e+94,,12.766361292734699,,4.166463751763165e-62,,,1.6192141269643752e-51,,,2.282879634419047e-34,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,0.07833085536824791,,,2.419334141529985e-41,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.4137425541947574e-80,2.8169757825425355e-35,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.549906272525437e+34,1.5274860797190162e-11,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,2.4001168846766505e+61,4.133368693617495e+40,7.073423637372095e+79,,65467045053.788734,,7.311494103558973,,,5.766957154756712e+28,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.5872953326080304e-46,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,6.175835446018197e+50,,,0.13677095075727902,,6.300024824976549e+45,,1.7342884473812678e+51,,487034086799.3869,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.766053516126311e-52,,,3.03882306936731e-42,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.537510632581149e-08,3.225754201323118e-24,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,2.8372633216846567e-16,65040200.62100096,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,4.380432436835342e+33,,,1.7340166974800185e-29,,,2.0532443767368337e-12,3.29074769136922e+41,3524523058389372.5,,3.1000502133418176e+23,,,,4.7065875609395295e+24,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.1815949032146634e-24,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,2.124681602227283e-25,,,2.391432032861995e+23,5.365354908543554e+37,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.8638096026185408e-38,,,
$\hat{S}_{x}$,,9.999999999999992e-161,6.914930437149163e+76,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.0000000000000006e+160,,1.851124391732123e-17,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.4461461457770962e-77,9.999999999999992e-161,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,2.8320716591754124e-103,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.402122107333295e+16,,3.530984100491159e+102,,0.046607629362750654,,,,,5.178603318614952e-26,,,,1.111923052550365e-48,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,21.455714733245184,,,2.0568732398748204e-21,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,9.288548889571964e-25,1.4229687412665828,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.7027561259777929,8.806597011758244e-40,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.861748311047399e+20,1.076594430291126e+24,,1.1355123876621544e+39,,3.0096066585519986e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,1.9310225913721e+25,,,33226933398.70289,,24.987682883719692,,1.1316787153361661e+48,,,9022.071880402653,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.040019717100361216,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,8.83643022041772e-49,,,,2.3472427494620928e-36,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,8.993428076757177e+47,,,,,,0.00011083928539431787,4.2603177716883585e+35,8.063680379248396e+46,2.0881307272688998e+33,,6.299035543757581e+25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,6.040950960409548e-10,1.2401285182054905e-47,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1655368511.6030226,,4.78897219863201e-34,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,4.5376022067131355e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.5875446217969226e-26,,,1.328776328558873e+35,22038071087.865623,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.525721060101605e-36,,,,,,
$\hat{S}_{x}$,,9.999999999999992e-161,2.537127680042091e-148,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000006e+160,,1.8279268944442346e+83,,1.7379822378979955e-37,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.94146501914878e+147,5.470678302504221e-84,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.753798733924063e+36,,6.831529364899341e+98,,1.3061025141936428e+21,,1.2373139129783142e-52,,,,,,1.6315423141770551e-43,,,,,,,,
"$\hat{S}_{x,y}$",,,,,1.4638010708671446e-99,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,7.656366855838852e-22,,,2.3443741597188768e-62,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.573274819919056e-15,9.106421609724789e-41,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.7422563470936444e-20,388609872625830.06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,8.082023401748705e+51,4.265530721085554e+61,3.6466320920720667e+19,,1.098126182662238e+40,,22046544247850.55,,,7.142301016465293e+18,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,4.5358582676624986e-14,,2364.228377390504,,4.010310600958657e+25,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.00042297098265259015,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.493572442396237e-26,,,1.8589437079316784e-37,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.567614911047571e+33,1.3986820697627842e-46,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,6.129169873871134e+42,,,1.4001090092600122e-19,,,,5.379399041150272e+36,1.3422064491905525e+67,,7.14958761264166e+45,,1.058659798336978e+29,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,7.450418678907942e-68,2.189326419749892e-34,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,9.44590511107416e-30,,,,3000453059778.8174,1.5122458558529846e+18,,,
