ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.3598558556041292e+33,3.9828703285179494e+17,,1.1640306198775038e+27,4.249046902435007e-21,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.1281260316710421e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,2.35346896130266e+20,,,88642578216.08328,5.020130341367612e-28,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.9919801519089131e+27,,,6.69851271403312e-30,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.536631522091921e-36,3.24716735155808e-10,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,1.31810685766427e+58,,,,,,,1.4928687048768892e+29,,7.958653444257284e+20,6.507741027195849e+35,,304.11425413183434,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2564939622060926e-21,,3079607213.7155867,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,1.6789981963957615e+27,,,,,,,,0.003288237846182959,,,1244.876216907804,,483210166907.0479,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.0008032927181177407,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.069492880087442e-12,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.54299271425055e-88,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.3257337477083288e+87,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.470152430670752e+80,,1.9881070498273665e-15,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,6.802015757942551e-81,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,502991023590421.4,,0.01231050924754021,,,,,6.340358934808556e-72,,,,,,1.7336365721412403e-21,1.2632610216029748e-28,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,81.23140805079305,,2.306466416222793e+18,755.1232101726163,115666326.71661957,,5.839975502865192e-66,,,,,,3.120745558607658e-09,1.127125370503317e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.0013242871978089595,5.444621892500068e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.3356365085846752e-19,,18366.748320530645,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.2654672617715804e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,8.645558550934033e-09,,,,,1.326748621385367e-64,,,,,,,,790221.944264333,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,1.5771977742616467e+71,1.7123359498843494e+65,,,7.537222830921942e+63,,,,2.3081412458277956e+33,,,,1.405614249252004e+42,2.5694471561297668e+42,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.371323544389566e-08,5.769796710688649e-07,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,4.332490491245298e-34,551.851038023503,,1733163.3160445367,,,,0.0032051767936138766,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.0018120832092326528,18617385.300584175,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.07279295970650464,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,7.916020386120059e+27,88721275039.1246,,,,,3.891887784554602e-43,,311.9952702741516,,13.737592262107759,,9.583701498811593,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,5.7682216450065144e+20,320436248.7168473,,,,,7.114327423275261e-43,,,,,,,0.10434381748262954,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,5.7297898185016775e+99,,4.074729894104482e+25,1.4388158643161085e-06,,,,,1.723091175281233e-20,,,,6.288581769691532e-10,,1.1689185982922854e-07,,,
"$\hat{S}_{y,z}$",,,,,1.745264715942926e-100,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.454150400120628e-26,,7.06515078327713e-46,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,695015.967505554,1.415397959187158e+45,,5752905.533200841,2.9937995352947194e+23,60375265.19407524,,4.831830887517221e-12,,,,8.00476691822187e-05,,4.034959216315133,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3.34023700722352e-24,5.812264938482991e-14,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.7382520784129982e-07,,17204996857232.068,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,1.656307424547979e-08,,,,,4.747453314530695e-16,,,,,,,,1.1193371340519873,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.8933858884677681,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,5.803523425490156e+19,,206960885693.1328,,,2106392488240517.0,,,9016841.397643099,,,996981104423255.2,,1.7426958414756606,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.069392904539105,140916633.48944327,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.742784287374957e-05,,7.096394337826093e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.1090358096587889e-07,,11438.00381125785,14.410695252516339,0.2239304970071497,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,7.075129624321586e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,1590183664.0172243,,12492.556125820762,,,,,1.0030280369039604e-15,4.465671328224988,,,,141340166.62569445,0.0441438778300769,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,8554915.641353773,,0.24783397957445413,,,,,0.5738235991618773,,,,22.65319788735601,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,7.278410186842779e-116,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.3739264129516985e+115,1.1716305572003219e+55,,2.476214779314681e-18,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,8.535113682845189e-56,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,4.0384219024682534e+17,,0.04726753661679449,,,,,1.8387725657613485e-67,,,,,,7341.229035240777,0.0005365694466123129,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.865364735090144e-13,2311.395115752911,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,21.156169150661704,,1.739296113633064e+24,5360881875745.736,0.028765993832341085,,6.6643526130722405e-59,,,,,,1.0301429478615548e-14,0.033153727031023456,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.749452276479749e-25,,0.0004326391421287837,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,34.76326963804456,,,,,2.616679729809717e-50,,,,,,,,1.1958067574341145e+20,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,8.362555185302147e-21,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,5.438410484365408e+66,1.5005208428474853e+58,,,3.8216369722584245e+49,,,,3.228829218114836e+33,,,,1.1141051808936717e+45,3.835723118812624e+44,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.361518281897832e-12,4.353735088622386e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.5374928186302512e-08,229277956749.7007,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,3.0970978408819454e-34,65040954.20041686,,229687838061.92056,,,,0.08608385946525249,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.0009081999413354796,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,1863.6916550385122,30.162521367937135,,,,,2.607070346385057e-45,,11.616579533166112,,1101.0791285997348,,928.9636437390125,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,0.0001362169733704817,97073906303573.9,,,,,8.975813210004615e-46,,,,,,,0.0010764683922129302,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.478838962136131e-159,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.1794067613097621e+158,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,6.16255093478996e+34,,4.2038732242001715e+86,,,,,,8.800999373163566e-63,,,,,,,2.41583425319515e-24,,
"$\hat{S}_{y,z}$",,,,,1.6227046406296086e-35,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.3787586986290716e-87,,4.540536899501494e-61,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.015679802510682e-29,7.250989806864579e+18,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.2982800581525083e-28,,1.3791220600714274e-19,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.202382718461753e+60,,4.351079827946897e+27,4.961105423363494e+28,,,,,,,,,,,1.7043677724037502e-09,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,586727827.2867439,,,8.758548673755334e+19,,6.28795553252265e-34,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,1.1417416711931542e-20,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.136234599731081e+62,,,,,,,,,,1.1354638657021856e+21,,,,1160158586895008.0,1.5903420353846114e+33,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,8.806973345484553e-22,4.605830454247675e+22,2764.177807831122,,,,,76340.31427945421,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.045266004747368e+29,,0.0003617712280183009,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.2837853850568926e-30,2.171161118355456e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,4.139356823330961e+23,,,,,,,8.619511257304498e-16,,,1.3099238710746758e-05,,196163827.67156667,20257592.699607383,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,5.0977798092025445e-09,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,4.936420703232824e-08,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.0640843007324205e-23,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.844763363808152e+22,,,1.268566716188998e-122,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,7.882912165661885e+121,23423428329197.94,,10131.858983279959,,,,7.088340685649615e-21,,,,2.4013587497642344e-30,,,,9.282813660899692e-36,1.933477481090551e-48,,
"$\hat{S}_{y,z}$",,,,,4.269229875088237e-14,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,9.869857068187034e-05,,,1.758441145432125e-26,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.0332405095730036e-09,1.199571103578843e+17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,8.336312845620943e-18,1.385068849476765e-20,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,5.686855102302879e+25,967828875.0150335,,7.219857701498148e+19,6.140373254671037e-15,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,1.4107674057265694e+20,,,162856549353785.78,,,1007799036645314.2,17966413917.45448,,4.247055949789901e-23,,,,3.927956432990014e-09,2.189134023604241e-06,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,9.922613176221372e-16,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,5.5659410085642856e-11,,,,4.712849273859782e-43,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.851992267103845e-18,1.2078257059357896e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,8.279340264787857e+20,0.15412628070374007,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,4.164309060852236e+29,,,,,2.3545722303222055e+22,,2.1218586504486463e+42,5.399590580169134e+17,,6.488186151213171,,,10687890463.004208,2.676143455876715,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.8424390329882735e-05,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,5.172028170899431e+47,,,,,456801.6344442799,,,,0.37367204579561525,,35181.053609044124,,59724.031536930306,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,1.077259585864702e+35,,,,,254585308.43194366,,,,9.356383314943843e-11,,,,,1.674367878835592e-05,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.437811974364732e-75,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.955012323094817e+74,,1e-160,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1e+160,,3.5708618933635934e+35,31226.545798526262,,,,5.436912591174698e-09,,,,9.257965931490419e-14,,,,2.808718745499432e-06,,,
"$\hat{S}_{x,z}$",,,,2.8004443461072766e-36,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.202403514151075e-05,,,3.4332659200865387e-22,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.4150795726485815e-27,,6244367221.774261,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.912678549451812e+21,,1.8466949314114838e+26,1147.3720004292666,8.093006556521595e-17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.000871556914083549,1.6014432919847756e-10,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,183927915.5642891,,,1.235634733539378e+16,,,,,162926.177670661,,2606585718110.0303,,,,5.0078130565868224e+17,,8690.076576999742,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.00011507378457938182,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.137749097762547e-06,,,,766.8923958445213,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,895036435172.2856,0.000243869168490015,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.992559144673261e-10,1.117272951919002e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,10801508748250.625,,,,,,3.8364362739049875e-13,,0.0013039639008270187,2504659201.6906414,,4100.559353983872,1018128395748878.9,,203367097327622.88,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,4.0030505572234645e-05,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,9.821943913708991e-16,,,,2.055647912066385,24980.948546740437,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,356034.22436025547,,,,,,1.99687965325441e-18,,,,4.917216271169999e-15,,0.48646462953608466,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,3.2908143464158453e-52,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,3.038761518373527e+51,,2.9763375084960578e+57,,,,,,7.400078576550411e-77,,,,,,8.69290348936208e-05,,,
"$\hat{S}_{x,y,z}$",,,,,3.359834014608443e-58,,,,4.708274615772101e-45,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.123920292690939e+44,2.0104383776969135,1.2091052927415089e+23,,,,,,,,,,,,4.600018666309567e-19,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1486652834084211e-08,,8.27057830284254e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,87057562.7595109,0.4974039548257949,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,0.003210591384910959,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,2.1739042220067008e+18,,311.46909715754236,1.3279785792851274e-48,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.3513370022432325e+76,,,,,,,,,,1.2346036957361199e+48,,,8.038666647556716e+34,,7.530241945154841e+47,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,31415337.815143313,4.87404222186495e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.183158512839433e-08,,0.5877010415039455,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,8.099765159084188e-49,205168514.03420362,1.7015453936255895,,,2.1520545532083344e+17,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.301645865792519e-09,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,4.646722354269208e-18,768258115.575192,,3.974634929086073e-13,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,11503.636284743616,,,,,,,1.2439873972183453e-35,,,,,2515954340062.9746,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,8.271772645097885e-11,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,12089307128.051105,6.196827704145218e+28,,6.527330771800822e+56,,,,,,,,,1.1889979089127078e-43,,,1.0322677091990969e-05,,,
"$\hat{S}_{y,z}$",,,,,1.6137289073425008e-29,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.5320198025204576e-57,,,,3.2795659532894887e-45,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1199.955491860435,0.0010948054174235618,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.049183990329496e+44,913.4043219783565,7.9849276734127494,,,,,,,,,,,,8.382872899632949e-20,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.0008333642429100267,,0.125235949641683,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.1929084598715386e+19,,2.587922771103329e+18,2.2099615743765646e-11,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.864102944515854e-19,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,1.0059700995313687e-17,,,,,45249655541.278015,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,8.410443723273332e+42,,,,,,,9.940653310330498e+16,4.2873416261674045e+31,3.0796902511862796e+30,,,12666652051.89272,1.435976271641576e+32,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.0485888768326874,,3.2470797984141604e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.32802061557048773,2.3324476731608926e-32,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,1.9049169880198054e-08,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,7.894745951046904e-11,,,12.650201021389767,52495725.86569861,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,96874.09487756502,,,,,,,,,,6.963903371862978e-33,,0.07905012721213965,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.5330935216000996e-123,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.9477421242952054e+122,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,9.315353885544878e+57,,2.8734600680358903e-08,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.0734965222864505e-58,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,34801249.236901164,,1.3134676947194536e-06,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,761343.4300823,,6.485764219405963e+52,1.3582636864098469e+17,1.3614944144808037e-12,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,7.36234068543195e-18,3864596701737558.5,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.5418383496086925e-53,,2.5875921271432817e-16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,4.720850761943989e-25,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,734487038186.8904,,,,,68731571376.9593,5.55270260559845e-09,,,,,7.464371630228823e+20,,2.1182622591276582e+24,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.4549354539204196e-11,,,3.925413574825851e-12,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.545144125485323e-06,2936058.0345203667,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.1784801368553301,,3.405927227059596e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,180092483.0715337,,254750227189.5935,,5.602864372580383,282075.9790303595,1.1050983577819176e+16,,2.7435232420752272e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.311747925982111e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,9.0489682928055e-17,,,,432573114.3784482,0.34415750357993474,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,1.3396974983805095e-21,,,3.644948162507967e-18,,,2.9056463671370683,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.5551304089152125e-133,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.1953268298154965e+132,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,3.739007505378587e+113,,21121880.367553215,3.51604339368354e-23,,,,,2.4091111754683352e-67,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.674506532980994e-114,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,4.7344269667210566e-08,,9.933411351300965e-20,,,,,,,,,,,,,,
