ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,761.1915334704861,,,3.879847143366521e-23,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,1.0437369665809926e+70,,1.4022736766186607e+37,,,1.5461166812536901e+30,,2.577421127813571e+22,,9.824541949158884e+22,1.5442742425659348e+42,,3.3286938005111975e+24,1.0512313886128415e+24,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.0178591583962993e-23,,3081528636431492.5,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.475533764899299e-43,3.2451426482865063e-16,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,3.0041813994619363e-25,,,80.69944568996284,,28.23123668420598,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.012391658845364003,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,1500400281.396366,,0.6846817508582517,,,4.462090224174215e-07,,,9.512653549277632e-25,,,,0.03542175680031232,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,7.320244732289986e-154,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.3660745460994592e+153,,0.0291170321981984,,,0.9761870131794234,,,4.748726505740162e-15,,,,9.693011529802568e-19,,,,,
"$\hat{S}_{x,y,z}$",,,,,34.344159569321576,,,,8.149444141008014e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.485486821997632e+17,,3.470077327585609e-25,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.869039681024734e-18,1.3530565147259946e-13,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.0243938779138417,1.2270775560850814e+17,7390674292732.765,2.881780161065674e+24,,,,9.448223742509855e-15,,,,1.4385465561318963e-11,,,,0.7113557544949313,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.405766374533666,,1.153231557810531e+39,5.908582614345351e-14,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,8.671285425960343e-40,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,210582773885002.78,,,,105839999903977.39,,,,,2842683.6848596027,,244128653032981.6,,,,16924532756335.105,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,3.517802579745657e-07,111270.25822241705,,25.0016783998631,1.5412816419313107e-17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,8.987127521544074e-06,1.2708954454228676e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,78684.67886965068,0.03999731474049661,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,1.0316711136939795e+18,,,,69514608042.22403,,,4.096200866126521e-15,,6.488106863758819e+16,,,,3796545869880.8223,149749979247296.47,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,6.6777972526367055e-15,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.633973180551592e-13,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.7456858157083865e-52,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.6697380645388682e+51,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,8.318882981824486e-80,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.2020844651678e+79,,4.7894352500028326e+44,1.636215848335481e-34,,,,,1.463052739261791e-96,,,,,,,4.2074328702753656e-67,,
"$\hat{S}_{x,y,z}$",,,,,2.087928842966211e-45,,1.4613783494190867e-48,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.00034877967516345695,,108954.05275408168,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4.969658863091486e-14,9.178180845251188e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,6.111663085388752e+33,6.842854900632068e+47,,2867.1395474273154,20122105511643.266,0.06801081375472774,,7.204450657205661e-61,,,,,,,3.8196053984272426e-20,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,2.507442187863036e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,14.70354411000538,,,,,1.904911539159375e-54,,,,,,,,398812.7841353138,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,6.83502359938554e+95,,1.3880308819935243e+60,,,5.249587602589113e+53,,,,,5.638549584892115e+34,,,,6.513991742717765e+28,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2155902260867787e-06,,3.416513018496303e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,822645.6403974178,0.3362906514643214,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.7735057304087422e-35,2.9736181949919427,292696089429838.06,,,,,3.0712158300892563e-15,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.0131401531205029e-22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,2.37674617951671e+66,,2.618071490871175e+19,,,,,1.535156996657138e-29,,,325603948183263.25,,4.967364037967911e+21,1186383869.8878057,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,8.428975017121298e-10,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.318616085694362e-113,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.315556604608943e+112,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,4.9376319413854356e+95,,5767083977505578.0,,,,,,9.617015268068307e-57,,,,,,1.720328170346788e-18,3.416456438291509e-42,,
"$\hat{S}_{y,z}$",,,,,2.0252623360165096e-96,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.733978565078096e-16,,2.380387025521353e-28,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.3729109161663073e-31,1.1992460033294963e-19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.2859882704438126e-18,,8.338572713385538e+18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,4.200997523841653e+27,,3.043224496552868e+17,4.2142332153606825e+30,1.2224392283797304e-13,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,8180365753849.701,,,,,1.9785055221140312e-59,,,,,,,,1.0753928436315131e+22,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,9.298927419147428e-23,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.039823658511111e+56,,,,,5.054319984568459e+58,,,,,1.4361701267045701e+37,,,4.642446101321363e+34,7868847556.721727,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,6.962963380213149e-38,4882104.242908403,130635865.25734523,,,,,7.964334667336049e-05,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.0003341058872953138,2.0482971076510087e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2993.063091750033,,7.654865668245522e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,2.9270093679288268e+41,,,,,,,1.270834125062926e-10,,,12555.976635453027,,6657.921993933939,3.721315154249498,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.00015019701355935145,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,5.812844416762748e+17,,,,,,,2.1540368550867474e-35,,,,,,,0.26872220130511265,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,4.4160507806802723e-10,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.1982530821814504e-55,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2264466713.9582906,8.34548239324763e+54,,2.899239345356484e+52,211256303.73212287,,,,,,,1.4372545960495514e-22,,1.4305554083226988e-11,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.4491805638662863e-53,,9.659392897612015e-57,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.4832756999501034e-06,,4.889051246592677e-21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,4.7335865597081524e-09,1.0352617505052713e+56,,402693.90950835345,635909.7144304117,,,,,1.1588011432817531e-32,,4.1194187494865685e-19,,,,8231781.00647316,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.572550280814166e-06,2.0453866191256007e+20,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.2148039400144853e-07,,,3.8595720153176156,,3.1498132690882783e-30,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,0.2590960852735137,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,2.422780232443767e-10,,,,,,3.174791375139049e+29,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6.719394647069048e-20,152480365.40430173,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,6.95770953002069e+21,,8.629608330968467e+31,,,,,4127489512.291991,1.4882293011859229e+19,,274.7944899952747,13654.802930185951,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.558221429680469e-09,0.0036390831563514817,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,69902919815.77159,,2.427526942058602e+18,,,,,,,7.323430481661166e-05,,,,1991262442892553.8,178028988.10323685,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,5.617062764071389e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.021939742645761e-16,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.960940160507064e-117,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6775877178323086e+116,,,1.797216524458996e-86,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.0599729792152042e-150,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,5.564159834892589e+85,9.434202754304097e+149,,3.435522300284665e-12,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,291076556224.6942,,0.0018354984944182484,,,,,6.681061393866575e-54,,,,,1.2303977918895e-25,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.481413251790545e-18,,1674.3382000335332,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,544.8111251744419,,6.75031088584719e+17,1.5829242173441737e+20,0.384997631018888,,5.363081350255798e-42,,,,,3.6679812791179334,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,6.317421826281725e-21,0.0005972509018667628,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.0599006557659108e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,2.597418579832612,,,,,3.159375367827714e-52,,,,,,,,94348465.07169816,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,1.4967681645883866e+53,1.8645997229788504e+41,,,3.165182618637583e+51,,,,,2.3555358129757696e+24,,5.498366477446506e+26,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.00265454961899454,9.235942057172348e-29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,376.71173778200784,,2.1991080156880636e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,4.245318600088236e-25,1.0827265846946614e+28,45472982357672.73,,,4.264697453946171e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,0.0008978861279398728,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,8.127452817225215e+24,0.2726295266808116,,,,,1.8187219860695965e-27,,,2344832.220336496,,,8.65619239875059e+16,1113.7269737025777,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.155242344364177e-17,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,115053.88062249772,,,,,,,8.915584592728462e-72,,,,,,9.151850258415678e-21,,,
"$\hat{S}_{x,z}$",,,8.691579932719446e-06,2.7167092589838368e+72,,1.4569437790728628e+92,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,3.6809238850021145e-73,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,6.863682829521106e-93,,,2.1656585451883998e-73,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.617533092748034e+72,9.732177673680304e+18,,98817454173.5811,2.5175650480738905e-20,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.027519259851163e-19,0.0005321136680546927,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1879.2977140688972,1.0119669732063898e-11,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,9.253549344421757e-19,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,3.972092005189969e+19,,,1.0806664154255816e+18,1.2868254689348015e-39,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,1.1216314416618272e+71,,,,,,,7.771061609681788e+38,,,,2.0957197432708668e+26,,,,9.623852819494195e+37,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,106.94431737898626,2.260457987498968e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,4.7716303824063004e-27,3603.099104384383,,442388226.425932,,,,18573361.246002406,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.0002775388550326477,0.009350660460585561,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.409569966482087e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,5.3840550816575146e-08,,22677948362.338615,,0.04008056481536699,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,1.0926752205986321e+20,,,,,,,,,1.039084884979109e-38,,,,,,,24.94974820356318,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.4969113673220506e-61,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,4.004947925214121e+60,,2.898481888188237e+139,,,1.6109870200972413e-22,,,6.120801657515305e-99,,,,,,4.5076328438942995e-33,,,
"$\hat{S}_{x,y,z}$",,,,,3.4500819345297796e-140,,,,1.9933117852900318e-146,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.00032566763236027316,0.00189569435852748,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3070.6152550454867,,4.5782567245680666e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,6.207374656188345e+21,5.016776639658996e+145,527.5111968876516,2.18423749510103e+23,,,743714607.6984639,1.1510093142205595e-67,,,,,,4.129935962969979e-13,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,1.3446017997342416e-09,,,8.400890077833023e-75,,,,,,,,1747259.974329163,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,5.723246767464793e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.633772920532672e+98,,,,8.6880270006953e+66,,1.1903500590236817e+74,,4.725097168353157e+23,,,,,2.3796355897463442e+39,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.594616486990986e-05,,0.421101271756685,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,2.1163585940572964e-24,,13167.221830265238,69.26175587661416,1314286716187818.2,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.014437982221840326,2.3747256706880866,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.1101660504564708e-17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,7.608689851941674e-16,,,,9.007661507833234e+16,3028.6649660666308,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,2.2184592992184908e+32,,,,2421345049817.3477,,,4.202324105039101e-40,,,,0.0003301784816756123,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.178523627932458e-84,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.1461147282723597e+83,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.0403303834297676e-148,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,4.901167027268464e+147,,1.6579078287766783e+54,,,,,,1.1435174538680098e-55,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,6.0316984010979114e-55,,,9.551470293234184e-14,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,10469592317199.094,1.9994862643112597e+43,,2.2510387757123818e+22,,1.18463551277566e-18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.630716674112602e-11,4.44239348868405e-23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.001284669212062e-44,61322731034.450035,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,8.441415010908716e+17,,8.566845618979736e+16,,4.0021786905033404e-50,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,1.1672907911221288e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,8.744947413066987e+54,,,,,,2.498639059702338e+49,,,33512571936.049152,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.983954803314602e-11,9.288610889815295e+23,,580915869950.6476,,,,3.3577798695137465e+21,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1260320681.377557,1.7214196611377759e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0765872441663718e-24,7.934488537528234e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,2.97815830358413e-22,,119334539.72228311,,3.2572708221586424e+19,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,8.379803553331777e-09,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.070054823802722e-20,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,9.269136168901427e-132,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.7429275660073807e-41,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.0788491848410502e+131,5.73747308553249e+40,,2.1350216983702729e+40,,,,,,2.2084680144889662e-44,,,,2.4689311582323666e-32,,2.5345572295492213e-20,,,
"$\hat{S}_{x,y,z}$",,,,,4.683793147223424e-41,,,,9.195484427147924e-80,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1314971000583951e-15,,2.459244730700447e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,883784854551011.5,8.8943566142126e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.0874902871323338e+79,11243084164.199863,4.0662890826452155e+23,,,9.628784231475156e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.625361748776059e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,1038552714403.0698,,,1.0481174419930588e-19,,,,,,,,6152476522552.76,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,4.528025732948627e+43,,,,,,9.54091554948689e+18,,,269233719579109.2,,125521252.62459064,,3.001523856130699e+30,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,3.7142450119668946e-15,22614369328816.28,,1.390257909212735e+21,3.986025712730611e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.4219672256159426e-14,85567.47511372379,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.1686683505279852e-05,7.192909987228719e-22,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.5154696690352988e-11,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,4.050335695532114e+31,,,,,,,7.966778366933632e-09,,250876.45491251833,,,,7.600716494949286,65986144126.30041,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,3.945462301428692e+19,,,,,,,3.331641019469064e-31,,,,0.13156654384682087,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.390371200303142e-50,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.1918423823297237e+49,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,2.103074178352306e+134,,9.592939866481932e-29,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,4.7549440257189085e-135,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.04243330399061e+28,,2.1685027674528133e-13,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.15345190060584007,,1.0030805417827764e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.1211614519098034e-10,996928.9188111442,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,4611476706458.757,,6.516699995581169,4714398326.91492,2.2686317458691042e-24,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.1477070198662959e-18,,,,,,,,,,,
