ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.913848075243347e+16,3.626525370909176e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.5550301922177295e-17,,6.725027335983538e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,27574603.724592127,1.4869828032509397e+21,,,1.2692715411429063e-25,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,7.878534794056419e+24,,,5.5115276378703884e+29,5.017233928877894e-81,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.8143789992612507e-30,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,1e+160,,,,,,,,,,1.993130107496603e+80,,,,,47138.92012304771,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,109814499638.65466,,0.05975104599058081,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,5.588053081022199e+145,,,,,,,,,,,,2.121389283822538e-05,1.3997649744123476e+24,16.736108689338103,,,1996353.0365521498,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,9.10626559598693e-12,7.144056454333143e-25,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.0242479938197733e-20,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,5.009134064419159e-07,,,9.763260519267954e+19,437494712.71817344
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,2.2857419093980748e-09,,
$R_{x}$,,4.907578854764356e+38,3.1796713127656226e-54,,,,,,,,,,,,,,,,,,
$R_{y}$,2.0376646603022668e-39,,3.547231781981961e-45,,,,,,,,,,,,,,,,,,
$R_{z}$,3.144979155503395e+53,2.8190996852234604e+44,,,,3.4468316235518043e+23,,,,,,,,5.9173674427249916e-145,,,7.2229912732083e-152,,,,
"$R_{x,z}$",,,,,,2.7677455494035725e-07,,,,,,,,,,,,,,,
"$R_{y,z}$",,,2.9012151135179186e-24,,3613048.895392469,,1.2534057533244378e-60,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,7.978262405032659e+59,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.4905797302035743e+19,1.363140110006255e-23,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.864853626883575e-20,,1.8191432620357867e-48,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,7.336003046637746e+22,5.4970931694566435e+47,,,3.5238428332535786e-09,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,283781101.29182345,,,6.843799419502786e+24,2.260424300951417e-60,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.4611766632877908e-25,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,1.6899406867650803e+144,,,,,,,,,4.423948192288935e+59,,,,,46884238335104.33,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,6.744016530612288e-25,1.574410770223487e-23,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,1.3844679609529987e+151,,,,,,,,,,,2.1329129692851495e-14,6.351582566079946e+22,9280.847651195869,,,,546488713947652.4,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,1.4827958909365398e+24,,0.00010774877873048014,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,1.156555758739958e-13,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.8298639559751072e-15,,8646362204702.331,,4.331235486551951e+31
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,2.3088100453205533e-32,
$R_{x}$,,2.612426476530986e-18,2.1494223063910116e-41,,,,,,,,,,,,,,,,,,
$R_{y}$,3.827858923432324e+17,,4.219430833160399e-56,,,,,,,,,,,,,,,,,,
$R_{z}$,4.652412869386521e+40,2.3699878953839593e+55,,,,0.04227975097241077,,,,,,,,1.2148950855664027e-146,,,1e-160,,,,5.770902669332502e-128
"$R_{x,z}$",,,,,,1.7482527105823586e-13,,,,,,,,,,,,,,,
"$R_{y,z}$",,,23.651984153183403,,5719996851409.949,,1.0810408572206939e-75,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,9.2503441782113e+74,,9.56587958463632e-65,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.0453821743753619e+64,,7.3048848378949446e+22,1.0615889842789458e+39,1.1986920673686775e-17,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.368946974786492e-23,,1262478594.4756787,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,9.419841528208976e-40,7.920926377490867e-10,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,8.342426109444115e+16,,,,35.15848297214555,,5.48069162479663e-83,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.028442637891750167,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,8.23116343032851e+145,,,,,,,,1.8245872390915748e+82,,,,,,2.39180582212122,,,,1.575252018839309e+23
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,1e+160,,,,,,,,,,,0.4180941407330175,73196.80253198835,117966.15223097727,,,,1.2433682544342973e+30,1.8266215986924964e+21
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,1.3282324259563231e+19,,8.477007862746966e-06,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,7.528802794285067e-20,1.3661798950343243e-05,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,1.2205069803562973e-07,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,8.042669550502365e-31,,8193316.51596187,,0.6589648808576459
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.732831165762264e+127,,,,,,,,,,,6.348190562782638e-24,,,5.474587625131578e-22,,,1.5175315544866295,
$R_{x}$,,1.2488525724078282e-12,1.6850469251597322e-33,,,,,,,,,,,,,,,,,,
$R_{y}$,800735028372.4585,,7.149649035284242e-77,,,,,,,,,,,,,,,,,,
$R_{z}$,5.9345528309557676e+32,1.3986700536836125e+76,,,59.2268817125659,,,,,,,,,1e-160,1e-160,,,,,,
"$R_{x,z}$",,,0.016884225052622253,,,1.0382965228225863e+76,2.5117092412549333e-38,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,9.6311600589928e-77,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,3.981352552974511e+37,,,7.8902549936649e-147,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.267386162808302e+146,,15430348694472.062,4.135977527285088e+16,,9.77105001170406e-22,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6.480734945142562e-14,,63779144.45045136,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.4178081080058807e-17,1.5679106526379928e-08,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,9.917170018112464e-20,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,1.0234314621275806e+21,,,1.008352179274557e+19,,,1.8318393966662118e-98,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,1e+160,,,,,,,,,5.458993849678705e+97,,,4415.70057897241,,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,0.0012122839827238066,121.5730002963919,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,1e+160,,,,,,,,,,,0.00022646463049646198,,21.5774918095422,824.8892291335577,1775849.0387402282,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,0.04634458948364752,,0.00822551057851682,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,4.972059739156665e-08,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,5.631109278913659e-07,,,,20112389.079412285,,1.8666518288060042e+17
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,5.357185440627381e-18,,,
$R_{x}$,,7.264045799099431e+25,1.260539251954414e-58,,,,,,,,,,,,,,,,,,
$R_{y}$,1.3766433027225356e-26,,6.347017737813005e-82,,,,,,,,,,,,,,,,,,
$R_{z}$,7.933112740833269e+57,1.5755430996236203e+81,,,3.412533120477089e-17,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,2.9303744892597412e+16,,,3.410275222752673e+21,14375328383.240717,,,,,,,1e-160,1e-160,,,,,,1e-160
"$R_{y,z}$",,,,,2.932314651111442e-22,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,6.956362827619552e-11,,,,,1.107120253751202e-145,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.8831648168825077e+41,1.1223527540301818e-11,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.4684108037960676e-42,,2.113522570748525e-07,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,9.032442470560433e+144,89098547351.46028,4731437.524444511,,,,5.144126540451701e-62,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.3250194422934965e-19,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,1.943964620886233e+61,,7.547059070084923e+18,,1.1159600584022921e-113,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,,,8.960894186765869e+112,,763866395.2281725,,,,,,3.2322093772539584e+45
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,7.012933188026618e-13,46282.04552368371,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1e+160,,,,,,,,,1.309129458039966e-09,,447500446315.877,1425936870049.3662,26160388.49666138,,,1.5413062014873398e+22
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,2.23463464278677e-12,,2.1606650887724364e-05,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,9.49683218863781e-07,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,3.8225732011878236e-08,,,,1052982.7000590987,,16912.408968196247
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1e+160,,,,,,,,,3.09385897781655e-46,6.488003480651757e-23,,,5.9128182264306526e-05,,,
$R_{x}$,,1.4540318113525734e+30,8.081616487474395e+29,,3.099275604700754e-28,,,,,,,,,,,,,,,,
$R_{y}$,6.877428624273201e-31,,1.2764846976004475e+29,,,,,,,,,,,,,,,,,,
$R_{z}$,1.23737621248161e-30,7.834014789835029e-30,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,1.067904372305153e-34,,,,,,,,,,,,,,,,
"$R_{x,z}$",3.226560421032816e+27,,,9.36413433574978e+33,,,83473419.7585743,,,,,,,1e-160,,,1e-160,,,,
"$R_{x,y,z}$",,,,,1.1979861408484837e-08,,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,6.679077531224781e-14,4.448073735023377e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,14972127443123.484,,0.00873640847081407,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,22481641.707649086,114.46351247663432,,,3.5748347240416238e-43,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.7973321207684354e+42,,,1.2004787523568654e+54,4.352537360020684e-65,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,8.33000999007045e-55,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,,2.2975104342246194e+64,,,,,7937056.523539093,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,1.1594314626057315e-07,,1.6016689748465954e-17,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,8624916.886010477,6.025773202678292e-20,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1e+160,,,,,,,,,1.2599129123426036e-07,1.6595380648503783e+19,6.243487360400285e+16,,,,1.7519532691540186e+17,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,5.7079148034746324e-18,,3978022193825.8843,,2742431115707058.5
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,2.513812018324223e-13,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,3.646399700880648e-16,
$R_{x}$,,3.7261359081674115e-44,1.532639893171852e-125,,,,,,,,,,,,,,,,,,
$R_{y}$,2.683745372271781e+43,,1.2048701674499554e-76,,,,,,,,,,,,,,,,,,
$R_{z}$,6.524689879567632e+124,8.299649431244924e+75,,,298127514.05643314,,,,,,,,,7.506034512544566e-152,,,,,,4.586712814257461e-153,
"$R_{x,z}$",,,3.354269407722992e-09,,,4.003698562159724e+22,3.5309733193279507e-72,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,2.4976905340759915e-23,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,2.8320803063737956e+71,,,1.12020514375481e-112,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,8.926936334608364e+111,,1129967271331.6113,71613218.91488855,2.6448182721835304e-26,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,8.849813843028823e-13,,0.0005737288560514353,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.3963902407298407e-08,1742.9836227556752,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,3.780978113004384e+25,,,,34704709062353.75,,5.585052562412407e-74,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.881453344568617e-14,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,1.3322613935877004e+151,,,,,,,,1.7904934444664565e+73,,,,,4038418.992881333,,,,180950.61057406207,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,1.8324515653148195e-06,311737.2853676303,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,3.207829306721218e-06,4.8294565953053695e-17,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,2.4762165633698143e-07,545717.0158973329,,2.070626332933777e+16,,,0.00014119165138401984,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,0.01361253151489266,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,2.180210622499785e+152,,,,,,,,,,,5.526369857650774e-06,,7082.571739883911,,73.4617215692731,,,778515443918.7632
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,1.2844960338440612e-12,
$R_{x}$,,3.930792619732813e+54,1.4433080197413475e-34,,,,,,,,,,,,,,,,,,
$R_{y}$,2.5440161736845147e-55,,2.9496543066696626e-96,,,,,,,,,,,,,,,,,,
$R_{z}$,6.928527981014116e+33,3.390227789537345e+95,,,,2.5625551155488208e-58,,,,,,,,1e-160,,,,,1e-160,,
"$R_{x,z}$",,,,,,1.0733421805648445e-10,,,,,,,,,,,,,,,
"$R_{y,z}$",,,3.902355090559021e+57,,9316693391.04657,,5963414798497862.0,,,,,,,1e-160,,,,,1e-160,,
"$R_{x,y,z}$",,,,,,1.6768915693268432e-16,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,4.64094409455455e-28,1.4429199768082793e-31,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.1547339929678307e+27,,5.933436515080784e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,6.93039126266716e+30,16853639.496408854,,,1.008414081288798e-07,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,9916561.247557705,,,7628469.890507054,3.171382977609346e-100,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.3108788713243927e-07,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,1e+160,,,1e+160,,,,,,3.1531984848888253e+99,,,,,5185975954.615845,,2.151975792170972e+21,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,145937.452062117,4.3861852958222876e-11,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.9282773556054327e-10,22798854415.760105,1134991432.4651892,,,0.016026387384077464,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,6.8522506448472105e-06,,8.810639194236125e-10,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.5294514609463295e-05,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,1e+160,,,1e+160,,,,,,,,4.646892421550768e-22,,,62.39709399471524,,,65382.918355660804,6.45314808728055e+28
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.5496312597738858e-29,,
$R_{x}$,,8.256647051956035e+62,1.5418014978329755e-05,,,,,,,,,,,,,,,,,,
$R_{y}$,1.2111453883245448e-63,,1.968188742198751e-45,,,,,,,,,,,,,,,,,,
$R_{z}$,64859.192406124566,5.080813534594531e+44,,,,6.21781610085168e-72,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,2.896375639351161e-38,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1.608281724290665e+71,,3.4525908394396576e+37,,3.0859752526825575e+27,,,,,,,,,1e-160,,,,,1e-160
"$R_{x,y,z}$",,,,,,3.2404666859551974e-28,,,,1.6360595629348158e-134,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,5.910203709686384e+69,1.378292584771807e-09,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.6919890567580173e-70,,2.0884685603308273e-61,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,6.11224690503424e+133,725535355.155061,4.788197529014243e+60,,,1.2374766877170164e-11,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,80809603116.23082,,,2.047643851807188,5.953068440137955e-92,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.48836617711494623,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.679805985863697e+91,,,,5.487138041357657e-13,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,333921382679.53687,1.1816686128861284e-05,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,6.490599050741489e-20,2.9947168760968397e-12,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,1e+160,,,,,,,,1822443671842.7712,1.540689837998481e+19,,84626.09475236735,10077310727063.807,,,122423670.09021154
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,9.923282382415598e-14,,,,3.1326156008796713,1.6431348509770387e-20
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,0.31922205830782097,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,1e+160,,,,,,,,,,8.168355018789422e-09,,6.08592775818358e+19,,,
