ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,y}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,5.3309067325923395e-12,,,5698.924312866249,,,,12152.386212943316,,1803.7236751905555,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,0.0021313354570454144,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,469.1893979872414,,,,,,,,,,,,,,,,,1.4071751996168991e-53,,
"$\hat{S}_{x,z}$",,,7.106435646906285e+52,,1471172465.2141798,1.4169521916079607e+20,,4.019075084548748e-53,,,,,,,,1.804663306609164e-43,,9.027656872457871e-42,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,6.797299593657197e-10,,
"$\hat{S}_{x,y,z}$",,,,,,,,1.2233006910543664e-49,,,,,,,,,,,7.057401131263276e-21,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.17460504447273e+48,3.133101598033309e+22,,2299178052108718.5,,283379867.2270998,,,,,2.6048931311663872e-08,,1.1139672354302407e+19,2.488134655270511e+52,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.22162901530015e+19,4.349380419158221e-16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.191725415568119e-23,4.5012015647666375e-20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,3.5288321989317715e-09,,176064.8281563841,,236524.34551714474,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,5.679726101295945e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.227894586553306e-06,,,1067389104.3705,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,9.037645882849644e-11,409908.3956823562,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.439569451451085e-06,1.752438441286871e-27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,9.368654747415254e-10,11064828307.75277,,5.706334536154481e+26,0.35258064837272185,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,38389290.83252764,,,,,,2.8362305322635715,,,,5.381557572645436e+16,5.5411998256834395e+42,5.011765136794655e+25,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.995304992762618e-26,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,8.976924708326598e-20,,,,,,,,1.858198089495539e-17,,,1.1077071427591154e+41,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,8.1197485381634e-98,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.669786706406471e-22,,
"$\hat{S}_{x,z}$",,,1.2315652329624845e+97,,3.745617571622411e+21,2.3642997122901484e+34,,1.3123266831319866e-51,,,5.272479262480532e-38,,,,7.212047461756156e-28,,6.70332382421873e-26,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,8.556728861108549e-37,,,,,,,,,,,4.2295822090650384e-35,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,271.0429272045858,1.1842593094128465e-22,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.8283385197459035e-13,0.0036894524801423445,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.1686708977599265e+36,3535644665652.8213,,8.444096593133797e+21,,0.0034080206719140655,,,,5181813.438764344,,5.623837428698447e-05,,7.620053854375721e+50,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,293.4254502154661,,,,2.4777724317325577e+20,,,51.8898036712805,,1.087593222695576e-05,,1.896640935349136e+37,,1876868693.5807765
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,5.328023230501831e-10,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.035883147270147e-21,,,,2.413704054792686e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.260191597674425e-10,,1.6480372889889197e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,1.929826327824068e-07,,,0.019271608856625353,4143009985065.8384,2061324904108282.8,60678238.69528497,,,0.00954622040561605,,1.386568800750095e+27,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1210625671.5419774,4.851248815783334e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,17781.452836758745,,,91946.14117965188,,,,104.75350007754892,,,421616863819.5756,1.491797243014065e+25,12945654319200.4,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,7.724599895401547e-14,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.3718216366884567e-12,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.6783211740201e+36,5.557365368088679e-109,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.0332370480578177e-37,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,0.712749891241554,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,1.799413811699636e+108,,,1.4030166995298716,44978.716382848455,,9.89435361132199e-101,,,,,,1.408750729741354e-47,,,,2.33921381596786e-57,,,
"$\hat{S}_{x,y,z}$",,,,2.2232737623907067e-05,,,,2.80571739268946e-53,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.010677442188555e+100,,3.5641508393025854e+52,3.874258348833762e+35,,3.552023216390886e+18,6.488188952087913e+29,,,,1.0176375099425782e+30,,,,3.530615868449549e+33,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.525507360848203,2.8152969141234184e-19,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.5811391754528252e-36,0.15324478920977225,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,1.5412621416924024e-30,,,4.7646789115428194e+38,3731.8245498424717,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.098777312312524e-39,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,0.00026796543798990015,,,,2.1157643322553778e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,7.098487893479916e+46,,,,9.826681802014418e-31,,,,47264243221.92882,54.759982989449995,,3318.306414850853,,,264565086108719.75,,174593546534712.12,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.394161063486191e-16,0.00030135854709636474,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.018261510420714687,7172772401916279.0,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,,1.955231734844686e-24,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,5.727588561248357e-15,,5.1144832716181085e+23,,8113.234790144264,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,4.274940551281951e+56,,,,2.8323670352706614e-34,,,,,,3.7797882355083784e-15,,,,,,0.0001232554000797281,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,178657704956.88422,1.6021513770846294e-73,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.597295679138674e-12,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,2.179617945938434e-38,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,6.2416074679513735e+72,,,4.587960022367362e+37,4412118.109750701,,,,,3.749825839873218e-36,3056328671.638475,7.1882063067184805e-12,,,,,6.146741030837933e-34,,,
"$\hat{S}_{x,y,z}$",,,,2.2664851101560905e-07,,,,2.7413389213279735e-30,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.64785248631561e+29,3.0325342394775834e+17,,1695.0150260630703,,4.619578737609528e-10,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.297572000942257e-18,431176301785.5909,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.3192369243364993e-12,0.0005899652714717532,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,2.6667905196199992e+35,,,,2164699546.8627195,,2.0948646859566664e+16,,11853.407625848517,61905760641.623665,,,,,4095901.319984662,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,4.773578010568868e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,3.2718994173617707e-10,,,,,,,8.436392567984566e-05,,423.5647721345382,,,,,3.110076189357592e-18,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.0036225546252595946,2.9404834098213417e+25,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,139116763950.6043,,,,,,,1.615358554091699e-11,0.0023609139989629897,,5242361849705910.0,276.0482873128074,,,6.711988099950754e-10,,3.1106467850706795e+21,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.9075371534227436e-16,,3.4008013670811973e-26,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,0.2599287403043265,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,3.214765510502274e-22,,,,3.8472082726565464,5.028198046332022e-32,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.626878365272009e+33,,,,,,,2.441465069289669e-07,3.215355313229664e+17,1489871533.0072427,,,,,,,1.9887840351266228e+31,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.0728730163984286e-41,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.824222188667775e+40,,,,,,,,,,,,,,,,,3.7775957701761526e-140,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,3.034042050429236e-38,,
"$\hat{S}_{x,z}$",,,2.647186360951927e+139,,3.2959332249812647e+37,4.253625165879101e+50,,1.0801879662099175e-24,,,3.1253173064172436e-25,,,,4.3010125599152267e-35,,,5.191808583177222e-19,,5.80765847300588e-07,
"$\hat{S}_{x,y,z}$",,,,,,,,4.801326717614591e-61,,,,,,,,,,,2.3509358747019005e-51,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.7206998131318823e-14,3.3096444861038305e-22,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.2632340282374677e-20,58115889382232.15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.0827576601511152e+60,7.916189539283183e+19,,3.0214725605686337e+21,,19.486892024002795,,,,5361481.1928984,,,1.1477707085710824e+22,9.257648032395e+23,449.4094756046745,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,0.051316546464580365,,206.59822460850953,,1.6234563046055183e+38,,,60265401.852557845,,,10.636259818195441,3.1996751112173173e+24,43522099225.7657,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.004840312649805855,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,6.159697659636049e-39,,,,4.731542108815571e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,1.8651562208677694e-07,,,1.6593268596242788e-08,2.1134758541762747e+30,7.682690977184226e+16,2.3070529644044115e+17,,,,260084845.3643525,2.3250338985750604e+34,155.99914240542074,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,395826.79832679965,1.3016272592113406e-17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.5263574983480207e-06,,4.334534210653286e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,0.0022251422239251036,,,2.297683286857601e-11,,,,0.006410291650201094,,1836772855388483.8,12.128312740095808,1721864.3359419657,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,5.444331328538152e-16,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,8.712541560194984e-23,,,0.09401801169705358,,,,3.844899146657705e-09,,,,1.926111072816232e+18,0.08245169970708559,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.5313435452401757e-122,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.2068509924620972e+121,,,,,,,,,1.0794931134800544e-90,,,,2.412348783941159e-74,,,3.4897615243611082e-46,312092.4347657048,,
"$\hat{S}_{x,z}$",,,3.2041789181808387e-06,,470126.1700149932,9.746115262991227,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.1270885642637342e-06,,
"$\hat{S}_{x,y,z}$",,,,,,,,2.848530210259245e-53,,,,,,,,,,,0.10260498393624427,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.5105823922751724e+52,2.278844131148063e+21,,341839.7073830748,,5.360776225491202e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.3881895489544e-22,4.978009855084241e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,200883.49141749085,2.925347694846266e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,9.263607034751842e+89,,,,,1865401497725.026,,39.67503675329104,,4.2305166258399524e+24,,,1128535493074508.5,,,37319458016050.734,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.02520476556123291,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.3637774968002965e-25,,,,2.723692976847161e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,2.6390413257935625,6.519471683986752e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,4.1453375509251886e+73,,,,,,,,8.861041643233259e-16,36714857676710.695,1533866620597.8296,6552605960308.604,,,109720070.72988637,24.913554127812635,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.37892547957705774,,1.5261103842613844e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,9.114102764860983e-09,,,9.51421241081417e-31,,3.699810027506465e+17,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,2.7028414771716343e-18,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,2.8655253174730215e+45,,,,,,,,2.6795673173225338e-14,,,,0.04013879331988343,,1.051059149008873e+30,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,4.0269293199587255e-39,,
"$\hat{S}_{x,z}$",,,2.483281727950094e+38,,8.361696125793669e+46,1.383145856254302e+53,,1.5235778602845498e-46,,,,,1.704051474981617e-49,,,,,1.0999646523806255e-27,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.1959296115954976e-47,,
"$\hat{S}_{x,y,z}$",,,,,,,,7.24368061384208e-75,,,,,,,,,,,7.22989549857092e-54,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.3805136550182543e+74,2.876204350013848e+21,,2.6374187606789988e+35,100084739030826.16,,,4.676746785027893e+34,,,,,4.1629284596775994e+26,6.563497843249283e+45,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.3694694518136007e-11,3.791585981372756e-36,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.476804421059948e-22,73020978940.1064,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.9354994552532896e-27,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,9.991533271541023e-15,,,2.5409735444510177e+26,512224879193.6604,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.9522675305701485e-12,,,4.628118871598142e-13,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,2.1382384934788293e-35,,,,2160705089354.5625,,22320.232501360886,1.7472865001648553e+18,,10252691175997.273,202.45960843966517,5.868367327405928e+48,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.4802400689107025e-05,,0.004629752581897228,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.723159881940658e-19,215.99426369134602,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,6.155529554953878e-06,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,9.753536733273648e-14,,,162455.55984622234,,3.4098823649940774e-11,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,2.4021551407526363e-27,,,,,0.004939256811306188,,,,29326524875.638542,,9.091201229382467e+26,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.295945557183493e+47,,1.6642790970355597e-66,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.588323772684198e-48,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,3.2333341743872665e-09,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.008607581391942e+65,,309278270.0660705,,2827424.9911335106,,,,2.272872323201749e-29,,2.3044553926713022e-27,,,8.419964204605689e-41,,,3.2576411522352293e-45,,,
"$\hat{S}_{x,y,z}$",,,,,3.5367870169355103e-07,,,4.574468410965751e-37,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1685355.7747885587,9.051764811152591e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,9.184573206902775e-10,5.933465295334797e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.1860463559062643e+36,1088782219.350637,,11047.569406221312,2.2438878209910327e-09,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.1299751923760384e-29,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,4.399719200202678e+28,,,445655077.159045,,,8.849751806473423e+28,0.0006079404945802893,,,558783.2186888321,,,91918052334675.83,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,4.3394200780810504e+26,,,,,1644.8978294995486,,,,,3869880.6411323138,,,444222394259.40216,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0009069145175584193,,8.457394691489321e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,1.1876535050505366e+40,,,,,1.7896027771672702e-06,,2.584059025932654e-07,2.0151311462494223e+22,1182397223.3509455,,,11761463.414463041,390068861.49597913,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1102.639753404967,4.9624561749303895e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,9.93987801427422e-09,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,8.502343328894791e-08,,,1.1549003730093501e-06,,100604856.3738855,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,3.0697058186223195e+44,,,,,1.0879255756627392e-14,,2.251124690971913e-12,,,2.5636499057239107e-09,,865875.5537451921,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.8966817968593586e-18,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.2723656738619046e+17,,,,,,,,,,,,,,,,,2.5886833409271962e-124,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.2743610405068391e-19,,
"$\hat{S}_{x,z}$",,,3.862967649190446e+123,,7.847069772332963e+18,4.2248569147993675e+71,,2.590957028239106e-22,,,7.757798867173147e-27,6.929219599739049e-16,,,2.5744080150453573e-18,,1038370411.5336078,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,7.544348194801975e-35,,,,,,,,,,,2.366944065009805e-72,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.3254955553204661e+34,4804602755233.725,,3.10923139127874e+22,,8.58024972315786,43960515924337.29,,,18304.176666946903,,1697.2674716660815,,3.8595777124085714e+21,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.6013809357475414e+24,3.2162289458576706e-23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.08133752350428e-13,2.7767126495115666e-25,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,3.510374084300875e-12,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,0.1165467244270324,,284869924397.00616,,63421.83581518217,,,1.0847730670773304e-11,,2.492938050769591e-07,,1.289025427343141e+26,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,2.2747685712359508e-14,,,1.5767440143393266e-05,,,,7.784031047879937,,7.843341046227322e-05,,1443163960394125.0,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1.0262992175079286e+20,4.975620215664046e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,5.463233983125655e-05,,,92185179587.30928,0.12846814123028974,2.009799696632473e+17,122347.56094685741,,,6300.855018086861,,3.8843881550857485e+17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.743747076298191e-21,,8.173436333842058e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,2.2990931703886124e-09,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,0.0005891823278851708,,,4011331.126705261,12749.668720334479,,,0.00015870861924761946,,,1.3749576429437336e+23,9.63047472166568e-10,434954099.67703545,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.272951316951386e-24,,,,
