ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,y}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,7.079076042275097e+42,,,,7652052663842.252,,450993584834.0084,,,,620861693.8534749,,2.4929582873602305e+28,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.03763519040804101,0.0013349746625038288,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.6106646776568613e-09,4226200218076.2285,,749.0778874592551,15552.312202302423,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,2.36619172873736e-13,26.570876596026025,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,735.9741252223045,,,,2.043904655879288e-12,,,,4.011298564722037e-29,,6.429912073472627e-05,,,,132253385.76102196,,1592612476.8932679,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,6.278991371150843e-10,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.561243095938362e-09,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.8654875777467582e-50,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.360528860813197e+49,,,,,,,,,,,,,,,,,1.1712080673274905e-101,,
"$\hat{S}_{x,z}$",,,8.538192554307111e+100,,7.0330029224595e+48,451.77125895283143,,,,,8.658894665690533e-38,,,,9.446575395816848e-18,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.4218677441559935e-49,,
"$\hat{S}_{x,y,z}$",,,,,,,,8.791805997967384e-65,,,,,,,,,,,0.0022135095586158305,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.0728107762056414e-27,2.2727837051460316e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.39989074955e+17,3.1222596702100353e-10,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.1374227322932221e+64,9.321308306920989e+26,,3202808560.547207,,1.7038282860602146e-10,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,4.462232555652064e-08,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,5869136040.183449,,22410306.66887487,,730573037212149.4,,,5.436862778141579e+16,,,,1.1548818164544003e+37,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.3687885386736662e-15,,,,3.580684714914619e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,59571055.24890526,1.445789735157168e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.6786675942229126e-08,,5.435669789871579e-17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,1.8392960072864273e-17,27927.619425265282,6916635079659717.0,1.839699684964906e+16,,6.890242848869633e+17,,,1.0585846807964101e+17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.4271155544744418e-29,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.4513276555470802e-18,,7.007141060614857e+28,9.80608465603998e+22,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.0197750020280091e-23,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.6860540338335308e-101,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.931008021886047e+100,,,,,,,,,,,,,,,,,9.694884863679105e-44,,
"$\hat{S}_{x,z}$",,,1.0314717648132138e+43,,8.111184062621103e+57,29973811558702.22,,2.9174593632467372e-43,,,5.58176481328909e-33,,,,,1.1258276375373161e-24,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.2328656239084941e-58,,
"$\hat{S}_{x,y,z}$",,,,,,,,1.183601147872601e-59,,,,,,,,,,,3.3362457024911554e-14,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.0388226260368873e-38,4.7029737140299107e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,21263142445.742363,5.074736098380986e-25,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.448792076599411e+58,9.626282436829512e+37,,1.970545818764909e+24,,0.00041139037759982145,,,,,24960478122.774197,,,3.427639858836407e+42,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,2430.7812103781057,,648559063520.7616,,5.691792094663692e+22,,,,10.392189835178378,,,1.791548073862223e+32,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.5418796162856925e-12,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.7569158946222658e-23,,,1.1971849268514538e-18,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,4.689200220168417e-30,0.00029590920403158515,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,8.352928420423386e+17,2.132559824805442e+29,,1036795442093.7449,2.9018257290099763e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3379.4149907322944,9.645104129514317e-13,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,4.0042971089442316e-08,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,4.0063335128488176e-11,,,0.09622610978630525,,,344610.6325417318,,,,42191570.524506055,8.882354337893526e+23,24973171.88992649,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.370141683678667e-08,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.7503877375600276e+18,,2.427867543125908e-21,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.635850997820175e-19,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,7.1999647141269724e-12,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.118840843815096e+20,,138889569561.07172,,0.00015236913289662618,,,,,2.37071520842239e-68,,,,,,1.159324678235552e-53,,,,
"$\hat{S}_{x,y,z}$",,,,,6563.009062199254,,,9.241946311144546e-54,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.0820231651791077e+53,1177490045.4816484,,3.990785777113628e+27,,2.34225791570649e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,8.492640798427755e-10,9504.934020291008,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.00010520851568934757,2.5057721858557365e-28,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.0038098823095818637,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,4.218136351626383e+67,,,4269384653561.4004,,262.4752994298531,,2.9133660770807644e+19,,,,,7.599631080919224,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,3.4324557008709825e-20,,3.983108782093127e-08,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.121272519108809e-15,27.36428631584194,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,25106017.804376893,,12885770.86387966,195263969310115.44,,1.0844780343233989e-18,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.760498076239414e-08,,0.03654398249082317,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,2.745045156152887e-21,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,8.625711319472315e+52,,,,,,0.1315853347816778,,9.22102586083171e+17,,,3.642927322191943e+20,,65659970.933786504,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.522997932802057e-08,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.8555881818025918e-101,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.389126799829908e+100,,,,,,,,,,,,,,,,,2.582110344316793e-67,,
"$\hat{S}_{x,z}$",,,3.8728011845078314e+66,,15801.929900153254,2059528762883460.5,,3.1465270946429497e-39,,1.999992746065134e-44,,,,8.956548643899724e-27,,0.0005078264448952361,,1.0978485950534293e-29,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,6.32834094517975e-05,,
"$\hat{S}_{x,y,z}$",,,,,,,,2.1969963827473186e-51,,,,,,,,,,,4.855479651568165e-16,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.664375028540595e-06,3612796628305.804,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.767938809965462e-13,5.703045438541718e-22,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.5516688504944715e+50,214390.9942663601,,1.753449119030169e+21,3719.5842330614805,,,,278142.1248933192,,6944320788.790404,,1.6715565359781883e+29,3.178107068273869e+38,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,0.0002688472520964875,,,12215595448.146355,6.644607396753337e+21,,53.442566788748465,,16557439342459.959,,6.484254424822007e+21,5.00001813490294e+43,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,8.18625669329729e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.5049798133876447e-22,,,,5.518633571998784e-08,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.2168418459533484e+48,0.6789928433675723,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,3.908053617201793e-28,8.217994830844584e-49,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,3.595284246798459e-06,,0.018711676105544674,,18120427.583268803,2.5588185269474637e+27,,1.4727695730051322,0.2610199818930435,,4599613608971464.0,1.1165015004759638e+26,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,9.509693599324123e-11,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,1.4400256416930084e-10,,6.039581237876538e-14,,,,3.831124317561878,,,,0.0004380036143807588,1969.1766942272939,10515585907.742311,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,5.982447966767716e-30,,1.5421973514363605e-22,,,,2.1740956632737973e-16,,2283.0861827790645,,,9.108724140156437e+28,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.031451410290295e+66,,2.1479001702038617e-83,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.657975720891814e-67,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,5.008138462924892e-11,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.6557098596676766e+82,,19967499049.855988,,4.921751128031855e-16,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2031797167281571.0,,,1.1907954521049905e-42,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.397747893916474e+41,1.0022907474453971e+61,,8.651351732277898e+17,,23679855237.17071,,2630135965.6967998,,,,1.364853443024867e-06,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.6771993183926437e+48,1.1558887338599749e-18,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,9.977144880851832e-62,3.735246730155255e-49,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,4.222998789411015e-11,,6.543733458636407e+48,,3.3809480711173806e+27,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.5281796031594195e-49,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.9577502492355843e-28,,0.40820669564354084,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,3.802084808703305e-10,,,,2.449739337135303,,20354242646.521843,6.7074930863855784e+16,,0.1408284068304589,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.912980636844679e-11,,12642.681165219317,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.4908699675438106e-17,7.90971461616111e-05,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,1.4840456040544952e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,732679.3987373048,,,,,7.100840111071371,,,67383.37401950077,,35193809.45149361,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.8414088033813582e-08,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.4786921006790026e-66,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.0343857138450726e+65,,,,,,,,,,,,,,,,,1.6289503354768027e-76,,
"$\hat{S}_{x,z}$",,,6.138922582359115e+75,,3.4187461916377136e+52,5.265491338642378e+55,,3.339897761107128e-36,,,,72167582547856.9,,,,6.24733051624352e-16,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.925048962236535e-53,,
"$\hat{S}_{x,y,z}$",,,,,,,,8.456001407119186e-50,,,,,,,,,,,1.8991580000544334e-56,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,110674.126459942,1.7571737613011117e-34,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.4102509077591399e-27,9.035535513008504e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.182592045405871e+49,7.09093675811902e+26,,5.690956819543805e+33,603712334223672.4,,3.9242826273488775e+26,,,,22948424945783.14,,,2.994103626898191e+35,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,4.588303973658051e-10,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,1.6564180377164616e-15,,,2179454556.06496,1839.5969296571166,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,2.548236442071882e-27,,0.0005435973412862733,,,,15476449.230406072,,9.182861899967394e-10,,,1.3856637075751626e-14,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1.4163260494084333e-14,72.44786263161646,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.013803029705442229,4.4011031303514764e-08,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,6.461430429631966e-08,70605211308347.89,,22721576.16811263,8.184401945158882e-25,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,4.357597536051178e-14,,,,1088985123.4761035,,1.2218363744848887e+24,,,354.9156876149228,2.356152354587559e+18,1600683679853221.0,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,0.002817570580551464,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.24420771455184e-19,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.3393075856515276e-26,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.274769192959663e+25,,,,,,,,,,,,,,,,,3.214814036657697e-91,,
"$\hat{S}_{x,z}$",,,3.1105998312725324e+90,,1.2790208353478362e+18,1.1171789420259463e+31,,2.143638313717071e-40,,,,,,,2.3641401565857547e-10,,,3.8135161412211225e-19,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,7.818480921994089e-19,,
"$\hat{S}_{x,y,z}$",,,,,,,,6.624902223787786e-58,,,,,,,,,,,8.951117519155452e-32,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4612141710.838916,1.742375968244341e-07,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.5094562398360203e+57,684.5077274088537,,5739289.442838353,9917202167.276764,,,,,17.34494565104766,,,15221523398121.498,4.664966070073636e+39,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.0014609038875067425,2.168190100598854e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.0745916775609464,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,1.008348910441338e-10,,,13.406321357807418,287182445.25320184,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.4821069899252515e-09,,,,,2.4635756711492103e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,0.057653683102754406,,,,405914.05886611936,6.27513355275441e+25,5286.162973205628,,,10.970833021008591,0.0008133532694766963,4229867663.3629904,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.908629778222466,,0.0001891731308831709,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.2037228402183805,1.5935915811083568e-26,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,0.09115078117450612,,,1.4860129335846355e-07,,11239.939449353598,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,8.896845080935995e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,6.569644665943297e-14,,,,,,,1229.4780601833572,,6729416.53063375,,2.622251913898523e+18,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,640939854510484.4,5.898443861086703e-121,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.5602087980060884e-15,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,1.695362410070924e+120,,,1.0904309272529265,1.460359740819596e+37,,5.272591145186521e-35,,,5.410366778431391e-36,,,,,2.203319729495421e-13,,,,,
"$\hat{S}_{y,z}$",,,,0.9170686331496989,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,6.847627827912944e-38,,,,3.6897832086068363e-65,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.514373324859027e-10,7.992983300746603e-32,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.1682119614595492e-19,1535067074.1941862,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.8966006892321338e+34,,2.710186326577093e+64,8.560090403034503e+18,,1.2510973217053922e+31,,4.4842241196835964e-05,,,,,8.632327274105585e+27,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,2.3073491732292646e-29,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,1.848303527196222e+35,,,,22300.401882467893,,4.333977759423572e+28,,1.1056516292091437e+21,,,,1.3423728731117247e+31,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,9.044440161638301e-22,,,2070667510.0688684,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,4.829360557102386e-10,4.427047686945565e+16,,1.6999122789070328e+18,585.9714179231413,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,14994204327.118158,5.882656490033445e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,2.2588417173566716e-17,6.66924351691956e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.004561855514495264,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,4538605934550.445,,,,1.1584361531330058e-28,,,7.449494995246158e-32,,,0.0017065678792735324,,,,143496392.80989298,,219.20904702538408,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,6.968816291604074e-09,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.9673356890779858e-22,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.083016617609684e+21,,,,,,,,,,,,,,,,,4.944742195850914e-40,,
"$\hat{S}_{x,z}$",,,2.022350125430382e+39,,2.0823686223994504e+18,63397024219.99795,,,,,4.289362284699305e-56,,,,,,,8.536040678884764e-26,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,4.802223723711944e-19,,
"$\hat{S}_{x,y,z}$",,,,,,,,7.443902611031902e-31,,,,,,,,,,,1.5773611022022706e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.0028167330513104e+20,7.074466519525214e-17,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.3433813582112088e+30,3.2209299671580785e+36,,1.4135341474018492e+16,,2.5163246669752094e-18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.104693396616535e-37,9.971911786486253e-21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.2228182148452701e-12,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,3.974049982993915e+17,,817783042368.6774,,1.7968398578084874e+17,,,,,,761.0289338705355,2.3313488897105422e+55,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.565326234579682e-18,,117455893.32980472,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,8.513834186183382e-09,,1.9852431514410438e+20,7418272083569.253,251891268.19765136,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.3480228127718614e-13,1.981720830060192e-08,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.037166350500302e-21,,50461194.373660915,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,0.006058034614919583,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,3.969966911339422e-09,,,,165.07003732484856,2.0754318623216487e-27,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,0.0013140104869785642,,,,,4.818274298253116e+26,,,1.1715033205894355e+25,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.910810871777644e-100,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.5570144729229873e+99,,,,,,,,,,,,,,,,,2.3696095556226902e-77,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,5.336422466212996e-57,,
"$\hat{S}_{x,z}$",,,4.220104521553629e+76,,1.8739146053960236e+56,5.465140807601105e+28,,1.193591045015611e-50,,,,,,,3.653078084874478e-23,,,2.4390498231929735e-34,,,
"$\hat{S}_{x,y,z}$",,,,,,,,7.802204578693155e-56,,,,,,,,,,,1.8297790216295355e-29,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,104433761.6946608,2.573617519866932e-32,,,,,,,,,,,,,
