ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
$R_{x}$,,4.606922405447175e-72,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.1706465010515713e+71,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,5.999039564672392e-158,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.666933496969877e+157,,,,4.007794773933927e-134,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,27376909.690881893,1.0302621476993397e-36,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.65271322180333e-08,,7.666913793135703e-44,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.4951377413430554e+133,9.706267499326094e+35,1.3043057832413796e+43,,,,1.419044554506051e-21,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.5688965746369782e-05,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,7.04699508429519e+20,,63739.0645225538,,7.756182165620974e-34,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,1.2892941122920856e+33,,,,,,,,
$R_{x}$,,54442491.63630967,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.8368005760652287e-08,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,7.2446452560326e-135,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.380329836257065e+134,,,,1.1270403406856454e-125,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,6.963152186445758e+33,5.95686694217885e-47,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.436131184877112e-34,,2.669018542991363e-26,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,8.872796863612183e+124,1.6787348277318225e+46,3.7466955882563007e+25,,,7.061015731525414e-34,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.416226840474645e+33,,,265.4345489760559,1.7313200437705643e-27,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.003767407083432109,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,5.7759395993715e+26,,,,,,,,,
$R_{x}$,,1.1134181841730895e+150,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,8.981351429451257e-151,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,3.3012530870684615e-22,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.0291527902455e+21,,,,2.525545936597321e-150,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,5.19810386350716e-30,2.1401199811242797e-06,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.9237784127793477e+29,,4.0794508884227884e-45,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,3.959539937520615e+149,467263.5220548079,2.4513103046244135e+44,,,4.243522345974026e-46,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.356532895246172e+45,,,31.980011815954747,1.6062006141167806e+20,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.03126953191121407,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,6.225872354991478e-21,,,,,,,,,
$R_{x}$,,3.44871769183146e+133,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.899628468774273e-134,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,2.916416651571273e-85,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.4288653490619448e+84,,,,8.396149129878937e-27,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,6.62641537431946e-61,4.696938052266819e-57,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.509111553548967e+60,,6.792911950569062e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.1910221990237788e+26,2.1290466020035833e+56,1.47212271743965e+21,,,,3.557870166390917e-07,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,6.4500726257997335e-12,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2810670.297770855,,155037014001.99533,,9.690138571431609e-31,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,1.0319769863231804e+30,,,,,,,,
$R_{x}$,,1.1542143055340479e-10,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,8663902320.438717,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.4736023895197494e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,6.786091058972173e+159,,5.043139201277457e-110,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.9828919252252527e+109,,,,1.2806403015894867e-122,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,9665153662.316986,5.742017082950203e-09,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0346446988203127e-10,,3.9919895747339947e-35,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,7.8085938632325905e+121,174154828.44335392,2.5050165619899817e+34,,,,3.889157458792922e-74,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,8.310172286392566e-27,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2.5712509986941233e+73,,1.2033444861756273e+26,,3.031457529135241e+18,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,3.2987432295819157e-19,,,,,,,,
$R_{x}$,,5869803936.221691,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.7036344158433438e-10,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,3.0077083537370477e-77,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.324790446379251e+76,,,,1.4706421075218384e-127,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,8059077503.217819,6.63204174635028e-36,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.2408368074394634e-10,,6.056911738083418e-26,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,6.799750903944184e+126,1.5078312806916755e+35,1.6510063927668014e+25,,,,1.2456062499524922e-50,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,2.150151807981902e-11,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,8.028219190760647e+49,,46508344028.907616,,1.123883918736408e-40,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,8.897716065946635e+39,,,,,,,,
$R_{x}$,,1.9221719033105596e-25,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,5.202448325655465e+24,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,8.390126714828008e-07,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1191877.1122165339,,1.1174830956596982e-50,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,8.948681227340241e+49,,,,3.4997896305440593e-43,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,85920253.97005458,7.654472009182528e-24,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.1638699303059855e-08,,9.011614361205457e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.8573145976335305e+42,1.306425836818491e+23,11096790.873619152,,,,5.793995326755799e-73,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,6.582058995247835e-14,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,1.7259247610748846e+72,,15192814295982.27,,8.107591529982414e-06,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,123341.19156125878,,,,,,,,
$R_{x}$,,2.56675267742231e-71,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,3.895973339372382e+70,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,7.708058664713132e-138,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,8.590882178010014e-98,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1.297343525131586e+137,,1.1640248105831191e+97,,1.1353548613261443e-89,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,8.80781889489561e+88,,,1.5736327088657163e-50,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,4.718204483001766e-41,5.942686944365507e-26,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,6.354723019965732e+49,2.1194503197194848e+40,,1.2945770960419158e+19,,,8.035019789539216e-111,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.682740499982317e+25,7.724530296862459e-20,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,1.6790883632393227e-62,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,1.2445520063334491e+110,,5.955612711595385e+61,,,3.7356948107679515e-06,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,267687.8199786424,,,,,,,,
$R_{x}$,,6896.931846387589,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,0.0001449920083701814,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,5.355286408365048e-103,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.8673137601715999e+102,,,,3.9910886245914516e-73,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,0.00035507038639267336,3.6439805240760394e-26,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2816.343007817321,,1.665185134793791e-43,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.5055820455562176e+72,2.7442517691654183e+25,6.005338260023774e+42,,,,1.1551717590643906e-48,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.2386332221907357e-20,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,8.65672132436765e+47,,8.07341497131272e+19,,4.137824104961066e-17,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,2.4167291180914256e+16,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,9.904843662199934e-101,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1.0096070509586349e+100,,2.206698607266047e-141,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,4.531656460502931e+140,,,,3.1592642462363272e-140,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,0.0009701882349607184,1.821081538937349e-31,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1030.7278154537596,,1.9932487663336666e-40,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,3.165293948397362e+139,5.491242311882023e+30,5.016935251084468e+39,,,4.189170084749414e-62,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.3871076603943083e+61,,,1.4680707521904845e+18,3.2083744906055432e+22,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,6.811660803867363e-19,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,3.116843133269214e-23,,,,,,,,,
$R_{x}$,,1.2259381047040068e-26,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,8.157018663201125e+25,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.883591111112888e-80,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,5.3090078526074954e+79,,4.628572728310806e-152,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.1604932204769506e+151,,,,1.5762274569080023e-130,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.6807370865623828e+50,1.1274479104639785e-11,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.716847132740872e-51,,2.832072804853672e-42,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,6.344262026507547e+129,88695893683.32504,3.530982672077416e+41,,,3.079781412766879e-41,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,3.2469836847985873e+40,,,3.933990761615292e+28,5.7681999064306335e+28,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.541948013089388e-29,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.7336431056856362e-29,,,,,,,,,
$R_{x}$,,9.332778167319137e+55,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.0714923060120825e-56,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,3.597527689057936e-34,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.779686736092542e+33,,4.318577092674331e-150,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.315577512084514e+149,,7.048477363437192e+128,,,,,,2.1787511037321302e-159,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.418746132586499e-129,,4.4583393731939956e+28,4.6043728320232194e+20,,5.026936512764822e-06,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.2429876155515517e-29,,1.6090443520337125e-16,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.1718484503362587e-21,6214869085094356.0,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,3.553024570579024e-97,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,198928.31299156364,,,2.814503474815637e+96,,,3.349412086035061e-41,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,4.589785397180211e+158,,,,,2.9855985895834383e+40,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,2.9153622317930584e-156,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.430105491162112e+155,,4.003917146299971e-75,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,2.49755417872246e+74,,3.8453781363975315e+35,113346226.1503693,,1.6696801749093594e-22,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.6005244855758992e-36,,1.1547902890152886e-23,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,8.82252575990808e-09,8.659580960389949e+22,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,7.783825756119097e-38,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,5.989170950384472e+21,,,1.2847152946786742e+37,,,14586570.765704386,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,6.855620941086286e-08,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,6.217256271264214e+94,1.1261742441376478e-105,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.6084265411769175e-95,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,8.879620584519192e+104,,,,,1.4024575575212709e-42,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,8.545216301699785e+47,3.608198854799981e-10,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.1702453919172104e-48,,1.0107245909843301e-37,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,7.130340555670135e+41,2771465876.027597,9.893892054472667e+36,,,1.8245681503381872e-60,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,5.48074896415707e+59,,,7.037420302415631e+33,8.891818862153528e-24,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.4209752395444461e-34,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.124629297450407e+23,,,,,,,,,
$R_{x}$,,2.432530840219427e-111,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,4.1109447965304926e+110,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,6.107843010653657e-134,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1.6372391992651767e+133,,1e+160,,1.845929766423098e-76,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.417324202630547e+75,,,,9.873770643518353e-27,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,0.00047782095571426554,3.3816603291429985e-82,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2092.834121318854,,4.198210457242287e-46,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.0127843111855661e+26,2.957127276746409e+81,2.3819672934092926e+45,,,3.87955119760611e-46,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.5776177425292217e+45,,,43165933564283.04,3.000366578675414e+22,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.31664166028239e-14,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,3.3329260734582467e-23,,,,,,,,,
$R_{x}$,,1.4337111839222356e-86,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,6.974905484550087e+85,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,3.652537655758396e-30,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.7378225613183028e+29,,1.3417853749877288e-113,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,7.4527567421812555e+112,,,1.2065148371621962e-39,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.091304386732683e-05,3.538659016842826e-18,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,8.288335702129175e+38,47817.046927460164,,2.1998235845408307,,,3.0782705178068636e-41,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.825929243932056e+17,0.4545819069435652,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,8.938984779600217e-35,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,3.2485773885540683e+40,,1.1186952709463316e+34,,,7.604792417417496e-28,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,1.314960284398649e+27,,,,,,,,
$R_{x}$,,3.829506301321259e-98,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.611302662317018e+97,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,1.7176784620599072e-57,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.821811369752875e+56,,,,8.373148588587987e-49,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,91370777.1533858,0.006170144367471269,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0944418239119075e-08,,5.233396926513119e-40,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.1942938661842567e+48,162.07076211570612,1.9108048062126924e+39,,,1.1257471563421316e-70,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,8.88298934948484e+69,,,4.4562948628154795e+38,1.2840507086257658e-17,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.244016679291733e-39,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,7.78785443037708e+16,,,,,,,,,
$R_{x}$,,1.8410177511473848e-105,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,5.431778153017623e+104,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1.6320979915238027e-159,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,9.712741667893557e-07,,,,,,,,,,,,,,,
"$R_{y,z}$",,,6.127083086882261e+158,,1029575.4115499647,,7.93476074425524e-64,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.2602774453205777e+63,,,,1.52018040663393e-85,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,4.480850417488863e-53,2.462653901605769e-77,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.231719220300184e+52,,2.1529672476334584e-15,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,6.578166615199685e+84,4.0606599219969635e+76,464475249727649.1,,,,3.745324475818245e-30,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,3.694285443047878e-30,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2.669995634441069e+29,,2.7068834160659086e+29,,1.2794920349680616e-06,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,781560.1603373496,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,3.364453815922092e-27,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.9722506377336944e+26,,4.234188431897366e-12,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,236172767481.65262,,,,1.8598268872399839e-31,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.1702430730304499e+20,9.176348165272371e-12,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,8.545233234411804e-21,,2.1427331155130885e-34,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,5.376844516341076e+30,108975812816.74464,4.6669367862947546e+33,,,2.2745907668882482e-35,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,4.396395230989393e+34,,,86119.98198164684,1.0568934814688993e-40,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.1611707027680424e-05,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,9.461691433749528e+39,,,,,,,,,
$R_{x}$,,3.64595898226716e-82,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.7427626170883903e+81,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,1.7176186842418365e-78,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.822013984677885e+77,,,,1.6646788251460336e-77,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.967475657039422e+33,1.1129037061414157e-29,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.5204943557138596e-34,,4.055600713254169e-20,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,6.007164774936543e+76,8.985503368185664e+28,2.4657259693536522e+19,,,,4.156282826172292e-67,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.3598080802696283e-06,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2.405996034973744e+66,,735397.8951218732,,3.8603553139915537e-22,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,2.5904351249108566e+21,,,,,,,,
$R_{x}$,,9.808024063320342e+149,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.019573354983661e-150,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,2.0406426639586907e-85,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,4.900416999319599e+84,,0.04149216005640234,,,,,,1e-160,1e-160,,,,,,,
"$R_{x,y,z}$",,,,,,24.100938554190733,,,,5.405516334614596e-91,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,8.809269420156016e+20,7.314253438334298e-10,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.135167914960069e-21,,2.257985359494961e-78,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.8499620352572634e+90,1367193533.0528193,4.428726677942979e+77,,,,1.2028975170354472e-63,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.8134053092864208e-18,,,,,,,,
