ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,247.21064843158473,,0.04589436418101748,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.004045133194481907,0.007086685273420478,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.10290342349141741,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,326523.45956714713,,,2.474991679602761e-10,,,,0.006392272127318509,,,,19.83733187723801,9.717849669825652,,351.23382040067304,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,250687.10385065118,,,2.026326694206513e-08,,,,9.172672188506944e-10,,,,0.01245302374678713,,,,0.002847106234983981,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.756417924554233e-53,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.693405800637073e+52,,2.613873696118818e-47,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.8257395584371164e+46,,1376800.8535133789,,1.2564248738843637e-19,,,,,0.04320839403130383,,,17.1172468183855,,0.029466594953602262,1.5968550541057952e-09,,,
"$S_{y,z}$",,,,7.263214556035156e-07,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.014162534733911e-15,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,7.959091074887746e+18,,496484262195905.2,,347277268.9587117,353122085.7798232,,,3072134.835968719,,,24759468745.99638,,11282998.615503503,39989.373757167254,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.8795434927210613e-09,,1.3290135694519504e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.831881777634024e-09,752437765.1105348,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.026524850374518318,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,37.70049541771108,1.0018136694845664e-08,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,23.143651191375337,,,3.2550654622705573e-07,,,99818961.39573544,,,,,2.5376896998382223,,2.7791888274660904e-05,76.88727540825056,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.10177174709332751,,0.009049807128227847,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,9.825909729966337,0.08666247056237666,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,0.05842060996198921,,,4.038858871564845e-11,,,,,0.3940592106528036,11.539020218448936,110.4995925140586,,,6.055105869346889,0.422481024027593,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.1927378395983436,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,33.93673417558384,,,8.862892162602425e-08,,,,,35981.72208081825,,,0.16514987872670528,,,0.04437205627638639,5.188394775431498,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,626230913.9635587,,,2.5006643166567995e-05,,,,,0.013006053273318264,,,2.3669702143466878,,22.536706294861816,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2332559664344349e-20,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.108616760972825e+19,,6.653212815408466e-23,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.5030332378427102e+22,,6.851633370849195e+19,,5.848353636287837e-16,,,,51.779290692260616,6.522902477922789,0.016438159962378702,,,1.2048376662385708e-12,,0.5911326839877633,,,
"$S_{y,z}$",,,,1.4595059978757436e-20,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.822752486698666e-07,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1709882921229668.2,,3542641.4632957927,,1285750.3984891567,76.60240065559142,,104.87838570227619,33391.71807599845,10466918368.627007,,,366537.9041361543,,2389183.227954517,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.013054421159671674,2.8477868704470122e+17,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,7.777559323917514e-07,,3.511498737414404e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,0.01931274041475946,,,0.009534853090118613,,,45.09062885807822,,31.423063186457284,0.8950936659680765,,,0.05956943530526459,,239.8232289659321,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.022177557184830544,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,0.1533059866193874,,,2.9947545607687302e-05,,,,0.03182375932181494,,33799.32463966121,,,0.9216924973264227,,1.0264854242597092e-09,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.004783703096267361,111.87170798746077,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,60.83405942566907,,,9.553910375353148e-11,,,,1.1172015153503108,2.9586389984448625e-05,,3.059774340669692,209.04307392745224,0.04928762613442815,,0.002507107661255395,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.3268214870319915,,0.008938810517777077,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,829987331921.6012,,,2.728230801550444e-06,,,,16.787132442593805,1.0849605512692422,20.28906803652053,,,,17949.793266130222,0.0015631545713197096,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,5.5710948041218805e-05,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.6916675851080167,,,4.185530805254075e-07,,,,0.004169737870313031,974197953.8785851,398.8659982392881,,,639.7319998595785,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.139320010582297e-73,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.6743824909477295e+72,,3.7813290937435124e-29,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.6445727817094092e+28,,5156.702326507807,,,,3.441127521168572e-08,,,1.3748621937694839e-05,,0.04003418012585752,,,,1.0243286667339587e-05,4.1787819957854464e-07,,
"$S_{y,z}$",,,,0.00019392238230613834,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.3292142063009154e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,4.552436454437174e+25,2.121175613910448e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,29060242.430667326,,429329.34089738596,47143.668512974815,3.5472842113295546e+25,,,,2347401288.5466866,,9818289.48324358,,,,174861555689.085,79.27039403699384,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.196625938677999e-26,,2.8190580185431235e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.009439667198169658,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,6.643314510987233e-06,,,,,,,,105.93593810106981,
"$S_{x,y,z}HF_{x,y,z}$",,,,72734.56238245103,,,,,4.260030037808814e-10,150527.27043799023,,,,23.881292113319418,,,,0.8445434692203686,8.064108576738246e-05,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,233.3236575167526,1.3833010124998169e-10,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.019987560186971745,0.004285892012164262,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,24.978655660144614,,,,,1.0185073496831129e-07,,,0.041873781169581924,50.0311188882282,,7229084566.293068,,,142.85800463677992,0.0032193359069932447,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,2393041.802631868,,,,,0.012615050198101966,,,12400.626684077684,,310.62306913290314,,,55.26908810604471,19821.750665319032,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.018093296529179233,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,97624.91595480482,,,,,5.718809923995322e-12,,,1.1840716747512587,,0.006999957773052516,,,,,5.044963065495734e-05,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,64.05766137588483,,3.9597891521557225e-36,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.015610935187472521,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.5253869879803995e+35,,,,,,,1.795394220263852e-08,2.638466873568011e-09,,5.1290020164344394e-08,,5.274879902974761e-08,,,1.0170647184300258e-09,1.111880759565632e-07,,,159486.75929539406
"$S_{x,y}$",,,,,6.27011298253196e-06,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.3453677888724222e-59,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.7381302528761267e-44,,2.814475954840099e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,55698073.92234111,7.432911715822471e+58,81.5034883920395,3.5530593120907076e+25,,3.9468625261691526,,0.4691919834900747,,544772.3406824935,,,1280.045441631,7480586.660556399,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,3.652127209615401e+43,0.012269413490498779,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.00011669506815761666,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,379007979.9818352,,,,0.2533658047042763,,,0.234215793360744,,51497.328265727185,,,288.5826397944153,13.82615675989168,,8569.34243912801,
"$S_{x,y,z}HF_{x,y,z}$",,,,,19496970.30330232,,,,2.1313237122286726,4.269566905165013,,,,350256789.73002833,,,1849.8660776799566,48705.40345090285,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,18957777.58724045,,,,1.8356291707967312e-06,1.9418483126735842e-05,,2.855048151302883e-09,3.8344425269310474,,52821221.05014701,,0.015375104320602394,1026.347864522005,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.2607941031783738,0.0017475654032463328,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,572.2246492991726,1.8931784993206188e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,983221600.2376255,,,,0.0007812222656141227,0.00346521190849316,,0.0005405796733427148,,65.0402091034931,,,,135.3898980416585,1983896.9827187215,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,5.040584308110624e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,8993770.16282448,,,,1.3367935502609643e-07,0.07232667887152137,,2.0531602843779813e-05,,0.0009743285240484465,,,0.007386075434463412,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2475365051034713e-32,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.015797500988234e+31,,7.951792400549811e-30,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,3.1812638133392153e-13,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.2575781026814243e+29,,3143404818572.2437,,3.1178913237773766e-06,,,,4.0992481118987095e-05,,22.316336560434184,,,2.4159140445510303,,0.00025877422534211424,,,
"$S_{x,y,z}$",,,,,,,1.3941569563836226e-16,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.0007358037813874488,2.353773178177325e+16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,320729.5880949704,,7172793532472505.0,,1.1985914573401486e+17,1359.0579789008104,,5.548187585016748,,31.329966258390165,,,1049246.4186469947,,266553.2482804715,,,
"$S_{x,y,z}HF_{x}$",,,,,,,8.343126374512526e-18,,4.248497728121633e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.087638082845266e-08,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,24394.71758485034,,,0.18023903926762802,,,47901023.08524131,,329911.6651339867,5.635167109845874e-09,,,1.2811725574704008e-06,,51.22720205237898,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,3.0311144032869256e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,0.04481022220165621,,,0.03191832355491925,,,,177457026.65193024,,,29873.371581263942,896.1314421458347,61468.25486513903,,342150.18764173484,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.3474627973602506e-05,,0.00017397708103736775,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.001115907726220884,5747.883537517304,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,2.4527047256030997e-06,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,0.41392201111436416,,,9.530649637951606e-07,,,,780534.9827149285,,1.6268560124148534e-05,,,,407713.16235553316,2.60332844686525e-06,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3864.3724995329158,,,3.7515956247052913e-06,,,,0.019520878750659002,,2.9226931216740967e-06,,,384123.6403359444,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.088724674522384e+19,,8.115181199264305e-59,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.4106909859175437e-20,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.232258375315953e+58,,,,,1.1124455049604009e-11,,,,5.551538567234504e-13,1.0622775122890342e-09,,1.885952523142637e-08,,,0.0010222406444043563,3.61139906594222e-12,,,9478.729640299764
"$S_{x,y}$",,,,,0.00010549936942482253,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.020581989542093e-13,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,89892043748.74942,4949069155202.267,,1.1470491148238043e+17,29458.331816147016,,116012.51952686095,94406.80143227814,,1538.759802637877,,,35839.950133630686,4634527.133910669,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.394625351636067e-05,1.030262874232741e+25,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,8.71802250728913e-18,,9.706260654541411e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.4281158588629251,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1801302445959.8586,,8.619759350786834e-06,,,2.3358162966819265,,1.722145219415838,,1090.5912577395168,,,1.5709279502693556e-07,3.450080863128938e-06,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,941373594.4058193,,1.0592457162287623e-05,,,,0.5806711238551683,,,9.977922552278113,,,0.04853345010628563,0.1093864889108471,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.35674967524871637,0.11844590496798725,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,5.750423029688264e-05,2.803085943393856,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,53023604.13260354,,0.0006498740078118185,,,,0.0009169338126483001,0.1002212629693828,17390.024957071913,,8.442672629925646,,222.91132016981481,0.35343958144472293,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,978.2432399591042,,2.7901824535789254e-05,,,,6365664.31852293,20.604346029595135,,0.004486088904045769,,,,2.7726351476776115e-05,937.3101448749306,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.0010668827233630703,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,276900996467.16785,,2.1577174350389188e-07,,,,289848.2788293497,9.141896864566396,,2.8293378911110936,,,36066.772104422416,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.00012428919191480336,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8045.751883924638,,3.8154466193095263e-25,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.6209251492056466e+24,,17198950.257985964,,6.42225469402768e-14,,,2.4786091141735933e-10,,4567.964219231444,,,,,3.5687423518966083e-09,0.0002569364589785787,,,
"$S_{y,z}$",,,,5.8143083444041673e-08,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.4529868214270382e-21,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.07985412303936e-16,,2.6181159484681778e-22,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.8637364697341426e-05,3.8195405386269684e+21,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,15570855527264.3,,6.8823748794766e+20,,1968560466066462.0,53655.654446824636,0.4866076361658251,,649065138.8372093,,,,,0.25112747744761854,3876448.910158133,,,
"$S_{x,y,z}HF_{y,z}$",,,,4034520789.4283705,,,2.0550437882138417,,,,19388.338492171508,1.1205321100540575,,,,,3.565380554708716e-06,0.16923977495227488,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,5.157739537112854e-05,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,0.00021891590038948446,,,1.5406774145835121e-09,,,0.8924331494184109,,,,,1538129.6063694071,,934.6212073004908,0.5720063272523831,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,244.47216637056076,0.0020452042133531165,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,6.501402715733395e-07,488.9487286751174,55608.65011289063,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.004090445202192226,,1.798281378832086e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.020764849493343153,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,280210758.1312363,,,3.982041352717307,,,280474.96884429996,,0.0010699521818987457,,,,48.158307158478685,,0.0008533664720092819,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3892.0128500851333,,,2.5796805869916823e-07,,,5.908776469845797,,1.7482324099516047,,,,,1171.8294927212974,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,580848957.0000244,,7.000648556498665e-41,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.7216179661659578e-09,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.4284390823643123e+40,,,,,,,7.767634495584403e-17,6.404085265723595e-16,,,,,1.4234175785934816e-10,2.2360877761294396e-14,,3038.8543431681524,,,18047153.107833594
"$S_{x,y}$",,,,,5.541040152011219e-08,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,5.6343157362954634e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.704482409369573e-13,,2.7708869767707364e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.2873932219242048e+16,177483841.30448028,1386421192.5865822,360895268.693141,,0.15249938217979928,,,,,23.992286876368322,1963.1891224645433,,1033001.3358284105,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,3697565184878.035,7.212815307117067e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1561503256916755.8,,,,6.557403615058477,,,0.00014227056031448449,,,0.0038558628168466487,0.0001263119870808943,,980.3808597892572,,57339292000.69103,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.7440047916670273e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,7028.861050308175,,,,,6.837799871852632e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1568.8536584940712,0.0019328500711372997,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,7025345303.014507,,,,0.04168006181123859,259.3453261954498,,146245.8712950106,517.370702949347,82.40798340213803,,0.007067040705411365,,2531852.918142644,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.0006374080811080182,,0.012134746643661414,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,44720963580908.79,,,,0.0005093752754419415,7916.904983527553,,,,,141.50194426279182,,258.4454621480765,628.1074845973558,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.003869288288865561,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,0.0003290713825255118,,,,9.680529591939538e-07,0.0010200117536106937,,,,,3.949676510962554e-07,0.0015920841966101447,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.7616631357199372e-28,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.676454139975694e+27,,8.534269767390537e-09,,,,,3.7417040868988075e-22,1.9993280971687574e-09,,0.19915552708142803,,,0.0007948903484370492,,,3.6945196190222177e-25,1.744835628855525e-08,,
"$S_{x,z}$",,,117174641.44630183,,2016886010356.4893,351733592.638837,,,2.4090248155397627e-09,0.03459170970074985,,0.2567029452534876,,,1.5763825191912178e-16,,,0.008522183696213064,7.582319315584885e-05,,
"$S_{y,z}$",,,,4.958138411715433e-13,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,2.843060830492834e-09,,,,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,4.501989633112464e-19,,3.570447501663247e-25,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,2.6725790623085274e+21,415105728.0727685,,,15588.134662863355,2.800769370041606e+24,,612309.3485761246,,0.018949767816430384,,,162.2182213941294,,,580815.6478295715,493.84976525683646,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.2212401215785272e+18,6.415135753108204e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,500168032.15845215,28.90866073550342,,,,,1.6331614115077914e-06,,,42.89374551359466,,,522.177941971587,,,0.0003805369828686516,0.0280924060153197,454907.0405524147,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.1982513147865412e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,5.021201342763304,3.8955532785668883,,,,,52.77109512302049,0.02331342222569633,,,,,0.006093211874599212,,,0.003908210186306532,8.874690357194996,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,1258.0351515982638,6343637967471640.0,,,,,0.0061645355953593856,0.001915055998390703,,164.11705691192236,9927.983670211688,312418.3799177013,,,,0.028032668356091212,0.3071523071181788,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.2290629984433807,,3.200836007994871e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.365611237064016,0.00010072538727077476,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,57311988.7892203,13188.576718795994,,,,,0.00202490731058651,35.596808598546794,,0.11267998766731821,,,3.255713783765406,114.51755801991436,,0.0692562583844029,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.008732285400515632,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,2.7067118411044126e+24,117.34081728892586,,,,,1.7217166991572333e-06,2627.865476994035,,255.8716016614893,,,35.67266545222443,,,,14.43912829436377,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.077659077063466e-14,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,48131091912027.54,,9.379054370961962e-24,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.066205568757605e+23,,193953.11248398977,,,,0.0003005109918916976,8.0255679879885e-08,,0.0001996124463009418,,,2.33541883739814e-05,,,5.638444904331638e-11,1.8150647726416996e-09,,
"$S_{y,z}$",,,,5.1558852920318405e-06,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.8703176478644075e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3327.665300044646,,5346685367278.837,2.421536206825541,1492562246.9546556,,0.28741067012223787,,167.86237771076398,,,152.16782472161157,,,13744.033494107875,0.012324521724696749,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.266325968435514e-14,,6.699888075290304e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,30615437946598.277,0.41296099442218454,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.579191717116366e-09,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,12460177.29208268,,,,,3.4793419450109235,,,845.4869235878417,,,9552.868824489615,,,39.15778761762636,625852.190078182,387718366.71297854,
"$S_{x,y,z}HF_{x,y,z}$",,,,5009.707653661884,,,,,0.005957261023211851,0.001182750403467482,,,,,0.025250653029140407,,,1104.552483318465,3.2990036203268695e-08,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,59498539.71015311,,0.0044517231683270835,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,42818.87188655578,,,,,0.006571691498051463,0.00010468059578463095,,39.60293616351048,12683582191.244776,224.63211709001905,,,,1390635240.968367,0.014525822256219746,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.6807135181325388e-08,7.884207985739866e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.0005909986893627557,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,550944525.5469148,,,,,81.13905126201605,1.5978213639790556e-06,,30312182.55834829,,,68.84291865624436,1692.051129721201,,74919154.47155292,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,17735386564.330303,,,,,7.275884480554447e-05,0.025537704268814798,,0.0009053440330835593,,,7.190958279639535e-10,,,,1.334772138118168e-08,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.0032927665274e-42,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.3296787151266115e+41,,6.776853634662149e-38,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,0.0013407791054907139,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.4756110341312598e+37,,745.8350118262086,,0.3073287153473842,,,,0.0026922618845926843,5.563083894132583e-05,3.5720561345842487e-09,,,,0.02725160256874378,375537416.3463454,,,
