ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.35467828203131335,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,8.98764914454667e-08,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.007620498697300843,,369.41386305681596,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.5685531284447038e-09,0.002706990993042943,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,0.043427352025265396,,0.5450055916758767,0.03848928835820628,,,,,11126380.034614038,,131.22500766966826,637530206.5742257,240.19401154133195,,1366139.8414258522,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,2.980639628173746e-07,,114.42043531979955,7.910751003939468e-12,,,,,,0.004163301131376969,,,,73.87468489685982,8.794678379782711,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.01353643675632797,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.1667834871985242,,379.95752358241697,4.542419807669402e-15,,,,,,7.319894857588599e-07,,,0.11370512448741836,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2953835847543622e-48,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.719721106313274e+47,,1.4306871586754405e-39,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,7.533457314832282e-13,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,6.989648253541469e+38,,1327411782145.6895,,1.2603697675919475e-08,,,,3.8126214105441014e-14,0.0006406126502625665,,,,,,9.703945181891838e-08,,,
"$S_{x,y,z}$",,,,,,,5.1761792196047344e-21,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.0008519850414378252,18363839816112.445,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,79341795.21860415,,1.93192692442431e+20,,1.6194157835393414e+16,1173.7295273545908,,0.0003114539376069166,0.08129330989247387,,,,,,561.5031169589125,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.175066404592112e-17,,5.445484223417149e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.3063585601444691,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,26228672934438.812,,,3210.7476556038655,,,3.264149040028231,,45.03545974843254,,,,,,18997.00538543497,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1561.0057022603787,,,12.301135251138051,,,,0.022204725023037098,,,151301.78318538543,,,,19.654911294590427,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.15031397324683257,0.0007013099017583444,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1425.9031527899024,0.1053923338884154,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,6.609307431457901e-06,6.652741447782015,,9.488356155569669,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.12374092882918669,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,4.960221189034067e-10,8.081400466780162,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,10305087.06774294,,,0.0017809340140727554,,,,5.2639875586217465e-05,0.05087786889555831,,,,,2016039127.873521,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.571590846044721e-41,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.3207264105169974e+40,,2.4319218253843273e-34,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,6.950575034825094e-21,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,4.111974281253739e+33,,1.4387298820451684e+20,,,,1.6188458970837883e-06,2.1430502640649347e-06,,1559305450.5449944,2.052603322551089e-05,,,,,65.70508077776945,,,
"$S_{x,y,z}$",,,,,,,,,7.853471457851684e-25,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,617724.0228989146,,1.2733222567457446e+24,423.4518412897051,7.00782153071866e+21,,260.4292347778254,,2030485845.5069697,139047594.79924914,,,,,1506450565.5727499,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.430493807247328e+36,0.0023615436337560964,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.99059300315519e-37,,1.4269769793886987e-22,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,466624.6129492089,,,,,0.0038398146846037053,,,2.768341527671573,0.022702053722822177,,,,,3.261459742091981,,483.09989109985696,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.002069965277208683,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,6.413111681553406e-10,,,,,4.924929677361631e-10,0.3612271065561376,,,1.9374957229386547e-12,,,,,768.7780239306768,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,48718.619375376664,,,,,7.191782076085217e-09,44.04887822966909,,516130171623.4354,,24.723432865119133,121944.09220852493,,0.08329493174955814,0.8680902303801636,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,8.200479267909064e-06,0.0009198177497768979,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.04044745749733009,,1087.1718883904452,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.03207351659632374,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,12.005532377488318,,,31.178371008890863,,1.002099114905939e-09,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.015219523180897424,,,,,6.638120246712522e-10,0.30661117385388154,,0.0013007655901597069,1.1519539847396612,,,,997905282.1475289,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.396381618000224e-19,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.2745978099482378e+18,,1.1996388289751456e-10,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,8335842220.564855,,1540451.2658509458,,,,8.383753727757594e-05,,,,,1.8917802695105346e-12,,,7.82074092642942e-09,1.7142195559838453,,35.077912675225164,
"$S_{y,z}$",,,,6.49160426018151e-07,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,9.284503306971897e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.8033651269567424e-48,,2.823265520007787e-48,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,3.5671414700288187e+47,2.099389851728459e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,11927.831285037882,,107706354011321.47,47632887.201807,3.541997707665986e+47,,,,,,401.15371823549407,,,1.1374792084045278,11391225859.247019,,3.651323891585474,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,0.0001245744466878021,
"$S_{x,y,z}HF_{x,z}$",,,,0.02850796765641874,,,,,0.2738732661609434,8027.32844967889,,19.42012842041516,,212.64611229363763,,,0.00010380495492834855,694498.8642305554,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,4.536221930077296e-08,,,,,,0.05149296535798202,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.057370114032486e-08,1.6119503176229913e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,62036.6514443582,0.20305517917657412,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,528602616338.06586,,,,,0.0024928099991159947,,,22044776.807975978,16508814.57092085,,4.92476973035203,,4.803413043698916e-09,634636.689674294,,0.004702648871469257,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.0001245768895018772,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,127865122.9349126,,,,,0.8791369482723457,,,,,208185303.01319662,,,,9436967.661584666,8027.171042707174,9633.45151192687,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.5833558464021069,,,,,8.778686441268594e-11,,,,,1.575704676817876e-06,,,1.0596624210875795e-07,,,1.4398871639738582e-06,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,280644149291613.22,,3.6408527345922934e-41,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.563231239718148e-15,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1.108307843600024e-21,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.74660930528403e+40,,,,,,,2.4154276802965784,,,0.03199994152964616,,,0.00675912818069086,,,0.903680838360553,14.607676356147481,,9.022763898807964e+20
"$S_{x,y,z}$",,,,,,,,,4.0799784514683145e-37,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.990489074779497e-05,,7.0480999637488e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,25059.584959652024,0.0018023433475840762,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,0.414005357377214,2.4509933370851926e+36,554.8332404813073,141882.21011952162,,,,0.00010458295230170887,,,5.094996208261083e-08,,,0.00031973885256164793,1.0353772659789278e-05,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,4.7225796168652594e-08,,,,,,,,88.64482917572923,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.01128097385147647,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,31.25005710005926,,,,9561.787824798863,21174867.998599824,,,,,0.2711243405712589,,,0.01979139043628504,113.05052773440822,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.09438329805798601,0.007435740815252059,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,147.94807455445957,,,,19627099.984462973,,,3.6883446093146794,134.48559126063375,715287.7914716501,,,,3.742913867615331,3.036157371961685,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,10.595094901066423,,1.3980386802668282e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.00023833773817310522,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,0.0684571574300495,,,,96583.15213773993,,,0.008845602227964112,,,0.3293636914986038,4195.726651033744,,3.811815049061822e-05,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.106585375666688,,,,3127.552350889834,,,50.527020990229424,,,0.26717152340914424,,,,26234.221417592747,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.718976959284577e-86,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.1191033747950434e+85,,7.538606250998338e-43,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.554882942530903e-28,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.3265051479079038e+42,,6.431352307282291e+27,,6.742763813624529,,,15213.28403862563,,1.1909065674138037e-05,,,,,1.8768092815063473e-05,0.7140169952411175,,,
"$S_{x,y,z}$",,,,,,,2.6956639816900815e-22,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,7.391833985186238e-05,9.384233365439079e+53,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,0.14830713749447744,,3.709661169909749e+21,,6.52078994206192e+65,13528.442359556115,874.6022809002611,,0.18643342542895447,,,,,7.951936916755878e-07,2.839765913960736e-05,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.5335565305509487e-66,,1.0656171485279459e-54,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.03782200054482769,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,6.573202718499563e-05,,,0.0011433768489268771,,,,26.439637924883748,5356.879365756526,,,,,9.048346896096998e-07,1205503689897.8403,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,83969.64357763345,,,5.363845017057186,,,0.0001866758483292399,,,,,96.56001027747403,,1.5662886579453377e-07,669831.4741266529,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6037.020580305442,0.03659992419991348,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,0.010356254075847842,27.32246095751105,50.30816460543918,,,1.256837448332627e-11,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.00016564462332003597,,0.019877489227501707,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,3.583908376773871e-08,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,53281.91893836913,,,1257555.247820007,,,1105174.2505930555,,6384519.194002229,,,79564783920.67659,27902499.028174672,,1646541483.777041,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.4005268875460148,,,35214.170121693576,,,8.295287757142779e-13,,1.4929128275195355e-06,,,,,6.073336201078129e-10,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.7006281496788254e-82,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.7028422447530433e+81,,,2.2862951539474456e-63,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,4.373888464371852e+62,7.171463090153541e+18,,,,,0.0882873778266526,9.150952164245461e-10,,1575.198421637203,,0.1301618545145138,,,2.8586746027708005,23244356373.76678,,,
"$S_{x,z}$",,,,,1.3944155989215167e-19,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.871977807276666e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,11.326647416841906,53419436.71088653,1.1890093445817982,9.211366564661898e+40,,1.0433322171676767,,2282.866855457711,,9.803496032982146,,,0.23050207023160987,5.627904183948925,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,9.768517603060238e+39,0.8410362833201475,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.023696778400363e-40,,1.0856152482698476e-41,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1092782458.1000361,,,,0.9584674790496643,,,62970.656320415685,,28595.967290978704,,,0.0002210592899820543,4.945218102482729e-07,,8312546630.603095,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.2030007703276457e-10,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,0.0006348406564302147,,,,0.0004380456957484284,1.5880412535509663e-05,,,,4.3877643281095315e-06,,,0.0010485007115380262,0.00011635792678083376,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.0003141261456536287,0.02708280421770012,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,36.92379828771366,0.8596574917781277,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,7.68274241120692,,,,0.10200442746502626,3.4969965863524906e-05,,227906.49752851474,3183.4344699936255,,1.1632539814567147,,1.1920076056631208,0.0052084553697593124,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.000248206915479335,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,0.34981246170191577,,,,4.338355829061292,4523.673264675646,,953.742795780385,,0.8389208216869507,,,,38.190882010420054,4028.8966085767956,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,4.302119550742151e-11,,,,0.17768603858822826,2022155.503107039,,8594.171687877804,,191.99550135460044,,,0.02618426041396893,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.896175918368674e-27,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.5666192208761952e+26,,6.663735804928509e-20,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,3.9072620613361796e-05,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.500659733929425e+19,,25593.3690728189,,1.3425407424908959e-06,,,,3.561029424203211e-20,,,,0.0003808242115698404,2.7302395379526208e-05,,,,,
"$S_{x,y,z}$",,,,,,,2.952854418596942e-17,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.529861373750572e-50,,1.2026405974851378e-51,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.020400152553150915,8.315036113790911e+50,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,744856.352101941,,3.3865536807437772e+16,,1.5314260789974897e+49,49.01924127256316,,5.064944185547767e-08,,,,0.0006914112719590657,13.657215509751389,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.00033714271431018833,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,2.8081767401395524e+19,,,19743554.190653954,,,2966.102951523222,,1665.9316915768732,,,0.0004415406530328898,0.00017641960691595145,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,0.0006002647077644935,,,,5.4173025835260995e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,2625.883464388417,,,1446.3171784379067,,,,2264.7971214680233,184593713.30687314,46466.96817877757,124.66241726944082,,1847.9021234980883,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.5041622170109471,2.1520663800413834e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.9834885801811017,,0.00802166380135752,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.0014911923246447092,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,36626.82288858398,,,0.07322136780268203,,,,5668.304206552352,,,,0.0005411542025326509,,,2753299.775654132,670.6043100364398,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.6320055260325545e-07,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.5883099116976498e-14,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,38635249800674.32,,,3.710555583799605e-12,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,,2.2027040374293793e-13,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,269501420317.22406,4539874549678.628,,,,,4.392853866076539e-20,234917.4213090697,,6.841899119367426e-07,0.03175203910852156,,,,4.449439748689916,0.1339446171335531,,,
"$S_{x,y,z}$",,,,,,,,,1.7099156142215895e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.674258658726043e-18,,1.4416999183657662e-27,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,2.276424462289583e+19,584824181780007.5,32931.99006656653,6.936256201869987e+26,,321800.18990758364,,16758878.192318128,8561515.140144276,,,,43555173.1004771,1700247042.580704,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,3.7393540700972346e+17,3.036561100555013e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.04946076846519208,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,4.256814988124476e-06,,,,3.107518365005271e-06,,,3.577230979295156e-07,2594.98817665603,,,,21231046.665395312,5513.132053560629,,20.218044139442515,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1461582.4971304983,,,,5.966986504254063e-08,2795458.291029997,,,0.057186157774237724,,,,2.9449956294967163e-05,696.6852401769613,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,31.49404032233072,,,,1.168017557209095e-07,0.0003853582104904332,,17.48674922256271,,51.28254318072596,1.1387731054058507,,6203.701786154484,0.1341879620254061,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.019499812957323073,,18.33767256384632,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.8781380551164378,0.054532547493052766,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,0.22474739663447243,,,,2.2959385276534374e-08,4.710083378178004e-08,,33955.90777738758,0.00016119407967543108,,,1399.1552175963882,,266.2397300445922,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.0007147169859523536,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,7.465772207948626,,,,5.881498246761596e-10,0.00018138509839505022,,0.001435368430865559,7.452233306968831,,,,0.00375601342381361,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0564811615733008e-55,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.465384110690724e+54,,,3.2304905834884942e-24,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.095505076260383e+23,19663755.98902404,,,,,1.827048939934222e-11,3.3880614560766486e-06,,6.009824219680439e-08,,0.03491224955491678,,,9.424056422648073e-15,,,,
"$S_{x,z}$",,,,,5.0854984193161386e-08,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.7201697995194386e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,54733071355.8227,26880493.469120074,12.182386731525266,2251647947.148311,,0.034527189141181545,,0.005733906121068451,,353412903.47001904,,,382.64939906341937,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1551006628489.4438,0.08208572113477779,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.44742570168072e-13,,4.441191622635722e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,295154.0321697685,,,,28.96268201593254,,,1793.3792299986453,,47758.57564422926,,,138800.6944313773,,,992.279380631595,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.0010077806911229887,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,16639421.777517032,,,,174.40118112949867,0.0005576065470551676,,,,5.114584696302494e-05,,,6.764517147661281e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,28.643241634343998,,,,2.8295514684987517e-09,2.0938647907956014e-05,,19551.92961655193,1.9239864976855274,,167.9356863520122,,2.4474712874920756e-05,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.051878237010113e-05,0.005954660511547777,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.5197541672994882,32766.70700269115,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,106111419027244.03,,,,0.002613358344342421,7.204574905742977e-06,,1478302.1140625437,,40858.49771192618,,,,3462689.0546725173,470.29870002783036,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.002126308237596285,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.887928959866062e-07,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,243685906586.22797,,3.998280452045023e-24,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.103643144607344e-12,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,0.011084430783277671,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.5010751796776146e+23,,,,,,,8.563246989808197e-27,7.408950564384394e-25,,2.4541292391765486e-12,,1.511540109808699e-08,,,,2.5904849059615497e-12,1.7426693719396836e-13,,90.21663083580549
"$S_{x,y,z}$",,,,,,,,,6.880384819033506e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.882047204711841e-35,,2.5487741086080567e-57,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.575960433418348e+34,0.002386507769495188,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.1677813348023008e+26,1.4534070786762636e+20,419.02231066757747,3.923454795867032e+56,,1819058.2326532623,,11114084675924.777,,27098585777.19967,,,,8385136.360510174,13088.645911270782,,
"$S_{x,y,z}HF_{y,z}$",,,,,1.349718818218474e+24,,,,5.497350123538425e-07,,,0.003056353569450527,,3205.63104144996,,,,2552719.0622898755,23.490062475603832,34.81672572876317,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.028721827772962272,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,407476502881.9497,,,,8.997592056916664e-14,327.1872763659934,,,,0.001024734122718858,,,,20036.060345877555,0.00227294463917665,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,66157688.67202342,,,,3.690229476260656e-11,0.00031195105957910975,,975.8628875817732,3.8540243534584486,,5.089762013410269,,,3.316959980570018e-05,9.353168791725958e-05,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.2594690402261313,253.2012461359865,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.003949427640110946,0.1964728404521167,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.23531906739065023,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,5738323150116.231,,,,7.640209741932805e-05,0.04257119371387683,,439.9579218798041,,10691.563707100255,,,4.249549393037125,0.0008343459880797415,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,386028112998.71857,,,,1.1925864494100575e-07,3.917391517039741e-07,,4.991001138633281e-05,,30148.08758193551,,,,,1198.5435470259927,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.0001985307257150082,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5037.003700049456,,9.732710409472726e-50,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0274630169071016e+49,,160092963565994.06,,1.5054200308678325e-12,,,,3.864430924018374e-10,3637.4126850467665,,,5.3424588824207735,,,5.387938345162915e-08,5.778261440228739,,
"$S_{y,z}$",,,,6.246370719396275e-15,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,5.627685198603434e-51,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.9297051705989475e-08,1.0127560752112696e+17,,,,,,,,,,,,,
