ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,z}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz,yz}$","$\hat{S}_{y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz}$","$\hat{S}_{y}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{y,z}\hat{A}_{x,z}$","$\hat{S}_{y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y}\hat{A}_{z}$","$\hat{S}_{x,y}\hat{A}_{x,y}\hat{T}_{yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,19736740.626992293,,,,,1.2291357070324933e-14,30407218225169.277,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,3.2886928116701574e-14,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,44235001145.08177,,,4.156107631281756e-09,,,,,,,,,81357981407464.23,,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.9074502059511785e-29,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.559213674628448e+28,,2.906617301103256e-121,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.6522372650412026e-66,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,3.4404254031668805e+120,,6.052399501926635e+65,1.0008515694665994e+51,8.803301342968877e-31,,,3.0186106118180406e-36,,,,,,,,6935756.921491053,1.3559448899472792e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,9.991491550869494e-52,,,2.8566896523776634e-68,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.1359374864506844e+30,,3.5005552639142507e+67,,2.4882830776775606e+19,2.558314292060975e+34,2.7318782819796282e-05,,,,,,,,2.704711000668947e+17,1.2261349792797406e+27,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.0188353526615235e-20,,26180581958652.105,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.9088238810345743e-35,3.8196247951223333e-14,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.011998391201165e-09,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,3.3127823644591336e+35,,,36604.85192903104,,,,988143863.3643243,2627440.5182750924,,,,,,6.317395047948369e+24,4.749203489506347e+18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.805985304118311e-07,,,328205853.4485261,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.17218701764977007,6724804600248110.0,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.11861575463139828,,1.4870320543783611e-16,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,3.0468682672560386e-09,,8.430583299052705,5.807638773522455,,,,2.2968145101223133e-11,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,7.374930997666736e+16,,,8.155708930083885e-28,,,2.105616241143511e-19,,,43538561585.74802,,,9623008286263.531,,0.08205848514441437,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.039176077014774e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.4418037011957729e-07,,,3.6972526815348236e-18,,,1.582930927083243e-25,,,,,,,,,12.186430181353023,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.953813354610206e-115,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6795958160590838e+114,,,4.425280659969229e-11,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,22597436791.883694,1.414582869748091e+36,,475451655392.2743,,,,,,,9.414046475072753e-62,,,,2.8909838936366795e-32,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,7.069221757068783e-37,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.1032632627494878e-12,,5.081059966272655e-54,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.9680932849402606e+53,,4.5495447080081506e+23,355406940.23273367,,7.356281897563515e-14,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.8136760619957585e-09,9.828194082210963e+17,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.19802214107225e-24,,1.0174809244050243e-18,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,13593823808345.51,,,134245928.1040432,,1.3654806943104571e-14,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,7.449015505520441e-09,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,73234283294278.42,,1.6342736143842526e-06,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0001811264365774664,,2.6434494701736627e-15,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.11909988059600264,378293593761905.56,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,1.0622424720845367e+61,,,,,,,611892.6422102038,,5521.005209928632,8.396314043270024,,6283.072980066451,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,4.690488831130576e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,3.4590299939100027e+31,,,,,,,,0.00015915778842177697,,,213197.39498430147,,2014109493207.8843,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.964973370972469e-13,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.1559166008265929e-101,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.651143164523311e+100,,,5.066494469559554e-29,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.9737512909728551e+28,1.071892655739123e+28,,1.2604001520643567e-13,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,9.329292393653453e-29,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,7933988252557.268,,1.0524276708505164e-43,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.1485790992907965e-19,,2.8506346022839527e-10,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.00011870711281664844,3507990814.3919654,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.3740750220497566e-10,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,4804188754.5266285,,,,2963775237.5538416,1.7400576359874006e+20,,,41343605069360.484,,,7362247749.342243,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,5.7469360745200094e-21,,,,,0.594546616727327,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,34053.26902078306,4.218185723683465e-12,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,2.4187537548366688e-14,,1.6819538987615221,237068746021.63452,1.8198367564434102e+21,,282445723.8038586,,1.6493832297102497e-09,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.9365756321065378e-05,,5.494998364327719e-22,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.0678106342678787e-23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,3.5405032391088327e-09,,,7.051471924301909e-19,4.836032775090434e+22,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,1.3582808322218466e-10,,,,,606287236.3360163,1.418143631195127e+18,,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.0531467223844295e-106,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.27530934778996e+105,,4.4212100578137693e-64,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.261824222155341e+63,,7.389671586483926e+28,1.7579795863559848e+31,6.415248089021358e-36,,,,,,,1.6152781535721593e-30,,,1.601166230415415e-25,2.1406807351600927e-33,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.3532401112778129e-29,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,5.688348191077934e-32,,,1.3386606800941113e-61,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.3917450726727686e-33,,1.0044576703954365e-30,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.5587861702672662e+35,,7.470152928744403e+60,,7.185223929548793e+32,2.249576147806279e+33,,141033424048363.2,,,1.2707382628414524e+21,,,996479.4366926556,6.1713494976565866e+32,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.445281841093358e-34,9.955621122454254e+29,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.0008559839643154614,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,7.090517774404172e-15,,,1168.2461841440097,,4.25490873915942e+31,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.350226670660756e-32,,,9.362810202400232e-20,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.006162596886026e-15,4.834470688730338e-27,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,6.19088420027546e+29,,,7.869441168505746e-22,,,,,1.068055400443386e+19,3.8127255003649556,,2.0684787733455614e+26,,1.3355893333516065,7.999940192206787e+17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.2622795687505643,498464083395934.2,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,6.245447730561709e+24,,,1.0035330014626587e-06,,,,,,,0.7487331435109182,,4262249.949257668,,2116.6428772549275,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,2.3461786894364662e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,4.671411217820924e+32,,,1.6203911322470468e-33,,,,,,,1.2500093450375528e-18,,,0.00047244625474888763,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.321698306396791e+24,,3.9480038169468e-38,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.2016777864096706e-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.532925615997385e+37,,,,3.5655039203736936e+35,3.7436800343902663e-69,,,,,4.046789458104818e-52,,1.4233147485574757e-45,,,,3.5784954190040163e-56,,5.179411238528542e+53,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,1.9307213772893953e-54,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.804652644710013e-36,,3.068844491953267e-79,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.014189795035687e-32,,5.29639656321221,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,2.4710947044631213e+51,,1.1831917675782155,,,,0.5049564273046832,,,413.8230503059467,,,,6482.149909889127,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.0748617693154978e-33,0.18880761439689295,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,2.963200017038728e-15,,,94.65944500981401,,1.9803688911095192,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.010564186171768944,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,2.4710947044631213e+51,,1.1831917675782155,,,,0.5049564273046832,,,413.8230503059467,,,,6482.149909889127,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.70725869006871e+23,1.4325786666024423e-05,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.0476918654902532e-23,3.6937733496558474e-24,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,7.025852862225283e+44,,8.207436150298779e-10,,,,,0.002416491781356022,4.883547260469204e+22,,69804.1945837179,,21515830791.29097,2.0114437190931436e-09,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.0003426599732527055,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,4.647740585526324e-11,,2918.344942677382,,6.162849206649312e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,2.7944705327534684e+55,,5.1124543042449824e-18,,,,,0.00015426980460208213,,497155346.93202776,,,16226261.043691695,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.691233661995727e-158,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.7157680290697396e+157,,1.4624221740488381e-86,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,6.83797071560681e+85,,2.014745541111236e+27,221.17315874123108,1.2005144935891376e-35,,,,1.1407257792517404e-44,4.327839357773693e-40,,,,,,,4.218784888453595e-32,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,4.9634059467800015e-28,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,0.004521344297342985,,,6.432591544647261e-26,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,8.329761992379899e+34,,1.5545833946694904e+25,,567740560355.0258,3.33462003606636e+17,,0.3009146777297023,0.033659304940291845,,,,,,,57375454.87045367,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.9988424143808498e-18,52949547.63615955,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.761367902576256e-12,,1.8885902611887363e-08,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.6388956418792082e-83,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,8.76634874207849e+43,,,3.3232011397538193,,,6.101669773515104e+82,,5294.900856127118,,,,,,,0.025076029351303587,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,2.3106218076320084e+39,,,29.709466721725164,,,,0.00018886094889630024,,3366462842.235752,,,,,,5.629743879441226,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.147368879967605e-10,13282.731043729176,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,2.970476868046685e-10,,3950734505722.337,3177257061.8106027,,,,12892.118895311942,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.531174895583534e-13,,7.52857222440037e-05,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,2.3703507679116396e+31,,,1.7429055721786786e-08,,,,39.87872186582899,0.1776279740987531,7.756676835827488e-05,,,80260.99553195266,,67773026562942.7,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.2459352059767194e-05,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.4755132693849404e-14,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.0965918636475718e-10,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,9119163046.438442,,4.315138199986462e-90,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.317422881156245e+89,,7.610369328866743e+46,2.7102481134731037e+40,,,,,5.4774740954188146e-21,,,,,,,4.9127100230425606e-17,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.3139966758340092e-47,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.6896990907542014e-41,,,4.7525570291995e-80,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.4092090120486553e-34,,1.4094675954185388e-08,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.0002432398787870751,70948775.4986699,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,2.116561397701214e-17,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,1.825659021986737e+20,,,1849739132920.951,,,4.724644421305683e+16,,3.6706755463905954e+27,,,,,,15721282.058127662,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.7242941724536454e-28,,,4885334025967.208,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.046942941229117e-13,103373.33056776054,,46357723.22880089,,42.34591870768282,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,9.67367496536746e-06,0.059798437938048996,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,16.72284485149925,2.157137862583219e-08,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,0.023615026678322368,,73.67835108899743,,1.2325727930956055e-22,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.013572507869945157,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,2.0355363848254892e+16,,,,,,,6.360804394340189e-08,,,,,,8.113111092518121e+21,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.18749626682882e-21,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.2213746026992935e+20,,3.6489819539860854e-107,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,4.497802687493654e-59,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.7404903959791226e+106,,2.223307844918466e+58,5.548790024109027e+92,,,,,6.567102532320992e-34,,,1.2190760886501664e-16,,6.919854009330947e-07,,1.4849421121499226e-12,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.8021947048907672e-93,,,3.0379757158582856e-66,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.5227415668909512e+33,,,232588139745005.6,,,2631.7441759310063,,9878458853589.31,,2.856830615563003e+17,,1193234121445077.5,,2.685075056620859e+25,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.662320319887313e-30,,1.035082887785815e+18,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1567068586959567e-17,9.661062044404364e-19,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.0003799761424935005,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,1.5227415668909512e+33,,,232588139745005.6,,,2631.7441759310063,,9878458853589.31,,2.856830615563003e+17,,1193234121445077.5,,2.685075056620859e+25,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.0123036546704375e-13,,,0.5183057080972919,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.937490304272479e-08,5.332024817126605e-10,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1875460138.1223388,0.0007795489636877049,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,8202933428931901.0,,,,,,,3.500382537740788e-18,1.9293632780372323,25396887.934299756,,1282.793059296029,1.24735058169131,,13764482.96293515,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,1445117.1927204952,,,,,,,8.380585017037063e-16,,,0.801699229292921,,,153013883.30284438,1.8257619673354433,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,6.535354690794982e-09,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,673426924738.6245,,,,,,,3.7242906768442086e-26,,,7.265074922848822e-08,,0.5477165248761435,,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.873231353292778e-65,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.2701265276318541e+64,,1.869398772076134e-80,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,0.010043018782013404,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,5.349313452738662e+79,,99.57165486845003,1.174771311836198e-10,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,8512295030.740699,,,2.601409215044314e-56,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1504235482754034e-59,,0.00018995891046691426,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.8440703377879183e+55,,8.692450719555394e+58,1.5240623833818382e+33,,3301149716809317.0,,,,1676581768.8908615,,3.519862586636119e+31,1.1418988767708716e+18,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.561411205367046e-34,5264.296355153991,,,,,,,,,,,,,,,,,,,,,
