ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,z}$"
$\hat{S}_{z}$,4.2347627831054175e+90,4.4783447683179575e-50,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.5581630494697207e-113,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.3726411778903563e+127,,,2.1938662332764426e+112,4.4927799476273106e-36,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.225793409997994e+35,,,,1.2179702070571364e-62,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.210381454372379e+61,55.433460159457766,,6.6878455376422656e+75,3.302881251810875e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.29753001555522e-66,1.4952498444701522e-76,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.018039646039114975,1.8876721737558529e+65,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.154393431547628e-10,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,30276595.607296772,,,,1.252402668469195e-47,,,,,,,,4641677724.024813,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,7.984652421910714e+46,,,,73479647541647.94,,633.1247444793242,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.3764701928078015e-10,4.245637146255248e-18,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.3609210624386901e-14,19518.01113704957,,2.355359079336357e+17,416.5400379427029,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.123472842485346e-05,2284946443.011034,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,3.861789805626821e-34,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,0.0015794675673628748,,0.0024007296031829596,,,2.5894728877862537e+33,1.014803631607708e+25,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,9.85412319047129e-26,,,,,
$\hat{S}_{x}$,,1.5486838547248644e-153,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,6.457095791042889e+152,,1.753059036608011e-60,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.704314453293582e+59,,3.767844966724924e-37,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,0.1834784366068749,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.654037012752192e+36,,,7.68581533316787e-10,,,,,,,,,,,,,,,5.450231746538275
"$\hat{S}_{x,y,z}$",,,,1301098135.5283604,,,,,4.85128260177782e-92,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3346.649210819559,,3.3963009513707365e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,2.061310548335271e+91,13248671661.6922,29443798247.514053,,,6.725361988102568e-26,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.00029880633941766204,7.547926505654484e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1.4869088114053037e+25,,,3.1598574560960898e-40,,,,,,,,5.856928194001059e+46,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.7073796483013859e-47,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,3.1646997179280055e+39,,7.545405436291856e-14,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,13253098305230.951,,9.058865802356351e+24,5.282352591129139e+16,,,,5.285499010022001e+30,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.8930958938245413e-17,6.801886486097265e+16,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.1038909525957262e-25,,1.4701803713483794e-17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.608879811275928e-18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.8919689476885126e-31,,,,2.7709429304780522e+17,5.687294153040521e+18,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.7583053963638992e-19,,
$\hat{S}_{x}$,,3.4838420799703836e-69,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.8703941712779963e+68,,9.96902728025102e-83,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.003106894873318e+82,,,,,,,,,,,,1e-160,,,,4.1468935474356246e-117,,,5.340838874308183e+25
"$\hat{S}_{x,z}$",,,1.8723650413991068e-26,437567077278271.4,,2.2337445153134698e-27,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.285363894880164e-15
"$\hat{S}_{x,y,z}$",,,,,,,3.4598692758085377e-78,,,,,,,,,,,,,,4.4767877129389e+26
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.00020076288408846872,,2.1278781377477335e+22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.0653380148534044e-26,4.6995172433063135e-23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.890282609785336e+77,,4981.000370363962,2.4598200600942156e+25,,5.735795896476492e-46,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,1.7434372108922172e+45,,,7649188875945386.0,,1.468639468016418e-48,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.30732815755763e-16,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,6.809023056901947e+47,,,6.72031363432571e-07,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.625436991240821e+21,0.03408975278268116,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6.580465748365361e-10,1.7776396776944908e-22,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,1e+160,,,,,,,,,1488025.7892909131,1519649274.442934,,29.33432830607198,,3.591206020641684e+49,1.6911090385514967e+38,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,2.1007162270171144e-08,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,2.784579871642446e-50,,47602812.18086926,,0.03565242119313608,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,2.4114436229461077e+116,,,,,,,,,,,5.91327925759619e-39,,,28.048585945476354,,,,
$\hat{S}_{x}$,,2.0138964124973495e-66,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,4.965498690967633e+65,,3.11658677046101e-69,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.2086384036472006e+68,,,,,,,,,,,,,,,,,,,4.5204169306517285e-51
"$\hat{S}_{x,z}$",,,2.2121853256925695e+50,72500959943.77832,,6.142478446592495e-16,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.379292082167548e-11
"$\hat{S}_{x,y,z}$",,,,,,,3.6304236650458635e-33,,,,,,,,,,,,,,1628007340513737.2
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.4330421882359084e-17,,5.292650606539727e+37,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.754499453130264e+32,,6.978161621543129e+16,4.6424371133276496e+19,,5.36132105918352e-40,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.1540410254113504e-20,1.8894124595422486e-38,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,1.8652119299721455e+39,,,679431.0609961904,,1.1981546370141046e-48,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.4718196700247812e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,8.346168091391597e+47,,68638798.07407515,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.456901968068843e-08,,17950061.434987903,17989826068.652046,,1.5460745002813189e+26,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.55869743367079e-11,1.1670086059294617e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.57101157353601e-08,,8.568917100688834e+18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,6.4679936175006e-27,,,,,1.0854801368037305e+32,36952052388.186745,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,2.7062096294269474e-11,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,9.212513118338281e-33,,,,
$\hat{S}_{x}$,,8.104804269042139e-60,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.2338360888241221e+59,,1.196815401823543e-118,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.355507444810096e+117,,4994.017244508034,,,3.359665298228202e-107,,,,,,,1.1789008064185109e-154,,,,,,,
"$\hat{S}_{y,z}$",,,0.000200239596909624,,,4.007889676418515e+29,1.375063051513797e-101,,,,,,,1e-160,,,,,,,956139941169.8339
"$\hat{S}_{x,z}$",,,,1.045872007790516e-12,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.4950786591850716e-30,,,7.22622649080622e-128,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,7.882360361848389e-40,,47026.85490912741,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.602381524363676e-39,2.1264445643502106e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,2.9764869748405393e+106,7.272393792409062e+100,,1.3838481277500498e+127,,1.2686555220694111e+39,1.0414083188246025e+38,,0.0025759866985548777,,,1.860056285148071e-56,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,2.848867061515703e-14,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,388.20076227916763,,,35101672995157.695,,3.987029136079913e-51,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.5081331634892693e+50,,,2.2289214785817633e-10,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.12897135236585652,1.3964145166169114e-38,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6.2452181241549735e-49,7.753659876057382,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,8.482477868837755e+153,1e+160,,,5.376181398297817e+55,,,,,4486474779.884522,1.6012250975386193e+48,,7.161197395904309e+37,,302708597737483.25,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,3.3035070938659825e-15,,60121.84360088772,,4.153920391895949e+21,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,1.663288981353251e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.407364382694816e-22,,,,
$\hat{S}_{x}$,,1.440802912008616e-61,3.993393538230163e-156,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,6.940574534277593e+60,,1.0459179986472179e-128,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.504135869472036e+155,9.560978980124562e+127,,1.2849706696742987e-60,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,5.658350938452238e-20,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,7.7822787990442595e+59,,,2.4417478566585677e+60,,,,,,,,,7.962288113232226e-90,,,2.5894650398217054e-48,,,1.7672993613816676e+19
"$\hat{S}_{x,y,z}$",,,,4.095426959311267e-61,,,,1.3791123676316213e-97,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.715078844479852e-05,8.038262159546698e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1244049.9950755439,2.0062190762432886e-10,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.25104076702119e+96,21208.553090702684,,4984500505.660294,1.5962099177996374e-16,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,6264840161991300.0,,,,2.2929506713813736e-46,,,,,,,,1.5930476808812133e+25,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,6.277276016288716e-26,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.361192817975261e+45,,,,,2.1277471994114107e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,1.2559203909465896e+89,,,,,,,,4699806444.471531,8.331476949927011e+20,2418152135.016585,,3461391622.4914665,,6.284849872780559e+39,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.0577864496661802e+17,,4.135389107737597e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.859590751811116e-18,1.2002673787734126e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,2.88901144124285e-10,,,0.18993565054295133,1.4187069017111824e+16,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,7.048672271868443e-17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,3.861801509661833e+47,,,,,,,,,,,1.5911279031993448e-40,5.264941032088464,,,,,
$\hat{S}_{x}$,,7.828532885317413e-112,1.369043747512789e-151,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.2773785518299632e+111,,3.629507773058179e-141,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,7.304368482137627e+150,2.7551945402156064e+140,,1.6964903935570543e-16,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,2.1242215127106907e-70,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,5894522030880980.0,,,1.071166934039842e+34,,,,,,3.397966322133809e-148,,,,,,,,,4.7076069704421424e+69
"$\hat{S}_{x,y,z}$",,,,9.335613042390693e-35,,,7.862231830633082e-89,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.5199179977334378e-15,6.774661164954951e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,1.2719034766995392e+88,,1168560459134403.0,657930231427774.2,1.8594990239083725e-42,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,8.557537542736452e-16,,147608.85831057644,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,5.3777925513408354e+41,,,,38476860286.146545,2.371481838411388e-48,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,2.5989646571033927e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,2.942936760397418e+147,,,,,,4.216772752811304e+47,,,3.6135918878143346e+24,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.812238999840132e-19,,6695.486423652971,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2810216214024807e-32,0.00014935434660390409,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,2.767329657154078e-25,,3.555885541935971e+18,7.806269490636588e+31,,4529628659337.094,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,2.2076864908973553e-13,,,,,16874794272506.629,1.0908451006074506e+18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,9.167204394493202e-19,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,5.925998171303675e-14,,,,
$\hat{S}_{x}$,,5.4712221176137324e-139,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.827745206652566e+138,,6.87631982462946e-87,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.4542662725171984e+86,,4.712688427028779e-101,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,8.353876059303835e-43,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.1219310707338076e+100,,,5.854652166213196e+50,,,,,,1.3372236385179783e-120,,7.584096809781004e-104,,,,8.611066913731551e-72,,,1.1970491217502386e+42
"$\hat{S}_{x,y,z}$",,,,1.7080434014012527e-51,,,,2.108717196711578e-114,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.7744065040511006e-38,0.0035924597505775564,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.0685853158790984e-06,5.635687187332364e+37,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.742219589992636e+113,483422.1689208039,,278.36080831225206,1.140308354997103e-15,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.019348889152918967,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,876955777459457.9,,,,7.310227178728758e-52,,,,,,,,51.68255356143484,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,7.478180696149543e+119,,,,,,1.3679465433164542e+51,,,,104.7298281586499,,,,1.807584540019823e+37,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.972801931033015e-32,2.2304811956627342e-26,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,1.3185485695677396e+103,,,,,,,,0.009548378122851026,558531.0721925728,,4.483337505577463e+25,,5.504374386786982e+38,9.568481326107269e+26,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.7904106857912028e-06,1.0027272244204861e+31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,1.8167368891194207e-39,,15.307935941865045,,0.012318555284245462,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,0.06532559345673385,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.1612962830486895e+71,,,,,,,,5.532244704798335e-38,,1.0450979271616853e-27,,,81.17835062029776,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.87087778409553e+113,5.536942582115144e-158,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.703322802441987e-114,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.806050875857185e+157,,,1e+160,1.2791234743653144e+95,,,9.775249674213436e-36,,,1.2094686441308462e-112,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1e-160,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,7.817853553943946e-96,,,,,2.8373415296029674e-139,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,8.626678174099812e-11,,1.0609587939720229e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,1.022991773435664e+35,,3.5244259091359056e+138,846221071.8804295,942543674.345914,,,,6.356708948454265e-55,,,,,,,,6.762267288598983e+18,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,11591947442.786682,1.1817242954939076e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,9.164711667595464e-05,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,1.4787939567043963e-19,,10911.418015863985,3.671987545190474e-72,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,8.268093636430108e+111,,,,,1.5731410830806812e+54,,,,,,1.7517183613246777e+20,,,,,2.7233207838893357e+71,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,5.7086802426606056e-21,1021912111688.1294,571.0197249602121,,1.6546114829439337e+22,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.597723053189523e+32,,0.0017512529887994302,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.1749896381998956e-33,9.785577336470431e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,6.948540425741766e-13,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,6.043714855772489e-23,,,3583959143872.8257,1439151157983.295,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.790210378680266e-13,,,,,
$\hat{S}_{x}$,,4.9045746911791825e+19,1e+160,,9.62711195250605e-08,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.0389127762667937e-20,,7.3384370005878915e+155,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e-160,1.3626879946232266e-156,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,5.144892268810772e-09,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",10387331.163627824,,,,,9.576992878279455e-113,,,,,,,,,,,,,,,194367529.53257605
"$\hat{S}_{x,y,z}$",,,,,1.0441690964060255e+112,,,,2.191738288647413e-52,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.0358234713320874e-12,,2.755091630780788e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.5625885407017726e+51,6208318591582338.0,362964334.4082178,,995187169224.0812,,1.5108356552647351e-89,,,,,,3.736344081263324e-08,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,491201724551.13525,1.6107420797570993e-16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.0048361061363676e-12,,,1.233588566347249e-73,,,,,,,,684842273.3872918,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.4601902348316053e-09,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,6.618853589504252e+88,8.106430517275928e+72,,,,4701884801897403.0,,,,4.000976356008028e+50,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.278480686735235e-06,3.2182375199939946e-48,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.6778037488201603e-26,107776.26572307543,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.1268066788800505e-16,5.960172640591635e+25,,3.1072908503094765e+47,,1.3834958645935162e+34,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,4.000465895878105e-06,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,7.228066419221348e-35,,249970.88489876984,,5.934383948852517e-07,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,26764130.34374185,,,2.4993899264072367e-51,,,,,1685094.8786240262,,,,
$\hat{S}_{x}$,,5.028620608557036e-130,2241.275447661317,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.98861691474265e+129,,1e+160,2.977906222599188e-80,,,,,,,,,,,,,,,,,
