ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,z}$"
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.0003099922628801354,,0.003141435648073988,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1.3894971044978165e+17,,,1.5249411857595623e-50,,,,,,,,7.167074470134776e+16,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.395269442458012e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,1e+160,,,,,,,,6.557629955426164e+49,,,,7.184320381753298e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.29454867555182e-11,6.324272808268187e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,1e+160,,,,,,,,,13919.201077666234,1.581209461256362e+22,8.072374403533249e+20,,117329.50496472498,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,23285333932.593204,,1.2387928879541362e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.3761447620877124e-40,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,8.52300536255266e-06,,,1.2347770005393019e+35,7.266677369631715e+39,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,8.098628331781686e-36,,,,,
$\hat{S}_{x}$,,3.2608630902560857e-156,2.716248268470783e-129,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,3.0666727560201457e+155,,4.1150920027108136e+16,5.504835379033842e-86,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.681548596303344e+128,2.4300793259087545e-17,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.8165847498522484e+85,,,3.390814933979121e+125,5.166992631276987e+39,3.0044129929087373e-71,,,,,4.1280228044985e-155,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.9491435524217777e-126,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.9353617691396955e-40,,,3.3216314934077966e-113,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.00207673190526779,10.775710706439579,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,3.3284372100649356e+70,,3.0105687581076595e+112,,91725.20181699126,481.52580381869376,,3.7456008087962984e+21,1.6298596321665967e-85,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.090212918795409e-05,,0.0928013035281653,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,2.6697986546018612e-22,,,154548343.85722563,,7.425639961544574e-91,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,6.470467266370819e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,2.422467237608894e+154,,,6.135497684979688e+84,,,,1.3466852758533079e+90,,,,8.771275007727932e+37,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.140085106348792e-38,1423923910.423816,1.4485108413666025e+27,,7165632.119271246,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,14583636.470151912,7.022847166758795e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.857000323936239e-08,,6.9036418053768e-28,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.3955502925005049e-07,,,4038179249206.0776,1.5439079450534044e+33,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,6.477070107735015e-34,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.476363574491162e-13,,,,,
$\hat{S}_{x}$,,5.483823021718961e-119,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.8235453552010139e+118,,1.7713424554627403e-15,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,564543573669814.8,,2.425537712351352e-65,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,4.1227971633167694e+64,,,5.030099842460981e-25,,,,,,,,,,,,,,,1.6475974806406465e+43
"$\hat{S}_{x,z}$",,,,6.069443609559073e-44,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.988032109340297e+24,,,5.77856059710807e-25,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,1.7305347641425765e+24,,641.6288075794031,8.79503581256282e+23,,9.338554001529558e-22,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.0015585335137500783,,1.3364156555838739e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1370050347851922e-24,74827.0192601945,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,4.951729907434574e-27,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,1.0708295950702973e+21,,,2.019496254225398e+26,,2.2105972594546562e-37,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.5236643433037424e+36,,,,3.9792569400940984e+27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.8992741006645762e+21,7.438989195109133e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.5130319932955945e-28,13442686550.17625,4.0306964917653094e+17,,,,,1147710971236.0676,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.265169464744922e-22,,2.4809608017944157e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,6.803946962063132e-08,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,8.712995040232254e-13,14697351.486948896,,1.8584641574028247e+38,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,5.3807871193894035e-39,,
$\hat{S}_{x}$,,1.060959950243011e-54,1.8635960727280773e-146,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,9.425426471290945e+53,,1.5064799099196518e-34,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,5.365969668180949e+145,6.637990944421789e+33,,6.125928226084298e-132,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,1.2642124755310022e-41,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.6324056748526442e+131,,,1.2203263015851977e-49,,,,,,,,,,,,,,,7.910062741470526e+40
"$\hat{S}_{x,y,z}$",,,,8.194529600001287e+48,,,,,5.808447364105242e-81,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,6928800024145.559,,1.2596892484270636e-16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.7216304759508553e+80,2.836641913458088e+27,7938465786293486.0,,,5.559288167699846e-11,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.443251351626817e-13,3.5252951571209135e-28,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.8323960001865996e-05,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,17987914456.568813,,,4.76421094336146e-73,,,,,,,,35305.79763331538,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.09898346628295e+72,,,2.0344859363354264e+19,,,,5.720138923900034e+38,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,4.915246560028959e-20,4.50206335297535e+49,,2.1277972026173138e+18,1.8388070353714993e+18,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.2212037494743697e-50,1.6192085142748047e-20,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,6.1758568534199575e+19,4.699695999082723e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,5.438308537893794e-19,,,3.94862334837525e+32,2.185622862456524e-06,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.5325282048273166e-33,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,1.7482092888020148e-39,,,,457535.4774958993,,,,,
$\hat{S}_{x}$,,4.3414800879515865e-95,2.643129444483432e-97,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.3033619404939476e+94,,1.5766107480544804e-20,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.783393969172168e+96,6.342719667704844e+19,,3.0858073827534557e-110,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,1.3188255890567392e-35,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,3.2406429694510073e+109,,,2.3280005621756812e+40,,4.467114181292033e-51,,,,,,,3.979883131069375e-120,,,,,,7.582503769245393e+34
"$\hat{S}_{x,y,z}$",,,,4.2955316087442405e-41,,,,1.675088856497448e-68,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.57625531215765e+52,6.801360135837955e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,8.893390157225454e-31,2.7962209426168555e-53,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,2.2385816870048482e+50,,5.969832562142195e+67,1.124430596567888e+30,,147029.41470938534,,,,,,1.8052075272553696e-48,,,,,1.0151982178588866e+16,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,0.001854855576973822,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,9.850293099499914e-17,,539.1255321513979,,5.382118085135091e-68,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,4.6106667306799206e-11,,,,,1.8580045702860122e+67,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,2.5126365952643063e+119,,,,5.539529305643856e+47,,,,21688837177.18919,6.304219382837688e+20,2.962369422565056e+25,,924739776.8186845,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.4362496894559716e+33,,3.3756762150688155e-26,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.254156258104202e-34,1.5862392142036699e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.08138529894348e-09,,,1.5412490739278747e+39,7.075593796442571e+34,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.413308944477246e-35,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,6.4882439633945676e-40,,,,,
$\hat{S}_{x}$,,1.5797500876406486e-82,1.2443229081120257e-136,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,6.330115173429087e+81,,3.4622573043053356e+16,1.6312752924925538e-113,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,8.036499155329949e+135,2.8882890903471983e-17,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.130173151044428e+112,,,1.9739546326252436e+104,8.392982272097557e+46,,,,,,1.7982697987609675e-158,,,,,2.1235288554712775e-159,,,,
"$\hat{S}_{x,y}$",,,,5.0659725581943025e-105,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.1914715980331531e-47,,,,4.89838167459552e-120,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.0414905706231523e+119,1610313.5060555541,,3.547837402415754e+29,1.0643131304470306e-20,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,6.209970892248736e-07,1.5185452486995617e+22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.585249934806823e-23,2.818618461260629e-30,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,5.053947116277026e-22,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,9.395731118904659e+19,,,,2.397394522166086e-72,,,,,,,,1.978651491582379e+21,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,5.560900820827963e+157,,,,,,4.1711949816940576e+71,,,,5.441613350622413e+42,,,4226.439911597397,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.8376902869911177e-43,39801.79728797931,,6.3031823844387e+17,,1.4880293537041036e-37,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.5124493569088495e-05,182260419.27633083,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.486654776558306e-09,1.5865001819855326e-18,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,4.709142507875499e+158,,,,,,,,0.00023660575352224672,,6.720297536542086e+36,,4.273228712831058e+40,,1.1179011655821826e+41,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,2.3401508957321635e-41,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,8.945334621591687e-42,,,,
$\hat{S}_{x}$,,3.035183091707291e-123,1.5537975513168814e-37,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,3.294694157766607e+122,,1.597563702522607e+99,3.712154740898974e-38,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,6.435844870217973e+36,6.259531300197709e-100,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.6938532194857523e+37,,,8.345897191813147e+56,1.4850193798300386e-22,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.198193527930039e-57,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,6.733918853735434e+21,,,,2.593274683407699e-55,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,6.065568236319398e-19,1.8577579765032198e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5382832492.972299,3.7892221570805643e-11,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.856128339964155e+54,1.6486501528615273e+18,,26390640573.327,3.466544530699827e-17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,2.884717017606347e+16,,,,7.292150024955216e-72,,,,,,,,374.18693779734514,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.0026724610054175307,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.3713376666385047e+71,,,,163522642.63758478,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,9.577433793845524e-17,3.119170608561845e-33,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,6.115361052574841e-09,1.0441210260754836e+16,,5709459709133.034,,8.770904159804206e+25,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.205980452800784e+32,1.751479213348976e-13,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,1.1401333109793358e-26,,16989637574.038565,,43187228287077.195,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,5.885940742656422e-11,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.3154993725291406e-14,,,,
$\hat{S}_{x}$,,1e-160,8.05907270957747e-146,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.098570527518476e+31,3.3888320803875635e-35,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.2408375455051939e+145,1.0990737467776027e-32,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,5.027166531035184e-88,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.9508691380354115e+34,,,1.9891921101608743e+87,2.2838024990210272e+36,,,,,,6.290209396705446e-110,,,,4.699129698652491e-95,,,,,
"$\hat{S}_{x,y,z}$",,,,4.378662342425228e-37,,,,,1.7812723255692846e-89,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,5.613964724233874e+88,51875357759048.336,226393533.511402,,,9.123881791619032e-38,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,268158.2924931493,1.927697548891748e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3.729140690383637e-06,,4.417087292599885e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1.0960247215374655e+37,,,1.1965190679043361e-37,,,,,,,,2.7577171046949177e+33,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,3.6261877561608285e-34,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.5897721950619944e+109,,,,,,,8.357576797764428e+36,,,2.910359987864394e+19,,4.1725380817873856e+17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.004927955073805476,1.0237089957585295e-10,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.436001058871739e-20,4608789854.989835,,9768401021.61101,2.939706273356203e-13,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.1697669702108942e-10,202.9239278814646,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.4040363696862498e-14,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,2.1280536272211367e+94,,,,,,,,2.3966228238032788e-18,,3401700397973.163,,,71223226234763.62,1.2689667981747235e+40,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.880426827860239e-41,,,,,
$\hat{S}_{x}$,,4.006141704971449e-96,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.496167319191538e+95,,8.76261578469953e-92,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.1412117392458398e+91,,,,,,,,,,,,,,,,,,,1.542790308338983e-76
"$\hat{S}_{x,z}$",,,6.481762262796632e+75,5.5762408232504055e+23,,2.6287156497122714e+31,,,,,,7.42761612018042e-134,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.7933228346782508e-24
"$\hat{S}_{x,y,z}$",,,,,,,7.933482278302882e-38,,,,,,,,,,,,,,3.804139105381961e-32
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3.3691538026117195e-20,,5929243321.69645,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.441401136108652e-24,1.6865558482661229e-10,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,1.2604805366930476e+37,,2.9681043329776587e+19,1.3438329445077225e+23,,1.3244314471818836e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,7550409665428.84,,,1369562889864379.0,,3.7653570599236453e-70,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,7.301599710393913e-16,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.6557906304383207e+69,,4.648541476313683e+16,,,,,,,,1.3463269827354913e+133
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,2.1512123858535625e-17,,1.2337160721524474e+39,11060233616.136578,,,,6.69586768770292e+17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.041400342041848e-11,3.0445554703959245e+50,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,8.10559270947418e-40,,3.284551750571181e-51,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.12578673575140586,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.4934584233743415e-18,,,,7.949963833836299,1.1156437491991832e+16,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,8.963434794644858e-17,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.5052707602805045e-53,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.991584525929781e+52,,,,,,,,,,,,,,,,,,,1e-160
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,4.653528136632036e-49
"$\hat{S}_{x,z}$",,,1e+160,2.1489071745975177e+48,,8.411131255736978e+46,,,,,,4.677224008079049e-122,,,6.011919564203599e-109,,,1.229258287160633e-62,,,
"$\hat{S}_{x,y,z}$",,,,,,,,1.1251500353598618e-60,,,,,,,,,,,,,1.1889007192913916e-47
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,599977703176764.1,2.669537981705406e-10,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.6220334180766408e-35,1.6667286045884645e-15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.887703582395263e+59,6.165101093821916e+34,,3745966556.209703,,,,,,,,,,,1.9113099818122778e-13,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,2.599596328158687e-09,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,5232013694878.598,,384675108.65746886,,1.7707064390219825e-66,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,3.013569275011455e-05,,,6.785822683882076e+35,,5.647463509266572e+65,2.138020326314675e+121
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.5683833360030112e+17,1.6749760866225476e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,33183.24248564682,597023448.8639287,3.357477570158981e+43,,2.3593296259079225e+35,,2.5587312789680468e+50,,,1.6633622411621042e+108
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.375992252942938e-18,,2.9784264499275526e-44,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,4.238492108177456e-36,,,9701.743260807669,3.6411261728469846,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.27464030427105557,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,1.4736606695828276e-36,,,3.9081868745642824e-51,0.00010307425924572963,,,,,8.134986848938162e+61
$\hat{S}_{x}$,,1.1297049204485643e-143,4.800350864033549e-75,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,8.851869031454132e+142,,9.98561543901827e+38,1.5387431693536801e-68,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.083181059727244e+74,1.001440528234797e-39,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.325883391428571e-30,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.498810327262288e+67,,,2.3116665649874625e+29,1.9479304217567916e-25,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,5.133653588602637e+24,,,1.4002056686458298e-81,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.0002664119559177816,,1.0525560040449676e-08,,,,,,,,,,,,
