ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.193844130463072e-27,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",3.259331069093408e+158,,,,,,,,,,56977030633444.375,,,,,7.055130175624673e-14,,,,,106351491860073.95
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",5.25659518033013e+158,,,,,,,,,,,,,14174082902892.125,302.54857327478936,,54979402.08321843,2727876.543908431,,,1.641557452496637e+21
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,182515.63238492483,1.818862996156944e-08,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,0.003305254389984352,5.47898274209742e-06,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,3.6658550484371475e-07,,,,1.6984770218133154e+19,42275.70293592963
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,5.887627487196662e-20,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",1.4180840938554082e+147,,,,,,,,,,,,,9.40278300294738e-15,,6.091775822278439e-22,,2.3654248907830972e-05,,,
$R_{x}$,,1.906914768755554e-20,8.876584736733254e-113,,,,,,,,,,,,,,,,,,
$R_{y}$,5.244072867780014e+19,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1.126559402809259e+112,1e+160,,,,3.5056527366154407e+22,,,,,,,,,2.11491867746584e-152,,,,,,
"$R_{x,z}$",,,,,,7.974619237504796e-29,,,,,,,,,,,,,,,
"$R_{y,z}$",,,2.8525358189512455e-23,,1.2539783658848307e+28,,1.8023469650229755e+18,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.548321268914238e-19,,1.7289043657325802e-154,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,5.784009918768843e+153,,1.0874606047087403e+56,2018658826901424.2,1.9412678049791027e-29,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,9.195735419471445e-57,,3.522281145201978e-44,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,4.95378409998567e-16,2.8390692246761494e+43,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,5.151272778722896e+28,,,,1.9385679683281348e+16,,7.691450844638626e-29,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,5.158446937831242e-17,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.3001448233879779e+28,,,,1.4866998138204052e-14,,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,0.0028204357206827934,,5.558124601517798e+26,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,1.3405253186830253e-12,1.799168013842156e-27,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,4.7283141931406576e+151,,,,,,,,,,,67263074273903.22,,354.5551464501776,745976212506.3269,,419791802.06962174,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,2.382133226684955e-09,,,4.468016145306404,,,5.6224469506062705e+19
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,0.22381297817164061,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.7785850338564237e-20,,
$R_{x}$,,1.2974949045525221e-70,1.0752968562655224e-157,,,,,,,,,,,,,,,,,,
$R_{y}$,7.707159361407113e+69,,1.1079963483125209e-100,,,,,,,,,,,,,,,,,,
$R_{z}$,9.299757496483098e+156,9.025300503228198e+99,,,160553596753500.84,,,,,,,,,4.667710059424356e-149,,4.319864777335049e-152,,,,,5.51701173168794e-105
"$R_{x,z}$",,,6.228449690450147e-15,,,4.8211831263360435e+32,8.401627175421389e+42,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,2.0741796646085302e-33,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1.1902456263775409e-43,,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,7.550961485648738e+49,1.8939004174960013e+46,7.49633465274614e-09,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.3243346584412958e-50,,0.0006541834072129212,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,5.280108662324171e-47,1528.6233019275032,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,133398526.92324361,,,,1.8035282050823036e+37,,1.7511067296927444e-29,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,5.544687336643927e-38,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,2.1423781410350168e+148,,,,,,,,5.710674187035211e+28,,,,,452717754085.1744,,,,,7.946502095327988e+23
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,1.5700315234138803e-05,2.1763330091413485e-11,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,2.3148872743579396e+151,,,,,,,,,,,2.208881783354712e-12,4841412166229215.0,,45948850465.42305,,,10433690320235.812,2.2441917935667945e+24
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,2.065513047980917e-16,63692.988649399704,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,9.584336599108482e-14,,196767894.7704971,,,8.487755826980717e-07
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,5.082129893021234e-09,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.8125754459725395e+104,,,,,,,,,,,1.2584153228726048e-24,,4.455947138148363e-25,,,,1178167.728177593,
$R_{x}$,,66695661682.66323,6.1685188180958645e-12,,,,,,,,,,,,,,,,,,
$R_{y}$,1.4993478957566717e-11,,8.049457638096649e-54,,,,,,,,,,,,,,,,,,
$R_{z}$,162113471562.4789,1.2423197250795857e+53,,,73518.98163160398,,,,,,,,,1e-160,,,,,,1.2809685535691267e-150,
"$R_{x,z}$",,,1.3601929431107964e-05,,,21740319239.130802,4.5819908881654456e-73,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,4.5997484627552363e-11,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,2.182457417326693e+72,,,2.114090526817675e-94,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,4.730166411110563e+93,,1.0799680585448152e+37,2.9153271358386838e+20,2.001351800440643e-43,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,9.259533113853692e-38,,2.32006512171597e+25,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3.430146784238398e-21,4.310223840873822e-26,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,4.9966227815610795e+42,,,,3.1941040132087535e+23,,3.961636674119129e-23,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.130768427905432e-24,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,1e+160,,,,,,,,2.5242092656625313e+22,,,,,,0.0005736876517014436,,,241428113034843.3,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,7.721331103388396e+20,,8.43941605602532e-09,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,1.2951134805774153e-21,0.0004700100693020907,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1743.108810228351,2127.6139923659116,118491610.48127851,,,,6.877458321243313e-08,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,3.278971474580736e-10,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,7.806592887965345e+149,,,,,,,,,,,4.142019698657373e-15,,,14540255.328209959,,3049736808.4846315,,1.0939015358611314e+27
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,9.141590602236324e-28,
$R_{x}$,,4.210079115091292e+38,6.957261698098788e-115,,,,,,,,,,,,,,,,,,
$R_{y}$,2.3752522759380872e-39,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1.437347110679005e+114,1e+160,,,,8.265502920864993e+24,,,,,,,,1.152407428808407e-97,,3.310317664809865e-111,,,,7.211017138006093e-88,
"$R_{x,z}$",,,,,,2.1853720849258763e-18,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1.209847736519037e-25,,4.575879809656844e+17,,7.778495846897107e-09,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,128559559.54503807,,1.2789747538458162e-152,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,7.81876262211625e+151,,5.105788509489382e+59,6.223752647068153e+50,1.4123079836625196e-34,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.9585613429570112e-60,,7.742923941189685e-14,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.6067476596632963e-51,12915017732259.32,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,7.080608561078252e+33,,,,3.2182599714554443e+25,,8.413925557692081e-13,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.1072691729989554e-26,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,8.677486581581683e+96,,,,,,,,1188505880095.1616,,,,,160668.94212198726,,,,0.029579050181692153,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,3.020858120749077e+110,,,,,,,,,,,6.223978242420703e-06,817970.2223136672,,4506.2120686705375,,,0.00017015447662026303,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,1.6909741921550102e-06,0.00022191587629719097,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,1.2225383916439561e-06,591375.0810859986,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,1.386766916319531e+87,,,,,,,,,,,33.80771166948919,,5877.012582112188,,3.1617132469352095e+24,,,175725355.21227655
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,3.162842174157776e-25,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,5.690698412827211e-09,
$R_{x}$,,3.3226319277735335e-27,0.04470757221830384,,,,,,,,,,,,,,,,,,
$R_{y}$,3.0096622850129872e+26,,1.768580182626336e-10,,,,,,,,,,,,,,,,,,
$R_{z}$,22.367575566775855,5654253111.187773,,,1.9759616034703972e-80,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,5.060827084107768e+79,,,1.1084105382784784e+58,1.4175838574951143e+61,,,,,,,1e-160,,,,,,,8.374414151964458e-138
"$R_{y,z}$",,,,,9.021927936134064e-59,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,7.054256400513833e-62,,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.1183416712021782e+78,2.6376945557688065e-11,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,4.7206737873994186e-79,,3.9562892380935015e-45,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,37911895363.810646,2.527621060592351e+44,,,3.646164374063758e-31,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,2.74260811474462e+30,,,7.583903753650957e+42,1.075242289294312e-70,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.3185821345881287e-43,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,,9.300229445554137e+69,,,,,1285098236.3049495,,,,499601010.04104024
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,2.706979939635466,0.006021434398484055,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,7.781506282938383e-10,166.07338614396565,276108.51815025066,,,17194979.82925788,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,0.36941537148393666,,3.621764394301763e-06,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,5.815650904681283e-08,,,200100.26873360065,6.431839086951297e-10
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,4.997494537757614e-06,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.1941133813705897e+137,,,,,,,,,2.001597234396812e-09,,,,,1554765264.6173425,,
$R_{x}$,,3.3435502360886235e+36,2.5916278372660188e-111,,,,,,,,,,,,,,,,,,
$R_{y}$,2.9908328853758374e-37,,6.818386966159294e-114,,,,,,,,,,,,,,,,,,
$R_{z}$,3.858578711112041e+110,1.4666225383850378e+113,,,,15223326058560.045,,,,,,,,1e-160,,,,,,,
"$R_{x,z}$",,,,,,3.3026607675952036e-29,,,,,,,,,,,,,,,
"$R_{y,z}$",,,6.568866725663424e-14,,3.027861685982781e+28,,411336538095948.7,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.431099373347522e-15,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,4.623919010300899e+47,3.6410233280414176e+53,4.56472924709513e-41,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.1626676370677295e-48,,1.043770430072462e-27,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.746480617958361e-54,9.580650794356923e+26,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,2.1907104361915288e+40,,,,1.7225767634060222e+34,,6.104232838083094e-24,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,5.805256527568135e-35,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,1e+160,,,,,,,,1.6382074971996465e+23,,,,35887752.53649321,,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,0.0005051783551408063,,2.773176736762936e-10,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.7864659370439234e-08,,1979.4989033551806,2813104736.566771,4972751138965140.0,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,3.5547912134279125e-10,3605972842.420698,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,2.0109592699386645e-16,,,,16851615.51533844,,229991.78122345282
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,5.934149156736896e-08,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,4.347981456904459e-06,,,
$R_{x}$,,7.238761378193655e+113,4.516717757709432e-79,,,,,,,,,,,,,,,,,,
$R_{y}$,1.381451808886036e-114,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,2.213997096216902e+78,1e+160,,,,9.440613162750845e-06,,2.2040710752720276e-132,,,,,,,,,1.6938326437680942e-116,,,2.8856750387503115e-116,
"$R_{x,z}$",,,,,,8.184950178223721e-46,,,,,,,,,,,,,,,
"$R_{y,z}$",,,105925.32315015605,,1.221754535122922e+45,,2.707663060222521e+35,1e-160,,,,,,,,,1e-160,,,1e-160,
"$R_{x,y,z}$",,,,,,3.693221710968048e-36,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,4.537058769198627e+131,,,1e+160,1e+160,,1.2295297932810834e+48,7.321566797139042e+69,867.257981605334,,,,,,8.762041881896846e-72,,,1.2010083299535948e-40,
"$R_{x,y,z}HF_{y}$",,,,,,,,8.133190472200209e-49,,2.8986753043982503e-37,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.365827872240075e-70,3.4498517253128314e+36,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,0.0011530594369958459,,,,1.7206595804736375e+24,,4.0766007553898063e-22,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,5.811724825457543e-25,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.453024124763426e+21,,,,,,4.586290900692309e-13,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,5.903770975716961e+115,,,1e+160,,1.141286487189805e+71,,,,,,2180411189898.6787,9865684.893530346,5.937897326710236e+16,,,,2661441.074445074,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,2.2226966329750705e-05,,1.684097829549418e-17,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,44990.395232727016,1.0136143722325588e-07,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,3.465393665508041e+115,,,1e+160,,8.326336920899112e+39,,,,,,,,,3.7573629174131005e-07,,38411182725.86984,,1.9447478610336507e+21
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,2.603408510320361e-11,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,5.1420547621453155e-22,
$R_{x}$,,8.412723752841275e+36,2.5002059924016212e-82,,,,,,,,,,,,,,,,,,
$R_{y}$,1.1886756648371636e-37,,3.1648626472438068e-136,,,,,,,,,,,,,,,,,,
$R_{z}$,3.999670439312205e+81,3.159694784450987e+135,,,6.423635489215788e-12,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,155675084876.5988,,,4.029750252992028e+47,3.830083931073412e-30,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,2.481543364275529e-48,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,2.610908841675806e+29,,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,9.046218735798503e+45,3.687839912868541e+50,8.888054143479563e-10,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.1054342473974357e-46,,1.6915195095087555e-11,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.711614450807769e-51,59118443173.64191,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1125105657.3880324,,,,1.2256336885546037e+23,,6.898082992359374e-26,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,8.159044658598649e-24,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.449678122324195e+25,,,,,102043.61652546683,,,,,1.6815932581643858e+28
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,0.14736209392776545,1.729374698462162e-05,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,9.799731076273957e-06,28.012239560370297,,57824.368593413856,,,53788049698991.22,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,0.03569868085144924,6.786005636498244,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.8591490221270372e-14,,365700420867.8977,,,21563.711154873134
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,2.734478668705801e-12,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,5.946741253539469e-29,,,,,,4.637420677813208e-05,
$R_{x}$,,1.4781611217416852e-07,4.084781164464059e-129,,,,,,,,,,,,,,,,,,
$R_{y}$,6765162.3716210425,,3.1548581213566096e-112,,,,,,,,,,,,,,,,,,
$R_{z}$,2.448111562743177e+128,3.169714648118608e+111,,,0.0012192471255519006,,,,,,,,,2.758421686969945e-138,,,1.9339795131064617e-135,,5.615865495719694e-117,,
"$R_{x,z}$",,,820.1782715274749,,,4850.177036797904,5621229.85857326,,,,,,,1e-160,,,1e-160,,1e-160,,
"$R_{y,z}$",,,,,0.00020617804101027244,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1.7789701278179234e-07,,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,6.481768936645754e+47,2.6214282862174746e+53,2.576329640848135e-32,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.5427887198297588e-48,,0.3087306152804247,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3.8147143114982e-54,3.239069760191048,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,3.8814908781269042e+31,,,,1.187430270309148e+26,,3.8371632664130867e-31,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,8.421547142634739e-27,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,3.6252615208317704e+137,,1e+160,,,,,,2.606091871964527e+30,,,,,,79878134.92555456,,0.014715574676108806,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,5.170685590116445e+134,,1e+160,,,,,,,,,1.251907046818241e-08,17830728.328950264,8.285138783417882,,,0.0033120456703006687,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,2.2462903616978866e-16,5.6082958674009044e-08,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,4451784226346132.5,,0.12069803851704079,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.831053924135021e-06,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,1.780669428002115e+116,,1e+160,,,,,,,,,67.95521221631468,,,301.9282037585006,,,261024.7779860684,1.25124568627433e+25
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,7.992035544814293e-26,,
$R_{x}$,,9.08644400471461e-11,3.8351010227225066e-150,,,,,,,,,,,,,,,,,,
$R_{y}$,11005405409.213308,,1.0883468800229033e-155,,,,,,,,,,,,,,,,,,
$R_{z}$,2.607493242225229e+149,9.188247041044082e+154,,,2.1695668503095606e-17,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,4.609214967758734e+16,,,3.446927605466645e+17,1.9331092275023765e-28,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,2.9011343273181973e-18,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,5.173013432314034e+27,,,1.4094912439919576e-90,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,7.094758511360471e+89,,8481.349022267734,7555809218179646.0,2.1041935597647185e-45,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,0.00011790577151989686,,0.5838559978481899,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.3234849784109837e-16,1.7127510956220628,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,4.7524145074933865e+44,,,,1.5294998959288435e+18,,3.5742105083119044e-28,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,6.538084786156289e-19,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.7978206590643676e+27,,,,,13471796211.653648,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,7.422915135362273e-11,14095080919481.123,,2608532052.9093413,,,57039268097.844055,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,7.094673707178778e-14,33808.14670250295,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,2.957866956741424e-05,3.833573748440938e-10,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,6.031019702008847e-10,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.7531781759271863e-11,,1658094400.9632635,,,2.238029601619202e+20
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,4.4682161454723636e-21,
$R_{x}$,,8.14807671211216e-41,1.7475768514722628e-140,,,,,,,,,,,,,,,,,,
$R_{y}$,1.2272834870509928e+40,,3.532571597134191e-114,,,,,,,,,,,,,,,,,,
$R_{z}$,5.722209007046188e+139,2.830798959067816e+113,,,269.2148554031528,,,,,,,,,,2.2025795466324275e-129,,,,,,1.4828840107726725e-110
"$R_{x,z}$",,,0.003714505273130217,,,77318858766.05986,1.6770036103678167e-52,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.2933455252174044e-11,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,5.963016381226933e+51,,,5.722316028027257e-157,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.7475441676099556e+156,,8.266618967235937e+71,1.134188759622936e+53,5.335510169879738e-13,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.2096843993456302e-72,,9.614905059619933e-17,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,8.816874541522106e-54,1.0400518713385288e+16,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1874235018134.245,,,,2.2006464262485602e+21,,1.7205845937808844e-68,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.544119346353603e-22,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,5.811978112639951e+67,,,,3.97039585498431e-06,,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,3.957500127898904e-11,,5.845068855121902e-07,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,0.04496829672205591,1710843.8322736311,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,4.540131145451351e+128,,,,,,,,,,,251864.0550021307,,25268476757.596848,22.23788919960411,,90675727502.91942,,4.7108375845499015e-08
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,1.0975881665320511e-16,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,1.1028309642928465e-11,,,9110885398478816.0,,,8.873150638481215e-06
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,6.7436157699140565e+109,,,,,,,,,,,,21227647.5690797,,,,112699.54052883817,,
$R_{x}$,,3.027853516209681e-36,1.5476203596161049e-66,,,,,,,,,,,,,,,,,,
