ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
$R_{y}$,3.302669678854931e+35,,1.6846348903322783e-68,,,,,,,,,,,,,,,,,,
$R_{z}$,6.461532983761309e+65,5.936004327933392e+67,,,,1.647221253116861e-114,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.9612607226303702e-43,,,,,,,,,,,,,,,
"$R_{y,z}$",,,6.070829878547322e+113,,5.098761161437206e+42,,4.5331585896662936e-06,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,220596.73850360804,,8.93626245608449e-123,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.119036067835187e+122,,5.953188436705832e+82,4.7823321091988735e+39,6.002189571232342e-38,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.67977212653686e-83,,246020.2958432921,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.091030018756932e-40,4.0647052982855185e-06,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1.6660586743092232e+37,,,,1.1704575424062304e+28,,1.3593203800564525e-44,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,8.543667444307264e-29,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.35661742935444e+43,,,,,,2407046868.747591,,2.3563494631153097e-08,,10431563652057.127
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.1544683362161095e-10,27311681175.528404,303117590502547.1,,,19285.78087362236,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,4.829155717332712e-06,,3.2990497131561125e-15,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,207075.53422036476,3.6614370004290036e-11,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,42438526.86765351,,,5.185167282325212e-05,,,162786.4198005013,2.3679354471618197e+23
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,6.143018571361937e-06,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,9.586290544302032e-14,,,,,4.223088096419979e-24,,
$R_{x}$,,4.102984062266283e-42,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.4372505104191167e+41,,2.4923057186354933e-135,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,4.012348856413521e+134,,,,1.2666791046139837e-25,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,0.00037923260032841,,,,,,,,,,,,,,,
"$R_{y,z}$",,,7.894659321034167e+24,,2636.9041035343857,,6.1024926568336894e-40,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.63867464695788e+39,,5.123793094189119e-122,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.9516791205603083e+121,,2.023962207330827e+33,1.5668216520006734e+21,1.417600807505531e-31,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,4.940803718458686e-34,,345274844978494.4,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,6.382347338148543e-22,2.896243426196558e-15,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,7.054172053976474e+30,,,,4018158560319.096,,8.765934239723501e-48,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.488702187801634e-13,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.1407797191409713e+47,,,,,518449436.9119211,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,284.29980389964976,4.438590719288432e-12,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.928828404089653e-09,1.1252808985164442e+16,,225296735663.0516,45770090476.0022,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,8.886669997850199e-17,0.003517413611558358,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,0.0013674353208743466,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.184832910750552e-11,,,,731.2960143230715,2.2651416796841676e+27
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,4.414734888192211e-28,,,
$R_{x}$,,9.654275886535076e-09,8.208578120964102e-64,,,,,,,,,,,,,,,,,,
$R_{y}$,103581046.54899192,,1.6288367733113848e-84,,,,,,,,,,,,,,,,,,
$R_{z}$,1.218237781578851e+63,6.139350586781171e+83,,,3.32670674963597e-97,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,3.0059758050793823e+96,,,2.038416111101247e+85,2.1421308944272055e-31,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,4.905769703025716e-86,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,4.66824881057231e+30,,,1.3643243731324806e-104,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,7.329635236992842e+103,,70899919.7237803,1.1641298183794937e+35,2.769962145877255e-41,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.4104388325063129e-08,,0.6893364637625389,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,8.59010725618241e-36,1.4506703947471402,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,3.6101576387546517e+40,,,,1.8014914840361401e+24,,1.0279969925213071e-30,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,5.550956020949687e-25,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,9.7276549180106e+29,,,,,,84074690.73476355,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,1.857940100728131e-11,,8.2313636638339e-06,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,53823048418.412285,0.1318326092556856,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.189418588710331e-08,7.585376680670322,121486.55324192453,,,,3694720.332946509,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,6.35759377220475e-14,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,2.706564800271387e-07,,15729221397755.49,,69988556456387.59
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,1.428805008463257e-14,
$R_{x}$,,1.1446942250809279e-94,9.438218950787616e-129,,,,,,,,,,,,,,,,,,
$R_{y}$,8.735957411939436e+93,,7.410370533328069e-66,,,,,,,,,,,,,,,,,,
$R_{z}$,1.0595219343969026e+128,1.3494601862383397e+65,,,1.263839365581979e-66,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,7.912397945758835e+65,,,700476783797064.6,1.4393997758488728e-30,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.4275990627117063e-15,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,6.94734025097551e+29,,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,1.3930606305106898e+51,7.082148914209203e+65,,1.6543689331107104e+16,,1.0262554955158708e-50,,,,,,,0.0025947170397126328
"$R_{x,y,z}HF_{y}$",,,,,,,,7.178438454853213e-52,,4.693615141186414e-37,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.412000809519353e-66,2.1305538905928023e+36,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,0.10544265324587455,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,6.044600935050803e-17,,,9.483828120942366,,,4.728053873647142e-65,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,9.744162193229738e+49,,,,2.1150351216886974e+64,,,533769497802470.1,,,,,,1.0731357125064638e+19
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,1.9078550345233975e-10,438587974138770.0,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,8.915969994794742e-07,,2.280044276096814e-15,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.8734678622832546e-15,,1121582.9579774414,5241488383.051129,3.342085625336533e+16,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,2.992143565739147e-17,,,,87.7606625617493,,3.8312686203221704e-10
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,0.011394626827211905,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,385.39847879164154,,,,,,9.318485894615838e-20,,,,2610101507.097955,,,
$R_{x}$,,1.8252193564718017e-70,6.978453207746574e-118,,,,,,,,,,,,,,,,,,
$R_{y}$,5.478793529414607e+69,,5.215952849835998e-27,,,,,,,,,,,,,,,,,,
$R_{z}$,1.4329823103061428e+117,1.917195244645362e+26,,,,4.339398617486539e-64,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,7.129127234696025e-07,,,,,,,,,,,,,,,
"$R_{y,z}$",,,2.3044667894078345e+63,,1402696.2446864487,,2.293058785796754e-22,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,4.360987194022314e+21,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,8.799594714771924e+70,4.967422514325524e+42,8.118285987156538e-42,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.1364159741599178e-71,,0.000619367164467991,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.0131164544914496e-43,1614.5512022080727,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1.23178710577829e+41,,,,1.0881836652518652e+29,,1.2124213307678303e-33,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,9.18962517020089e-30,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,8.247957823100133e+32,,,,,1.4578370770765756e-13,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,0.004719152878682879,0.592888870671417,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,6859477068626.326,211.90243793905256,,5972269.696131145,101721892363776.12,,,109683899544757.66
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,1.6866567234894287,1.674405294603161e-07,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,0.9880338484674174,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,9.83072548850956e-15,,,,1.0121110744850936,0.3016702993017678
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,9.117108382820941e-15,,3.3148772097039516,,,
$R_{x}$,,1.0659386140903173e+17,2.358177470985609e-54,,,,,,,,,,,,,,,,,,
$R_{y}$,9.381403270144314e-18,,9.355341940794738e-71,,,,,,,,,,,,,,,,,,
$R_{z}$,4.240562944493089e+53,1.068908016755024e+70,,,1.313252324393846e-67,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,7.614682886333874e+66,,,5.883304664946339e+19,1.8707355348430923e-22,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.699724996324189e-20,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,5.345491018771261e+21,,,1.0144632946624437e-133,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,9.857429098336611e+132,,1.402742918545596e+88,1.0904367251950936e+27,5.787532823970865e-47,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.128890025243033e-89,,3.8998204106053744e-39,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,9.17063757020002e-28,2.5642206427776724e+38,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1.7278519714967134e+46,,,,6.3014240386311e+23,,3.3427689013106377e-47,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.5869428781009898e-24,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.9915319590532226e+46,,,,,,525875.659611163,,1021826910353.9734,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.9015901986020968e-06,14966.462501438229,7227.468679071908,,,485.02462680056686,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,34251.009741712136,,0.00013836102851550673,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,2.9196219543336947e-05,6.681605622597211e-05,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.0006801645605962784,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,9.786393271376928e-13,,,0.0020617509807624294,,,1470.2324377549635,2.793998838825895e+27
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.579099554745069e-28,,
$R_{x}$,,3.3095233879503385e+122,4.176640006404066e-97,,,,,,,,,,,,,,,,,,
$R_{y}$,3.021583118707985e-123,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,2.394269073864863e+96,1e+160,,,1.9160911017475923e-14,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,52189585301447.24,,,5.983002711995745e+64,5.811769469437939e+74,,,,,,,1e-160,,,,1e-160,,,4.941665498832208e-116
"$R_{y,z}$",,,,,1.6714015489162814e-65,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1.7206463629685415e-75,,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,5.585389297875771e+28,4.042906055959297e+54,6.014312480536096e-38,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.7903854980714036e-29,,26943431683.41904,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.473468307595193e-55,3.7114797095998684e-11,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,1.6627004387222382e+37,,,,1.5205234527868028e+41,,1.0321138490338782e-29,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,6.576682511323375e-42,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,9.688853617612643e+28,,,,,19249962348.817574,,7031.670258286688,,,3470388388845511.5
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,0.8284787104815734,0.003551476323471796,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,5.194815355373539e-11,2.828568414073781e+21,,281.57304425513837,3.7606671440610473,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,3.535357303095147e-22,1.2070316199419604,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1e+160,,,,,,,,,0.00014221372209846149,,0.2659102658365361,,,,71727590499.29147,54528679131.871475
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,1.3941636586968274e-11,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.0236092471987744e+115,,,,,,,,,2.8815218585164423e-16,,,,1.8338973470852146e-11,,,
$R_{x}$,,1.654475084184319e+57,9.633073799452368e-103,,,,,,,,,,,,,,,,,,
$R_{y}$,6.04421311362942e-58,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1.0380902511686864e+102,1e+160,,,8.529320260430449e-33,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1.1724263709961021e+32,,,7.921994903848678e+46,4.0467347041610394e-67,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.262308310138117e-47,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,2.4711281393656813e+66,,,2.894308000720744e-135,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,3.4550573047200877e+134,,1.908991573444884e+63,3.970223286218998e+23,,129759115.87555434,,2.6221611019247722e-83,,,,8.701728626370212e-47,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,5.2383678058643453e-64,,1.5018259220987077e-34,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.518750024642417e-24,6.658561323822156e+33,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,0.013052100898650963,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,7.706587650913493e-09,,,76.61601820005528,,,6.31850088518686e-48,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,3.8136482127889074e+82,,,,1.5826538892230077e+47,,,1.5939562513090408e+19,,,1950652099118.8545,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,1.4169352876807403e-13,,7.3152976165414005e-06,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,0.0019271440103557375,136699.83812262036,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,6.273697908451047e-20,,7057485325507.096,518.902580516236,8.327099925389955e-06,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,1.409420044976562e-10,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,1.1491969503272526e+46,,,,,,5.1264907794256e-13,120089.82826673241,,,,7095116913.96889,,3.170463483830716e+21
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,3.154112971494467e-22,,,
$R_{x}$,,1.578739501004185e+41,2.3156421625232048e-123,,,,,,,,,,,,,,,,,,
$R_{y}$,6.334167222419737e-42,,2.1122351559176406e-69,,,,,,,,,,,,,,,,,,
$R_{z}$,4.318456522273566e+122,4.734321352423279e+68,,,5.528899903222891e-46,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1.8086780688814475e+45,,,5.821146404559489e+21,2625337384047.691,,,,,,,1e-160,,,,,,,
"$R_{y,z}$",,,,,1.717874677085491e-22,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,3.8090342448033123e-13,,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,2.940397646599501e+52,1.9078427427906941e+18,1.288805908632599e-51,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.4009005589991405e-53,,1.6854092049668054e-15,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,5.241522152592364e-19,593327719495690.9,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,7.759120231385213e+50,,,,2.9046237679350186e+23,,7.235440690281102e-31,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.442786673576416e-24,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,1.3820858228348623e+30,,,,,,9.703467721434051e+16,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.0305594130963034e-17,1.4904535276775028e+24,1.1544291040749621e+23,,,29572408488779.613,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,3.501608653652367e-11,6.709367192134119e-25,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,28558302737.713024,,8.662290273782508e-24,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,3.381530457282236e-14,,,25.327802187989114,2.3004597684516802e+21
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.03948230456704283,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,4.3469571331519e-22,,
$R_{x}$,,1.3511176915202957e+22,4.842203127959419e-92,,,,,,,,,,,,,,,,,,
$R_{y}$,7.401279742512931e-23,,1.0881603950464071e-107,,,,,,,,,,,,,,,,,,
$R_{z}$,2.06517565160761e+91,9.189821689451881e+106,,,,2.2762096959311553e-10,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,3.747419812993679e-23,,,,,,,,,,,,,,,
"$R_{y,z}$",,,4393268343.367277,,2.6685027296184786e+22,,3.4777058738732156e-34,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.875458811835265e+33,,1e-160,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1e+160,,5.944748322253124e+56,5.8319297814117175e+53,3.9053372889265386e-35,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.682156999408495e-57,,5453738.377123504,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.7146982859555847e-54,1.8336046411662226e-07,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,2.5605982941229393e+34,,,,5.7206206621323264e+20,,1.425008561523896e-54,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.748062070641223e-21,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.017501697888788e+53,,,,0.00022465865321941327,,,,,,7.824211519333127e+20
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,2.507361247912826e-10,2.9271999291082756e+16,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,0.0005566251714443489,,3.416234026435748e-17,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4451.197341699312,,1796.5411039625963,3988256581.824492,642984625627.3965,,,1.4755638027544486e+21
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,0.010544633694806791,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.55524713988961e-12,,,,94.83496809305929,,0.00018863166867028999
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,1.2780840568139855e-21,6.777070555222965e-22,,,5301.336764124712,,,
$R_{x}$,,7266983.368381591,4.480863396853497e-75,,,,,,,,,,,,,,,,,,
$R_{y}$,1.3760868152677596e-07,,1.1463186427707958e-44,,,,,,,,,,,,,,,,,,
$R_{z}$,2.2317127558546172e+74,8.72357791881387e+43,,,,6.247056519181898e-55,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.0312945383541271e-20,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1.6007538861373356e+54,,9.696550915472985e+19,,1885014114568835.0,,,,,,,,,,1e-160,,,3.68430645671398e-139,3.025629640605909e-125
"$R_{x,y,z}$",,,,,,5.305000064833642e-16,,3.6313657803441725e-156,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,2.753784830525176e+155,,1.5564780148183156e+51,9.752016679567132e+40,1.5556111337912377e-42,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6.424761483808866e-52,,4.860353816178397e-13,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.0254289270190087e-41,2057463381927.7808,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,6.428341751211711e+41,,,,6651583485.707756,,2.0880269582766277e-34,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.5034014113311483e-10,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.7892101969093313e+33,,,,,,4.381608470851314e-08,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,,,4.009051661425363e+16,1.9286531216613242e-12,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,,2.4943554846695683e-17,,1.4567988088560377e-17,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,1e+160,,,,,,,,22822669.041574758,518496555325.93085,6.864365854233898e+16,,,,24404807.82460683,32.82616679423559
"$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,3.2417209555345355e-07,
"$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,2.714215040873382e+138,,,,,,,,,,,4.0975532656795686e-08,,3084781.243409359,,9.02443748379326e-06
"$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,3.305097182349593e+124,,,,,,,,,,,0.030463502067369138,,,110810.230753537,
$R_{x}$,,6.48331066361209e-05,9.288218160415672e-71,,,,,,,,,,,,,,,,,,
$R_{y}$,15424.218456976785,,3.8367025701989406e-45,,,,,,,,,,,,,,,,,,
$R_{z}$,1.0766327650030643e+70,2.606404801267011e+44,,,1.992609177884373e-40,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,5.018545588863226e+39,,,4.391460494660773e+67,4.922198813266249e+22,,,,,,,1e-160,,,,,,,
"$R_{y,z}$",,,,,2.277146751555252e-68,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,2.031612370684444e-23,,,2.3856150608603626e-137,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,4.1917911083247186e+136,,1.7016525712552826e+54,3.1484545894699932e+16,1.5097046730415536e-32,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,5.876640254845415e-55,,1.9629396475993578e-16,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3.176161420096387e-17,5094400132082426.0,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,6.623812046533128e+31,,,,2560057843542.4937,,9.840629823343395e-32,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.9061617397528985e-13,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,,,1.016195119572383e+31,,,,,8.756291895155555e+17,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,,2.89595494885452,1.0639919839200855e-05,,,,,
"$R_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.1420359348153446e-18,82.28653218955021,,93985.670485569,,,22916309970.70565,
