ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x}$",,,,,,,1.886197997695346e-15,8.687580504411984e-23,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,1.171558857425752e+121,,,6.477290354194325e+59,,1.1596052994827424e+16,530167035073651.6,,,1.4580093467518097e-69,1.5990747863869307e-64,,,,,5.9098727344862464e-08,,,
"$S_{x,y,z}HF_{z}$",,,,,,,8.62362392139863e-17,,1.1510684700903209e+22,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,4.21359598573163e-35,,,,,,,,8.239736959370888e+16,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.2136309750309687e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1e+160,,,,6.858666593789851e+68,,,2.373269775712406e+34,,,8.761203801442742e-08,,,,,4.8477033552066124e+33,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,1e+160,,,,6.253616206778389e+63,,,,,11413956.605316339,,8.409514721639802e+28,1.480983437293128e+49,4.4051253715759066e+48,,2.205639896485046e+39,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.752269976953645e-50,11629604.07084848,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.1891292578711442e-29,,8.598745012366026e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,2.2700829503117095e-49,,,,,,4.43357121491032e+19,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.2555180722866262e-20,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,2.4471734932117844e+126,,,,16920838.145373892,,,,,2.062832493506359e-34,4.533831663063499e-40,,,,,,,,
$S_{x}$,,1.0730782829565356e+37,1e+160,,,,,1.4581279793852803e-131,,,,1e-160,,,1e-160,,,1.4437530460805512e-137,,,2414411476147116.5
$S_{y}$,9.318984606088653e-38,,2.585499234946782e+136,,,,,,,,,,,,,,,,,,
$S_{z}$,1e-160,3.8677249889829623e-137,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",4.1417960852132207e-16,,,,2.754411337250895e+71,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,,,,,,,,,,,,,,,,,,3.630539805278588e-72
"$S_{x,y,z}$",,,,,,,,1.578436971260268e-45,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,8.5298208019327e-22,1.9118228052739556e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,523061027016.41565,6.0032301049047985e-05,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",6.858108575775231e+130,,,,,6.335381255049875e+44,1.1723575714198103e+21,,16657.69898080324,,,3.195756213572281e-93,,,1.6675919884439154e-102,,,1.6990787542991392e-22,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,93638877284.34927,1.1798226120476289e-60,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,,1.0679324966310112e-11,
"$S_{x,y,z}HF_{x,y,z}$",1e+160,,,,,,,3.129149826113237e+92,,,,,,,0.14250347177102474,,,6.971105585848956e+48,,8.475850435384185e+59,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.4289598463832727e-37,,1.135239007106788e-44,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,6.998097270059904e+36,3.9411972952435646e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",1e+160,,,,,,,5.996670690011726e+101,,,,7.017372893249961,2.53730002607799e+17,8.808717756699963e+43,,,1.011255467540026e+30,1.3727606646999276e+50,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,9.888698079750253e-31,,,,7.289644240273318,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.1371809058218877,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",6.926392312831921e+136,,,,,,,5.88554237094498e+21,,,,1.4344926894092049e-49,,,7.284591012218364e-51,,,,,,
$S_{x}$,,1.8685466288416997e-81,2.428183506954335e+99,,,,,,,,,,,,,,,,,,
$S_{y}$,5.3517529857946e+80,,1e+160,3.0148580505603115e-137,,,,,,,,,,,,,,,,,
$S_{z}$,4.1183048856727375e-100,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,3.316905748893053e+136,,,,,,,2.153603807196047e-50,,,1.4355038473773424e-128,,1.408764766116383e-107,,,,3.7718107655990775e-69,,,1.1375889783537931e+132
"$S_{x,y}$",,,,8.790521172656768e-133,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.0760009890089624e-53,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,4.643379607050295e+49,,9.293671755088607e+52,2.632539370537623e+34,24337106.483825408,,,,5.817827529493138e-76,,1.5035408909165933e-59,,,,8.735875827535484e-36,,,
"$S_{x,y,z}HF_{z}$",,,,,,,9.79485279317739e+17,,4.108951902990629e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.0209443889718797e-18,3.7986136549052934e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.5325839010457323e-35,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,6.52492825559284e+34,2.3179043888525737e-67,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,6.9661951922106965e+127,,,,,1.7188546668503979e+75,4.3142417987957966e+66,,,,53615751.40902264,,,,3.2745716389602583e+46,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.0621169297304769e-11,7.835732695636494e-16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1276204841133583.8,4.192659016588763e-09,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,7.098417166953666e+106,,,,,6.650966435574472e+58,,,1.8651235387362614e-08,94151592165.44644,,238512122.26975268,5146004367097303.0,,9.244609926327357e+19,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,5.442949166131695e-21,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,1.9432552494394173e-16,,,,,1.8372392787028364e+20,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.6512464758850907e+68,,,,,1.1447049153881052e+35,,,3.0538345477074975e-47,,1.0817114058562274e-20,,,,,,,
$S_{x}$,,2.74719045113857e-26,1.5615102766739478e-15,,,,,,,,,,,,,,,,,,
$S_{y}$,3.640082541731139e+25,,41827821997851.375,7.016495302921306e-150,,,,,,,,,,,,,,,,,
$S_{z}$,640405647620855.0,2.3907532169649386e-14,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.4252129543700424e+149,,,,,,,1.2614804497318808e-44,,,1.2202094839267535e-114,5.5261597944623426e-117,,,,,3.043029542171616e-56,,,1.2972961585182796e+140
"$S_{x,y}$",,,,7.708340099782308e-141,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,8.359985544709861e-69,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.9602296151142276e-11,2.1541787748306095e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,7.927193800050911e+43,,1.1961743171108625e+68,4.642140251700482e+16,25213.2020787208,,,,4.87327754004786e-65,2.513312793607347e-66,,,,,0.019754007708984417,,,
"$S_{x,y,z}HF_{z}$",,,,,,,51014431793.57983,,3.966176120263481e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.00010090819441436054,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,9909.997952135462,,1.8073138840033271e-65,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,8.195314109360158e+113,,,,,2.0520070769254384e+64,,5.533073191386821e+64,,2.252035043356667,,,,,5.103484374224215e+58,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.3768593408863411e-25,0.015710981298213075,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.8095748896043154e+116,,,,,3.9788123569160057e+65,,,0.4440428238228017,,8.090443201511219e+42,7.262906023183594e+24,594421789034565.5,,3.2005670631703855e+57,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.2360262288389954e-43,,63.649747970468106,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.9187713329228617e-30,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.6823071065819397e-15,,,,,,3.426099155902695e+29,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.2861987901910534e+55,,,,,50.62263894658627,,,1.959445599658588e-59,3.124446325487803e-58,,,,,,,,
$S_{x}$,,2.3460553348108424e-129,2.441014981639576e-42,,,,,,,,,,,,,,,,,,
$S_{y}$,4.262474056608848e+128,,3.105611078803055e-19,,,,,,,,,,,,,,,,,,
$S_{z}$,4.096656544599829e+41,3.2199782092013066e+18,,,5.0870194881192016e-21,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,2.6293492833917424e-10,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.9657876332801802e+20,3803222365.0029674,,,,,7.298398085900319e-86,,,6.44296882027151e-134,7.28752452991291e-149,,,,,5.533937428897645e-68,,,
"$S_{x,y,z}$",,,,,,,,,3.142725120807564e-75,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,1.370163682811283e+85,3.181951846119577e+74,35284338.13771315,8.941757584271341,,,,1.0045973149237354e-75,4.935654840477877e-54,,,,,4.254728952781908e-14,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.931854780268814e-14,2.834118628205653e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,51763725214420.71,,0.11183483678410293,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,9.101956790749799e-12,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,109866485085.52437,1.577182690967319e-67,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.5520795271485725e+133,,,,9.954237236597787e+74,6.3404195704600286e+66,,,9.503247610884329e+17,,,,,7.491246729733114e+78,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,1.3722080740796498e+148,,,,2.0260736058747143e+53,,,1.0522718558387058e-18,,7158135431700.909,9.144732002171775e+27,,,2.753293458058327e+49,1.4761894881484052e+23,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0935257586143705e-28,3.157423685340546e-10,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.3970118469278263e-13,,3167139097.1153255,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,6.774198082485379e-24,,,2.736582848342636e+21,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.6541923099665435e-22,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.80703163497676e+67,,,,23503259810384.89,,,1.3348912885634276e-79,3.632013859885529e-50,,,,,,,,
$S_{x}$,,1.8458758795589238e-107,1.4095035976852152e-52,,,,,,,,,,,,,,,,,,
$S_{y}$,5.4174823511911985e+106,,3.715646483279012e+148,2.341481109678796e-78,,,,,,,,,,,,,,,,,
$S_{z}$,7.094696328851302e+51,2.691321697314736e-149,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,4.2708010577850866e+77,,,,,,3.078318873713413e-123,,,,1e-160,1e-160,,,,,1.7008675674298557e-112,,,2.8090681171964226e+125
"$S_{x,y}$",,,,3.559899433830908e-126,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,6.8720617704827e-48,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.2485263581341983e+122,,1.4551673622831233e+47,6.149528147268378e+57,,5.004638942004538e+28,,,3.7801432405717594e-54,4.2121437190144644e-60,,,,,6.509127278709401e-17,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.626141024241348e-58,3.0685380139085274e-42,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.2588809246207037e+41,1.998146143185035e-29,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,4.148055395867968e-61,,,,,,,,26649864156555.6,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.75236434274285e-14,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1e+160,,,,2.645402399748076e+53,,,2.410768190309457e+60,,56157159.17226079,,,,,2.265193327267383e+46,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.9677189650012955e-24,,2687.909984957408,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1e+160,,,,2.3740880338099546e+59,,,,1.7807168573690187e-08,,2.0129963209376904e+23,8.385051687059837e+18,3161380737129.3965,,2.6767904400868445e+32,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.1925984923184693e-19,0.0003720362681772789,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.398523594835065e-27,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,3.163174837675585e-13,,,,,,7.150397774432508e+26,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.879352508973279e+111,,,,1.5363042650446916e+16,,,,4.414634229946061e-47,3.73581728709236e-33,,,,,,,,
$S_{x}$,,4.457261639981118e-158,5.648620010166357e-156,,,,,,,,,,,,,,,,,,
$S_{y}$,2.2435299535259865e+157,,110837466856.59283,9.006292687529333e-100,,,,,,,,,,,,,,,,,
$S_{z}$,1.7703439038211196e+155,9.022219907766847e-12,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.1103347789092637e+99,,,,,6.911918527893863e-117,,,,,1e-160,1e-160,,,,,9.816005081928858e-141,,,9.094406868292005e+125
"$S_{x,y}$",,,,1.0995769317145222e-126,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,9.951014053979337e-91,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.446776312487455e+116,,1.0049227089575935e+90,,474.61362869985425,5246929688520359.0,,,4.818657791795108e-66,1.4733916061638233e-63,,,,,9.483358536010684e-41,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.002106977000933111,,35378247.05973894,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.905876501809959e-16,2.826595671378013e-08,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,4.929139934352724e-56,,,,,,,,25816154.099861518,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.8735436584853826e-08,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1e+160,,,2.075266688791916e+65,,,2.0287514927922537e+55,,,452.82674093292735,,,,,8.614906948093472e+17,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.11079440239984e-14,1.0559646562530103e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1e+160,,,6.787061876941439e+62,,,,,0.002208350147210321,,17447.992642696343,90025660719889.12,,,1140328767118.8103,3.880626329729479e+21,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.731318326859771e-05,,94700139.25924419,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,5.933850789509188e-21,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,2.5769036104790604e-22,,,1.6852462852081825e+20,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.0187443788522353e+140,,,1.0544787442157226e+40,,,,,1.1607786433738623e-18,8.769400797689518e-13,,,,,,,,
$S_{x}$,,8.640360901824582e-76,3.6661252049319205e-146,,,,,,,,,,,,,,,,,,
$S_{y}$,1.1573590633104577e+75,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,2.727675526887986e+145,1e+160,,153989.08065062,,,,1e-160,,,,1e-160,,1e-160,,,,5.781916992714203e-130,,,
"$S_{x,z}$",,,,3.793743203487466e-11,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,6.49396694736338e-06,,26359190550.397087,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.043911361271717e-73,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.130334153596669e-10,385.9582875567444,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.0025909535621850793,4.0220841873170605e-33,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,1e+160,,,9.579357377447994e+72,4694099272.22773,,2.4862731694013895e+32,,,7.593956975647974e-52,,1.2215627229514201e-82,,,,2.159654151105482e-42,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.180189940666046e-33,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,2.5520912579378203e-11,,,,,,,,8.473212366440312e+32,
"$S_{x,y,z}HF_{x,y,z}$",,,1e+160,,,,,1.316836536217895e+51,,,39183551798.53699,,,9.201528408151783e-23,,,,2.5490214377257524e+21,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,1e+160,,,,,8.186235395133031e+81,,,,1.086775974211071e+22,9.486389066077827e+49,,969210254.4440689,,3394370785.5967607,3.605369683252671e+35,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7.764006827585175e+52,1.0317678701961236e-09,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.0541418795228189e-50,1.287994745763288e-53,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,5.168618078977397e-21,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,2.9460541088889646e-10,,1.9347531288244237e+20,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.729530190869396e+129,,,,,4.630371022545998e+41,,,,3.9230741067921506e-22,,2.7736406744781467e-36,,,,,,,
$S_{x}$,,1e-160,8.571517261699265e-147,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.4259932596069873e+18,2.0708788925821307e-119,,,,,,,,,,,,,,,,,
$S_{z}$,1.166654595060285e+146,7.012655868202395e-19,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,7.58495371743429e-67,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,4.8288676058362995e+118,,,,,,2.6868268941337054e-124,,,,1e-160,,1e-160,,,,6.310282906824873e-125,,,1.318399606976459e+66
"$S_{x,y,z}$",,,,,,,,5.687276703143902e-46,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,0.30032494852598296,1546089430426.9487,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.467931157926954e-13,4.1002914957649625e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.721862402759754e+123,,1.758310791256568e+45,3.3297267007222473,,2438850.996405652,,,8.74695538761815e-61,,2.2092506383581635e-83,,,,2.1320441092326127e-19,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,,3.775714066992637e-10,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2648505639.614023,2.4501976781956078e-59,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1e+160,,,,1.1432549449326803e+60,,,,,,7.640289413004098e-19,,,,8.695276322284879e+44,,4.081303353190781e+58,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,2.5754164175884835e-13,80.14764506585733,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1e+160,,,,4.526421686328739e+82,,,,1.308850942606909e+18,3882867225550.887,,6.068425578639971e+18,4.5554345885658356e+38,,1.6725971987593044e+50,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.012476972956327036,1.6478738793796257e-19,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,2.195180241441739e-39,,,643536663181.332,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.5539130203654392e-12,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.5847150036941326e+124,,,,4.690334480743601e+18,,,,1.1500497085263732e-45,,5.978725784915686e-51,,,,,,,
$S_{x}$,,2.415238415708141e-60,9.425403570349487e-53,,,,,,,,,,,,,,,,,,
$S_{y}$,4.14037799952268e+59,,1.0081091778078484e-72,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0609625280617249e+52,9.919560519967867e+71,,,8.753217170694973e-115,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,2.367816322669784e-50,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.1424370954120903e+114,,,,,5.1921587632599194e-142,,,,1e-160,,,,1.9259060375336936e-155,,2.0877791390605515e-118,,,4.223300559362941e+49
"$S_{x,y,z}$",,,,,,,,1.1147774458961444e-58,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.925981168133899e+141,8.970400358217891e+57,9.829989468620824e+35,,5.626645834441376e+21,,,3.3988875763985196e-56,,,,2.253348792743556e-41,,1.7095991890782206e-29,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6046722471.27586,1.7772577649705262e-22,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.0172950878454023e-36,1.6537884858290837e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,2.980919215265846e-44,,,,,,,,7.371426095572288e+16,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.3565896029272528e-17,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,2.942139089694769e+55,,,3.354669911478354e+43,,,,,4368581.285408255,,2.366719932733337e+30,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.8659035340849914e-06,,0.003796344248066263,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.631430492428809e-23,263.41130694598314,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,535933.3865511883,6.129589980332167e+22,8.188181665100684e-07,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,5.192361312084547e+154,,,4.437839375867124e+40,,,,2.2890726637962684e-07,1221272.366564798,,,,,1.729953262718766e+20,1.483908569425386e+17,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,6.7389596677592486e-18,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,4.789778675774944e+117,,,5.849324253243116e+28,,,,4.225257015709057e-31,,,,5.7805029855454966e-21,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.36049419837136e-66,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.5722048771871464e+65,,,1.6088895880220257e-46,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,7.248384262017641e-08,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,6.215466912365337e+45,13796178.07019578,,,,,2.1835596527761586e-87,,,4.95255838812251e-128,,,1.483689348851332e-132,,,3.6765652940701764e-61,,,
"$S_{x,y,z}$",,,,,,,,,2.084822463270808e-61,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,396900548.0437297,7.851201386738157e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,4.579677952597305e+86,4.796571495258803e+60,1.2736904210470876e+20,1.0533136059587118e+17,,,,1.0479602548286287e-62,,,2.3322157851086134e-53,,,0.6425917137598968,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.519522850066264e-09,,9.493848691813048e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.0014107507726122198,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,708.8424259008895,,1.7845598978870197e-50,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.0191584260737914e+127,,,,9.54234662423842e+61,,5.603622502018758e+49,,,,0.001451316977315125,,,1.4752053217237521e+57,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,4295350373.85598,1.9171048784598663e-24,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.328098788137485e-10,,3.864569622035995e-31,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,6.7399553739075985e+131,,,,4.2877679088919686e+52,,,689.0293544625639,5.2161987131521165e+23,2.587610258844719e+30,,,,2.20044928406612e+49,7.878849709578534e+22,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.2692208086978389e-23,,3317.4673081665023,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.000301434771501239,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.7199299346400035e+60,,,,1.5561980937302409,,,6.778717411563546e-58,,,4.544526462123867e-50,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.515413069812674e-23,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.9754901968227085e+22,,3.5779407395081788e-93,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.7949037527587986e+92,,2.4481695720034303e+28,,,2.559534776651641e-75,,,,7.903264946996248e-152,,9.320725150440228e-147,,1.8883339052012396e-141,,,,,
"$S_{x,z}$",,,,4.0846843757708415e-29,,,,,,,,,,,,,,,,,
