ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,1.3839757153376154e-08,,,,,2.7254954733078394e-19,,5.765968569221939e+16,,,,1887967.2831145988,1.3996889678794327e+18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,5.296701955291778e-07,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.19107365307623e-10,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1615228724.5090656,,,,,,,,,,,,,,,,,,3.460466290554736e-119,
"$\hat{S}_{x,z}$",,,2.889783965616071e+118,4.4464700795795767e+30,,5529.05721380519,3.2125624651991068e-77,,,,,,,3.039225415660393e-41,,,,2.587365656761429e-18,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.248974989379783e-31,
"$\hat{S}_{x,y,z}$",,,,,,,3.269638319652008e-63,,,,,,,,,,,,,0.00018086266090775051,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,7.269313388418694e-51,2.6770108134719195e-31,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.93000781248854e-15,,3.735509752024726e+30,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.0584422564096673e+62,,126103280557322.3,1.3756457406186084e+50,4477600800849121.0,,,,7.217511895761575e+30,,,,1.9499637163127114e+18,,3.112779940725674e+76,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,2.2333388894569663e-16,,,,1524069.878767276,1.3972606579132385e+48,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,6.561378936304659e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,7.156860778528368e-49,,,,3.4676137893465236e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.742944929958462e-10,8.287638912308328e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.6513940767020048e-13,3645716649.56884,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,1.385519018800983e-31,,,,,2.8838274985301964e+20,6055489807721.108,,12066162758.549448,,18498981863378.723,1478729.3965068506,,3.2903120474290657e+40,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,5.4057029050860226e-14,,,,0.13997769754429418,400837.65760793025,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,2.494775580637002e-06,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,5.128300550591538e-19,,,,,,,6.762562524030861e-07,,,7.143995204547228,,,3.864934967296763e+17,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.6505134655989754e+61,,1.0824475920311302e-52,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.058720639622879e-62,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,7.089386199528431e-85,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,9.238322551243117e+51,,1.4105593514802702e+84,,1.591555006455609e-14,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,62831632959202.5,,6.000285057729286e-57,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.531781244199009e-21,,2.0447242259073457e-37,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.6665874877258487e+56,,1.530975950684383e+20,1.2617373897787184e+37,,1584.5311184841485,,,54606020769693.96,,,3.0013154794796115e+17,3.640202666517087,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,7.925579507280659e-38,4.890635066233689e+36,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,0.000631101521664438,,,3.1129979038200213e+21,,1.0747006614438985e+44,,1.000678333842986e+16,,,197122.90810856887,6.480370125280155e-07,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,3.212337530882627e-22,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,9.304916577016567e-45,,,1.4260082871975843e-22,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,1.831299893133752e-14,,,,9.993221259819017e-17,7.012581967284474e+21,1.8971039409059388e+45,,4.5880367613326285e+18,,175.09739084372725,210227071.19111365,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.6840733536426878e+23,2.179581489904067e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.271192465724689e-46,5.9379836266453475e-24,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,3.3318723301070196e-18,,,,5.072977106492527e-06,,,0.005711107373909932,,,,0.003338669889580864,8.937404062836893e+41,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.1188931293351215e-42,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,0.2747099795289121,,,,1543121.7363634282,,,4.756761316866361e-09,,,299.52047763714063,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.536772077428477e+42,3.064696041358366e-80,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.5298070487312959e-43,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.200528772424647e-68,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.2629663317500476e+79,,,2.3806526610762285e+67,2.823581158486793e-07,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3541601.7598584546,,,1.7817334369731991e-40,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.436940745365266e-23,,4.7023371453568034e+36,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.626933118364242e-50,2.12660208974472e-37,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,5.612511833974422e+39,,1.1852637468733416e+22,3.806720441450323e+49,,7.131631686625207e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,4.909040142567086e-38,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.4022036526022768e+16,,,2.0370581029249225e+37,,6125598810858504.0,,,,86.4689102035445,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.6324934604390943e-16,,,,3.0596586229368184e+29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.268338475748475e-30,5.28627752592127e+27,3.805982241855321e+23,,8.914611555544875e-35,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.898886908726051e-07,,2.6274426322928012e-24,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2564834.58846142,1.8916903153428826e-28,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,0.011564850275619739,,,,1.1217538686562304e+34,,1.2804159064628384e+27,1.0632798924225095e+21,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,7.809962332961872e-28,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,9.40486138340925e-22,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,170037414423.4703,9.511531952549516e-98,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.881058609310221e-12,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.0513553494733889e+97,,,3.5967032321566e+52,6.168590633215662e-10,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.7803239117962907e-53,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1621115842.2725546,,,8.410359655731517e-48,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.596244447056693e-28,5.5470309824465664e-27,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.1890097937946293e+47,,1591961998497.9685,1.5160141623408294e+27,,27243.864672247593,,,,2.4852745624224224e+16,,,295616574220.7307,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.281556977763977e-13,,1.802766206218198e+26,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,4.226655784285273e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,3.670551193930523e-05,,,2365936.6909366143,,5.992755261267206e+18,,,16.083884214303954,,,84.61852277035838,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.668681526948497e-19,,,,3.63437396427311e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.000771261861014816,,1.6092759066152054e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1296.576494375352,4.983503532034673e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,4.023700299033721e-17,,,,0.06217403623875043,2.75150551327484e+26,20066204.29928176,62139.748435263835,,3.8292925751623745e+31,,460893.2582004734,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,2.611448408215705e-32,,229.02413717596795,1.45074032304182e-13,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.0043663520025911595,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,3.3827602617887076e-12,,,,0.011817743530147008,,,,2.1696997780015975e-06,6893032365042.86,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.711083237884718e-12,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,102975123938.67828,,,,,,,,,,,,,,,,,,7.470155496665042e-141,
"$\hat{S}_{x,z}$",,,1.3386602199197026e+140,1.1942796206366754e+66,,1.9709517254058796e+71,8.25140481735972e-37,,,,,7.77471193094297e-07,,,,,1.1703150848607918e-21,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,8.373248464768208e-67,
"$\hat{S}_{x,y,z}$",,,,,,,3.133738498254074e-72,,,,,,,,,,,,,5.073690984461171e-72,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.801547424478698e-25,,1.382852351824231e+27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,8.861799934999609e-33,7.231430012617183e-28,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.1910767301009273e+71,,3.569455905912699e+24,1.1284389258783736e+32,,816282809726.6365,32390267309138.395,,,,,3.084911476402264e+24,,,1.2119148461800707e+36,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.0017587271211117084,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.2250656121680282e-12,,,568.5930398161429,,5325.638062721657,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,3.087347166529453e-14,,,,0.0001877709277691605,,,,840745.1614410331,,4.1659914915998024e-22,,,1286221.2888172092,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6.674781192962156e-05,4.983395215631183e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,14981.764511687563,,3.416183385332917e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.1894210586784763e-06,20066640447.527557,292724332157.756,,,1.778895524644737e-11,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.1860112600268651e-36,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,3.241584102653851e-25,,,,,2.400388963867003e+21,,,56214656012.45525,8.43162315320133e+35,,2250866.6293550227,,8.544707429101876e+20,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.442733243091112e-07,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.809843141892023e-92,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.079069879203244e+91,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,7.085317102619515e-19,
"$\hat{S}_{x,z}$",,,1e+160,1.411369435575847e+18,,1.0107161495012828e+16,,1.2926407428221989e-58,,,,,6.683854412206746e-75,,,,,4.694018833778362e-50,,,
"$\hat{S}_{x,y,z}$",,,,,,,,2.4164403289568313e-38,,,,,,,,,,,,9.89397468808062e-17,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,9.878045856711022e-28,0.00017688566161305416,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.1383186169206853e+37,33141.996113118425,,5653.36947540467,,,,93999.81054641867,,,,,177426869098444.12,,7.736101508116775e+57,938490.0001808326
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,3.017319767303259e-05,1.0123459786538775e+27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,,9.948597186903864e-20
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,1.065541454684989e-06,,1.0051668403223523e+19,,6.516553424583722e+27,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,3.114127893850001e-42,,,,,,,,1.5345535206194985e-28
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.00018464897780201965,1.3848926432066433e+35,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.1544747600786373e-33,,7.220776317249795e-36,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,1.0638319313486099e-05,,,,3.211171904579996e+41,,8.661947706261544e+32,5415.6812125556335,,,97342768.88089351,6.05230649648031e+26,1.4961427019919772e+74,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.6522626548763605e-27,,,1308.7942906729995,,8.768324650976939e-12,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.0007640620127444066,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,5.6361249289990945e-15,,,,,1.0272976734651735e-08,,,,,,114046872099.85811,2.1303706597936013e+49,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.3936518157656546e-18,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.94667825188892e+17,,,,,,,,,,,,,,,,,,2.5552403284191934e-129,
"$\hat{S}_{x,z}$",,,3.913526210736713e+128,25973.67259420498,,9930665490.634762,1.88528413653302e-44,,,,6.7239333539489e-41,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.8500523804366086e-05,
"$\hat{S}_{x,y,z}$",,,,,,,3.069076787054507e-70,,,,,,,,,,,,,1.0069818593155337e-10,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,7.132467087698369e-52,9.549564348509646e-25,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.2583088315614697e+69,,6.650415732882102e+18,1.4020394173633652e+51,,53992.546737467186,,,,,,,,,5.304240250167116e+43,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.5036653950152802e-19,,1.0471681885216734e+24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.8521074859876308e-05,,,17000624.278887343,,4.943102982809695e+23,,,,,,,,1.4872247349279716e+40,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,5.88213693565286e-08,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.0230207694997138e-24,,,,10531935402.778591,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,9.494931005142461e-11,8.110335317701621e+30,1.6049505919279523,,,7025557.202370136,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6.835504597191094e-23,1.2329946430419461e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.462949787804881e+22,,0.6230721400580603,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.423374646586951e-07,27652757.562681474,,5.565567331088602e+39,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,3.616275873150318e-08,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.7967620199545842e-40,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,11.86781940018982,,1.2198353553239229e-51,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,0.0842614777221842,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,3.2856329531467054e-20,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,8.197827646456874e+50,,3.0435535991391957e+19,,3.38257332776355e-45,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.9563291113075978e+44,,1.990751006333157e-52,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.889932374915708e-19,,7.719031394979904e+21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,5.0232299108161174e+51,,2.0450180561387372e+18,5.296757822932092e+50,9.161060059287706e+22,,,,,,,867801718499.5691,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.8879473697486068e-51,1.2954993299422944e-22,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,1.091576731871958e-23,,,,75149.65205330866,5.79210285463145e-14,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.3306781504332626e-05,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,17264886779425.635,,,,8.167970328988735e-20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.2242943592129925e+19,93918747248.0374,,5.21780310561326e+24,,3.6232688177521096e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,56722.57983624341,1.9165153988355943e-25,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0647501476558471e-11,1.762966358171602e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,1.1523369667082498e-12,,,,,,,2759938.7467485894,,,,707163.6447710753,5.27025967835463e+27,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.8974397108117431e-28,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.4140998443489306e-06,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,236644622.4315898,2.4419736402722143e-65,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.22574571830418e-09,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.0950482982630674e+64,,,6.32083926759383e+23,4.0623339645050173e+124,,,,,1.0166909383876864e-79,,,,,,,,4.8973224412980877e-67,,
"$\hat{S}_{x,y}$",,,,1.5820683894413796e-24,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.4616390694058727e-125,,,4.661449700121024e-157,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.876228660004687e-32,1.3430491618841007,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.0147824328905217e-15,,0.7445743822192978,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.1452553697491087e+156,,985432904225179.4,1.4542855530917123e+31,,3.045922248534152e-26,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,9.83583075487861e+78,,,3.2830778936699693e+25,,,2.4717142205564574e+23,,1.78883332519419e+55,,,,,,,7808.213475021449,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,4.045775161559211e-24,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.590235747041682e-56,,4.919355584525282e-18,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,2.0327865770583443e+17,,5409404.37814405,31876172.516970187,,,,5.140055848515762e-12,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.137139502766907e-08,28022.784894266093,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.8486323633713938e-07,,3.568524697931132e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.1771842733239002e-21,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,2.041932121044779e+66,,,,,,,0.0001280702689800951,,194550415301.17987,,,8.494846751362025e+20,,1689449.01824548,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,5.919089532743143e-07,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.5581373972372914e-42,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.417919252647963e+41,,,,,,,,,,,,,,,,,,2.125062824606772e-147,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.303417822008016e-22,
"$\hat{S}_{x,z}$",,,4.705743229897418e+146,4.341374762518096e+21,,34406659559418.89,,,,,1.623280902957361e-40,,,,,,1.1313522123961115e-22,8.372314709544926e-29,,,
"$\hat{S}_{x,y,z}$",,,,,,,4.402196374026835e-35,,,,,,,,,,,,,2.906414086124929e-14,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.2715933480388262e+34,,305163067.9077492,3.2425352108064022e+35,,1.436470134298195e-08,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.084006602818987e-36,2.8027360585005132e-24,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.2769365141600295e-09,,3.567942107738137e+23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,69615091.61403917,,,56721719.30296457,,1.190104141436251e+46,,,,,13780900689.120329,3320307.7036420335,,6.160363238292018e+39,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.76299310438521e-08,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,8.402625998706063e-47,,,1.709271370111575e-24,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.6288081401911007e-13,1.681477541245668e-27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,5.85044608764917e+23,4718862.655934895,,5.9471504999060676e+26,,4.553326359000321e-07,,,,
